time,pitch_desired,ang_pitch,angvel_pitch,u2
3.28,-0.326174247,-0.305299446,-0.309342157,0.001947875
3.3,-0.331566801,-0.311388895,-0.29960278,0.001985723
3.32,-0.33674993,-0.317281665,-0.289674167,0.002022315
3.34,-0.341720361,-0.322974032,-0.27956259,0.002057631
3.36,-0.346474954,-0.328462403,-0.269274435,0.002091647
3.38,-0.351010706,-0.333743309,-0.258816201,0.002124342
3.4,-0.355324753,-0.338813416,-0.248194492,0.002155695
3.42,-0.359414368,-0.343669521,-0.237416019,0.002185686
3.44,-0.36327697,-0.348308557,-0.226487589,0.002214297
3.46,-0.366910118,-0.352727594,-0.215416104,0.002241509
3.48,-0.370311517,-0.356923841,-0.204208558,0.002267306
3.5,-0.373479021,-0.360894647,-0.192872029,0.00229167
3.52,-0.376410626,-0.364637504,-0.181413678,0.002314587
3.54,-0.379104483,-0.368150048,-0.169840743,0.002336042
3.56,-0.381558889,-0.371430061,-0.158160532,0.002356022
3.58,-0.383772295,-0.37447547,-0.146380424,0.002374513
3.6,-0.385743301,-0.377284353,-0.134507859,0.002391505
3.62,-0.387470664,-0.379854935,-0.122550336,0.002406986
3.64,-0.388953292,-0.382185592,-0.110515407,0.002420947
3.66,-0.390190249,-0.384274853,-0.098410675,0.002433378
3.68,-0.391180754,-0.386121398,-0.086243784,0.002444273
3.7,-0.39192418,-0.38772406,-0.07402242,0.002453624
3.72,-0.392420058,-0.389081827,-0.061754301,0.002461425
3.74,-0.392668076,-0.390193842,-0.049447177,0.002467671
3.76,-0.392668076,-0.391059402,-0.037108822,0.002472359
3.78,-0.392420058,-0.39167796,-0.024747027,0.002475485
3.8,-0.39192418,-0.392049127,-0.012369602,0.002477048
3.82,-0.391180754,-0.392172666,1.56357E-05,0.002477046
3.84,-0.390190249,-0.392048501,0.012400864,0.002475479
3.86,-0.388953292,-0.39167671,0.024778259,0.002472349
3.88,-0.387470664,-0.391057527,0.037140004,0.002467657
3.9,-0.385743301,-0.390191344,0.049478291,0.002461407
3.92,-0.383772295,-0.389078708,0.061785326,0.002453602
3.94,-0.381558889,-0.387720322,0.074053336,0.002444247
3.96,-0.379104483,-0.386117043,0.086274572,0.002433349
3.98,-0.376410626,-0.384269884,0.098441316,0.002420913
4,-0.373479021,-0.382180012,0.110545882,0.002406949
4.02,-0.370311517,-0.379848747,0.122580625,0.002391464
4.04,-0.366910118,-0.377277561,0.134537943,0.002374468
4.06,-0.36327697,-0.374468079,0.146410284,0.002355973
4.08,-0.359414368,-0.371422074,0.158190149,0.00233599
4.1,-0.355324753,-0.368141472,0.169870098,0.002314531
4.12,-0.351010706,-0.364628343,0.181442754,0.00229161
4.14,-0.346474954,-0.360884908,0.192900806,0.002267242
4.16,-0.341720361,-0.35691353,0.204237018,0.002241442
4.18,-0.33674993,-0.352716717,0.21544423,0.002214226
4.2,-0.331566801,-0.348297121,0.226515362,0.002185612
4.22,-0.326174247,-0.343657533,0.237443422,0.002155617
4.24,-0.320575674,-0.338800884,0.248221508,0.002124261
4.26,-0.314774619,-0.333730241,0.258842812,0.002091563
4.28,-0.308774745,-0.328448806,0.269300626,0.002057543
4.3,-0.302579843,-0.322959917,0.279588343,0.002022225
4.32,-0.296193825,-0.317267039,0.289699466,0.001985629
4.34,-0.289620724,-0.311373768,0.299627609,0.001947778
4.36,-0.282864693,-0.305283827,0.309366501,0.001908698
4.38,-0.275929998,-0.299001062,0.31890999,0.001868412
4.4,-0.26882102,-0.292529442,0.328252049,0.001826946
4.42,-0.261542249,-0.285873053,0.337386776,0.001784325
4.44,-0.254098282,-0.279036101,0.346308403,0.001740578
4.46,-0.246493821,-0.272022904,0.355011295,0.001695732
4.48,-0.23873367,-0.264837892,0.363489953,0.001649814
4.5,-0.230822729,-0.257485602,0.371739024,0.001602854
4.52,-0.222765995,-0.249970679,0.379753296,0.001554882
4.54,-0.214568558,-0.242297869,0.387527707,0.001505928
4.56,-0.206235595,-0.234472018,0.395057348,0.001456023
4.58,-0.197772369,-0.22649807,0.402337463,0.001405198
4.6,-0.189184225,-0.218381061,0.409363452,0.001353485
4.62,-0.180476589,-0.210126118,0.416130879,0.001300918
4.64,-0.17165496,-0.201738454,0.422635468,0.001247529
4.66,-0.16272491,-0.193223369,0.428873112,0.001193352
4.68,-0.15369208,-0.184586239,0.43483987,0.001138421
4.7,-0.144562174,-0.17583252,0.440531974,0.001082771
4.72,-0.135340959,-0.166967742,0.445945829,0.001026437
4.74,-0.126034261,-0.157997504,0.451078015,0.000969455
4.76,-0.116647956,-0.148927471,0.45592529,0.000911861
4.78,-0.107187974,-0.139763372,0.460484593,0.00085369
4.8,-0.09766029,-0.130510996,0.464753044,0.000794981
4.82,-0.088070922,-0.121176186,0.468727947,0.000735769
4.84,-0.078425926,-0.111764838,0.472406792,0.000676092
4.86,-0.068731395,-0.102282898,0.475787254,0.000615989
4.88,-0.058993451,-0.092736353,0.478867199,0.000555496
4.9,-0.049218246,-0.083131235,0.481644681,0.000494653
4.92,-0.039411953,-0.073473608,0.484117946,0.000433497
4.94,-0.029580767,-0.063769575,0.486285431,0.000372067
4.96,-0.019730898,-0.054025263,0.488145769,0.000310403
4.98,-0.009868565,-0.044246827,0.489697783,0.000248542
5,-9.16464E-15,-0.034440444,0.490940493,0.000186524
5.02,0.009868565,-0.024612308,0.491873115,0.000124389
5.04,0.019730898,-0.014768626,0.492495059,6.21748E-05
5.06,0.029580767,-0.004915617,0.492805933,-7.85915E-08
5.08,0.039411953,0.004940498,0.49280554,-6.23319E-05
5.1,0.049218246,0.014793492,0.492493881,-0.000124546
5.12,0.058993451,0.024637143,0.491871151,-0.000186681
5.14,0.068731395,0.034465232,0.490937746,-0.000248698
5.16,0.078425926,0.044271552,0.489694254,-0.000310559
5.18,0.088070922,0.054049909,0.48814146,-0.000372223
5.2,0.09766029,0.063794127,0.486280345,-0.000433652
5.22,0.107187974,0.073498051,0.484112086,-0.000494807
5.24,0.116647956,0.083155553,0.481638051,-0.00055565
5.26,0.126034261,0.092760531,0.478859803,-0.000616141
5.28,0.135340959,0.10230692,0.475779097,-0.000676244
5.3,0.144562174,0.11178869,0.472397879,-0.000735919
5.32,0.15369208,0.121199852,0.468718284,-0.000795129
5.34,0.16272491,0.130534461,0.464742636,-0.000853838
5.36,0.17165496,0.139786622,0.460473447,-0.000912007
5.38,0.180476589,0.14895049,0.455913414,-0.0009696
5.4,0.189184225,0.158020278,0.451065415,-0.00102658
5.42,0.197772369,0.166990258,0.445932514,-0.001082912
5.44,0.206235595,0.175854762,0.440517953,-0.00113856
