58.96
56.13
54.25
58.86
55.76
52.96
58.63
55.23
56
54.64
56.7
58.25
55.43
54.76
54.89
55.99
54.02
57.54
57.55
58.9
59.51
57.36
55.99
56.09
53.31
53.01
55.68
51.54
54.97
53.54
56.99
57.06
56.82
56.09
58.89
56.25
54.57
57.32
55.53
57.26
55.76
56.74
53.07
56.24
55.26
57
56.99
53.07
54.61
54
58.28
52.48
56.33
56.82
53.66
56.02
59.51
57.84
54.7
55.67
56.29
56.94
57.27
54.73
59.03
56.27
56.84
56.96
56.48
59.95
