time (s), gyro_x (rad/s), gyro_y (rad/s), gyro_z (rad/s), imu_pitch (rad), imu_roll (rad), imu_yaw (rad), counter, x (m), y (m), z (m), yaw (rad), pitch (rad), roll (rad), angle_pitch_desired (rad), mu1, mu2
1.0150, -0.1812, -1.4477, -0.2000, -0.0232, -0.0049, 0.8981, 494801, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, -0.1590, 148, 173
1.0470, 0.2596, -4.0341, 0.2193, -0.0820, -0.0056, 0.8973, 494821, 0.0443, -0.3127, -0.1034, -0.0339, -0.0980, 0.1109, -0.1438, 200, 84
1.0620, 0.2561, -2.5833, 0.0841, -0.2257, -0.0058, 0.8961, 494861, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, -0.1127, 200, 47
1.0780, 0.2561, -2.5833, 0.0841, -0.2257, -0.0058, 0.8961, 494861, 0.0444, -0.3127, -0.1034, -0.0339, -0.0980, 0.1108, -0.1127, 200, 47
1.1090, 0.0030, 2.8340, -0.0548, -0.2094, -0.0061, 0.8947, 494901, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, -0.0808, 143, 181
1.1250, 0.5738, 4.8722, -0.0253, -0.1244, -0.0091, 0.8954, 494921, 0.0444, -0.3127, -0.1034, -0.0338, -0.0981, 0.1107, -0.0647, 11, 200
1.1400, 0.5738, 4.8722, -0.0253, -0.1244, -0.0091, 0.8954, 494921, 0.0443, -0.3127, -0.1033, -0.0338, -0.0982, 0.1108, -0.0647, 11, 200
1.1560, 0.0048, 3.3020, -0.1895, 0.0475, -0.0065, 0.8943, 494961, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, -0.0320, 13, 200
1.1870, -0.2758, 1.2813, -0.0038, 0.0887, -0.0054, 0.8943, 494981, 0.0443, -0.3126, -0.1033, -0.0338, -0.0982, 0.1107, -0.0156, 93, 200
1.2030, -0.2758, 1.2813, -0.0038, 0.0887, -0.0054, 0.8943, 494981, 0.0444, -0.3127, -0.1034, -0.0339, -0.0980, 0.1109, -0.0156, 93, 200
1.2190, -0.4739, -2.0962, -0.2107, 0.0494, -0.0058, 0.8934, 495021, 0.0443, -0.3127, -0.1034, -0.0338, -0.0983, 0.1107, 0.0173, 190, 126
1.2500, -0.3725, 0.5534, -0.0535, -0.0117, -0.0073, 0.8913, 495061, 0.0443, -0.3126, -0.1034, -0.0337, -0.0979, 0.1109, 0.0500, 171, 150
1.2650, -0.3725, 0.5534, -0.0535, -0.0117, -0.0073, 0.8913, 495061, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, 0.0500, 171, 150
1.2810, 0.3333, 3.0461, -0.0067, 0.0232, -0.0084, 0.8919, 495081, 0.0444, -0.3127, -0.1033, -0.0338, -0.0980, 0.1107, 0.0663, 118, 196
1.2970, 0.3333, 3.0461, -0.0067, 0.0232, -0.0084, 0.8919, 495081, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1109, 0.0663, 118, 196
1.3280, -0.1535, 3.5334, 0.2282, 0.1641, -0.0110, 0.8926, 495121, 0.0444, -0.3127, -0.1034, -0.0338, -0.0981, 0.1108, 0.0985, 21, 200
1.3430, -0.0675, 1.1493, 0.2717, 0.2084, -0.0093, 0.8929, 495141, 0.0443, -0.3126, -0.1034, -0.0338, -0.0980, 0.1109, 0.1143, 106, 200
1.3590, -0.0675, 1.1493, 0.2717, 0.2084, -0.0093, 0.8929, 495141, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, 0.1143, 106, 200
1.3750, 0.0624, -0.2373, -0.1830, 0.2176, -0.0099, 0.8922, 495161, 0.0443, -0.3126, -0.1034, -0.0338, -0.0982, 0.1108, 0.1299, 140, 184
1.4060, -0.2548, -1.7140, 0.1715, 0.1525, -0.0108, 0.8920, 495201, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1109, 0.1605, 194, 123
1.4220, -0.2548, -1.7140, 0.1715, 0.1525, -0.0108, 0.8920, 495201, 0.0443, -0.3127, -0.1034, -0.0338, -0.0983, 0.1107, 0.1605, 194, 123
1.4370, -0.1793, 0.3881, -0.0161, 0.1377, -0.0113, 0.8913, 495221, 0.0444, -0.3126, -0.1034, -0.0338, -0.0980, 0.1109, 0.1754, 164, 160
1.4680, 0.0828, 2.6953, 0.0382, 0.2196, -0.0129, 0.8908, 495261, 0.0443, -0.3127, -0.1034, -0.0338, -0.0983, 0.1106, 0.2041, 96, 200
1.4840, 0.0828, 2.6953, 0.0382, 0.2196, -0.0129, 0.8908, 495261, 0.0444, -0.3127, -0.1034, -0.0339, -0.0981, 0.1109, 0.2041, 96, 200
1.5000, 0.1812, 1.7780, -0.2072, 0.2655, -0.0126, 0.8903, 495281, 0.0443, -0.3127, -0.1034, -0.0338, -0.0980, 0.1108, 0.2180, 109, 200
1.5150, 0.1812, 1.7780, -0.2072, 0.2655, -0.0126, 0.8903, 495281, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, 0.2180, 109, 200
1.5470, -0.1900, -1.0198, 0.2002, 0.2829, -0.0133, 0.8896, 495321, 0.0444, -0.3126, -0.1034, -0.0338, -0.0979, 0.1109, 0.2446, 173, 155
1.5620, 0.0527, 0.0605, -0.0925, 0.2508, -0.0157, 0.8885, 495361, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, 0.2694, 169, 159
1.5780, 0.0527, 0.0605, -0.0925, 0.2508, -0.0157, 0.8885, 495361, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1109, 0.2694, 169, 159
1.6090, 0.0263, 1.2810, 0.2779, 0.2641, -0.0150, 0.8885, 495381, 0.0443, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, 0.2812, 143, 183
1.6250, 0.0280, 0.9246, -0.2053, 0.3133, -0.0152, 0.8877, 495421, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, 0.3031, 144, 185
1.6400, 0.0280, 0.9246, -0.2053, 0.3133, -0.0152, 0.8877, 495421, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1109, 0.3031, 144, 185
1.6560, 0.0699, 0.3336, 0.0715, 0.3297, -0.0173, 0.8865, 495461, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1106, 0.3229, 160, 172
1.6870, 0.0589, 0.9034, -0.1390, 0.3396, -0.0187, 0.8858, 495481, 0.0444, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, 0.3320, 146, 184
1.7030, 0.0589, 0.9034, -0.1390, 0.3396, -0.0187, 0.8858, 495481, 0.0444, -0.3127, -0.1033, -0.0338, -0.0981, 0.1107, 0.3320, 146, 184
1.7180, -0.1621, 0.7612, -0.0027, 0.3684, -0.0182, 0.8856, 495521, 0.0443, -0.3127, -0.1034, -0.0339, -0.0980, 0.1108, 0.3484, 147, 186
1.7500, -0.1371, 0.6988, -0.0594, 0.3800, -0.0185, 0.8844, 495541, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1108, 0.3557, 147, 187
1.7650, -0.1371, 0.6988, -0.0594, 0.3800, -0.0185, 0.8844, 495541, 0.0444, -0.3127, -0.1034, -0.0338, -0.0979, 0.1108, 0.3557, 147, 187
1.7810, -0.2059, 0.7558, -0.1099, 0.3978, -0.0178, 0.8838, 495581, 0.0444, -0.3127, -0.1034, -0.0339, -0.0980, 0.1107, 0.3684, 142, 192
1.7960, -0.2059, 0.7558, -0.1099, 0.3978, -0.0178, 0.8838, 495581, 0.0443, -0.3127, -0.1034, -0.0339, -0.0982, 0.1106, 0.3684, 142, 192
1.8280, 0.5255, 0.1938, 0.2274, 0.4074, -0.0168, 0.8837, 495601, 0.0443, -0.3127, -0.1034, -0.0338, -0.0979, 0.1109, 0.3737, 149, 187
1.8430, -0.0887, 0.5029, -0.1218, 0.4239, -0.0176, 0.8830, 495641, 0.0443, -0.3127, -0.1034, -0.0338, -0.0983, 0.1107, 0.3825, 148, 189
1.8590, -0.0887, 0.5029, -0.1218, 0.4239, -0.0176, 0.8830, 495641, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1108, 0.3825, 148, 189
1.8900, -0.4454, 0.5577, -0.1529, 0.4335, -0.0187, 0.8824, 495681, 0.0443, -0.3127, -0.1034, -0.0339, -0.0980, 0.1108, 0.3886, 146, 191
1.9060, 0.4212, 0.0454, 0.2129, 0.4403, -0.0195, 0.8823, 495701, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, 0.3906, 143, 195
1.9210, 0.4212, 0.0454, 0.2129, 0.4403, -0.0195, 0.8823, 495701, 0.0443, -0.3127, -0.1034, -0.0339, -0.0980, 0.1109, 0.3906, 143, 195
1.9370, 0.1113, 0.4214, -0.1591, 0.4506, -0.0215, 0.8816, 495741, 0.0443, -0.3127, -0.1034, -0.0339, -0.0983, 0.1107, 0.3926, 144, 194
1.9680, -0.0234, 0.0650, 0.1438, 0.4541, -0.0206, 0.8816, 495761, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, 0.3926, 153, 188
1.9840, -0.0234, 0.0650, 0.1438, 0.4541, -0.0206, 0.8816, 495761, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, 0.3926, 153, 188
2.0000, 0.3204, -0.0946, 0.1140, 0.4597, -0.0209, 0.8800, 495801, 0.0443, -0.3127, -0.1034, -0.0339, -0.0982, 0.1108, 0.3905, 149, 191
2.0150, 0.3204, -0.0946, 0.1140, 0.4597, -0.0209, 0.8800, 495801, 0.0443, -0.3127, -0.1034, -0.0338, -0.0980, 0.1109, 0.3905, 149, 191
2.0460, 0.0508, 0.2924, -0.1895, 0.4595, -0.0185, 0.8795, 495841, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, 0.3856, 143, 196
2.0620, 0.0508, 0.2924, -0.1895, 0.4595, -0.0185, 0.8795, 495841, 0.0444, -0.3127, -0.1034, -0.0339, -0.0980, 0.1109, 0.3856, 143, 196
2.0780, 0.0508, 0.2924, -0.1895, 0.4595, -0.0185, 0.8795, 495841, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, 0.3856, 143, 196
2.1090, -0.5986, 0.1860, -0.2088, 0.4606, -0.0171, 0.8789, 495881, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1107, 0.3780, 151, 190
2.1250, 0.1250, -0.0097, 0.0030, 0.4601, -0.0166, 0.8784, 495901, 0.0443, -0.3127, -0.1034, -0.0338, -0.0980, 0.1109, 0.3732, 141, 198
2.1400, 0.1250, -0.0097, 0.0030, 0.4601, -0.0166, 0.8784, 495901, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1107, 0.3732, 141, 198
2.1560, 0.0785, 0.1158, -0.1140, 0.4571, -0.0176, 0.8777, 495941, 0.0444, -0.3127, -0.1034, -0.0339, -0.0980, 0.1109, 0.3617, 142, 196
2.1870, -0.3505, 0.2217, -0.2024, 0.4499, -0.0169, 0.8776, 495981, 0.0443, -0.3127, -0.1034, -0.0339, -0.0980, 0.1108, 0.3476, 137, 200
2.2030, -0.3505, 0.2217, -0.2024, 0.4499, -0.0169, 0.8776, 495981, 0.0443, -0.3127, -0.1034, -0.0339, -0.0980, 0.1108, 0.3476, 137, 200
2.2180, -0.2185, -0.0511, -0.1011, 0.4449, -0.0173, 0.8769, 496001, 0.0444, -0.3127, -0.1034, -0.0338, -0.0980, 0.1109, 0.3397, 142, 196
2.2500, 0.0298, 0.0067, -0.1158, 0.4316, -0.0171, 0.8762, 496041, 0.0443, -0.3127, -0.1034, -0.0339, -0.0982, 0.1108, 0.3220, 138, 197
2.2650, 0.0298, 0.0067, -0.1158, 0.4316, -0.0171, 0.8762, 496041, 0.0444, -0.3127, -0.1034, -0.0339, -0.0980, 0.1109, 0.3220, 138, 197
2.2810, -0.0153, -0.2080, -0.0629, 0.4222, -0.0143, 0.8762, 496081, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, 0.3021, 143, 193
2.2960, -0.0153, -0.2080, -0.0629, 0.4222, -0.0143, 0.8762, 496081, 0.0443, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, 0.3021, 143, 193
2.3280, 0.2301, -0.4954, -0.0648, 0.4133, -0.0154, 0.8755, 496101, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, 0.2913, 139, 196
2.3430, -0.3172, -0.1089, -0.2387, 0.3922, -0.0166, 0.8749, 496141, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1108, 0.2682, 134, 197
2.3590, -0.3172, -0.1089, -0.2387, 0.3922, -0.0166, 0.8749, 496141, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, 0.2682, 134, 197
2.3740, -0.0564, -0.6252, 0.1333, 0.3796, -0.0157, 0.8742, 496161, 0.0444, -0.3127, -0.1034, -0.0339, -0.0979, 0.1107, 0.2560, 145, 188
2.4060, 0.1148, -0.3776, 0.0339, 0.3566, -0.0168, 0.8737, 496201, 0.0443, -0.3127, -0.1035, -0.0340, -0.0981, 0.1108, 0.2302, 132, 197
2.4210, 0.1148, -0.3776, 0.0339, 0.3566, -0.0168, 0.8737, 496201, 0.0443, -0.3126, -0.1034, -0.0338, -0.0982, 0.1108, 0.2302, 132, 197
2.4370, -0.0669, -0.1395, -0.1261, 0.3349, -0.0147, 0.8735, 496241, 0.0444, -0.3127, -0.1034, -0.0338, -0.0979, 0.1107, 0.2027, 141, 189
2.4680, 0.2107, -0.6564, 0.1508, 0.3255, -0.0152, 0.8732, 496261, 0.0443, -0.3127, -0.1034, -0.0339, -0.0982, 0.1107, 0.1885, 139, 189
2.4840, 0.2107, -0.6564, 0.1508, 0.3255, -0.0152, 0.8732, 496261, 0.0444, -0.3127, -0.1034, -0.0338, -0.0979, 0.1108, 0.1885, 139, 189
2.4990, 0.1511, -0.7365, -0.0271, 0.2960, -0.0133, 0.8723, 496301, 0.0443, -0.3127, -0.1034, -0.0338, -0.0980, 0.1108, 0.1590, 140, 187
2.5150, 0.1511, -0.7365, -0.0271, 0.2960, -0.0133, 0.8723, 496301, 0.0443, -0.3127, -0.1034, -0.0339, -0.0982, 0.1108, 0.1590, 140, 187
2.5460, -0.0296, -0.8636, 0.1435, 0.2831, -0.0134, 0.8725, 496321, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1109, 0.1438, 142, 185
2.5620, -0.0153, -1.1759, 0.1279, 0.2505, -0.0168, 0.8713, 496361, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1107, 0.1127, 144, 181
2.5780, -0.0153, -1.1759, 0.1279, 0.2505, -0.0168, 0.8713, 496361, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1108, 0.1127, 144, 181
2.6090, -0.3112, -0.8203, -0.1755, 0.2101, -0.0168, 0.8706, 496401, 0.0443, -0.3127, -0.1034, -0.0339, -0.0980, 0.1108, 0.0808, 134, 188
2.6240, 0.2083, -1.4218, 0.1629, 0.1897, -0.0150, 0.8707, 496421, 0.0443, -0.3127, -0.1034, -0.0339, -0.0983, 0.1107, 0.0647, 142, 181
2.6400, 0.2083, -1.4218, 0.1629, 0.1897, -0.0150, 0.8707, 496421, 0.0444, -0.3127, -0.1034, -0.0338, -0.0980, 0.1108, 0.0647, 142, 181
2.6560, 0.4290, -1.1920, 0.0594, 0.1492, -0.0147, 0.8702, 496461, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, 0.0320, 146, 176
2.6870, 0.3586, -1.4146, -0.0371, 0.1248, -0.0147, 0.8702, 496481, 0.0444, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, 0.0156, 162, 161
2.7020, 0.3586, -1.4146, -0.0371, 0.1248, -0.0147, 0.8702, 496481, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1109, 0.0156, 162, 161
2.7180, 0.1121, -1.0445, 0.1890, 0.0833, -0.0154, 0.8693, 496521, 0.0443, -0.3127, -0.1034, -0.0339, -0.0983, 0.1108, -0.0173, 146, 175
2.7490, -0.1653, -0.4370, -0.1212, 0.0654, -0.0155, 0.8692, 496541, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1109, -0.0337, 151, 171
2.7650, -0.1653, -0.4370, -0.1212, 0.0654, -0.0155, 0.8692, 496541, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, -0.0337, 151, 171
2.7810, 0.4400, -1.1945, -0.0005, 0.0457, -0.0148, 0.8685, 496561, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1109, -0.0500, 152, 169
2.7960, 0.4400, -1.1945, -0.0005, 0.0457, -0.0148, 0.8685, 496561, 0.0444, -0.3126, -0.1033, -0.0338, -0.0979, 0.1107, -0.0500, 152, 169
2.8270, -0.4620, -0.4330, -0.3016, 0.0035, -0.0169, 0.8676, 496601, 0.0443, -0.3127, -0.1034, -0.0339, -0.0982, 0.1109, -0.0825, 145, 175
2.8430, 0.1158, -1.3399, 0.0495, -0.0374, -0.0168, 0.8674, 496641, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1108, -0.1143, 166, 156
2.8590, 0.1158, -1.3399, 0.0495, -0.0374, -0.0168, 0.8674, 496641, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, -0.1143, 166, 156
2.8900, -0.1516, -0.7674, -0.2492, -0.0576, -0.0187, 0.8669, 496661, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1107, -0.1299, 156, 166
2.9060, -0.1013, -0.7440, -0.1236, -0.0948, -0.0199, 0.8664, 496701, 0.0443, -0.3126, -0.1034, -0.0338, -0.0982, 0.1108, -0.1605, 162, 160
2.9210, -0.1013, -0.7440, -0.1236, -0.0948, -0.0199, 0.8664, 496701, 0.0443, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, -0.1605, 162, 160
