time (s), gyro_x (rad/s), gyro_y (rad/s), gyro_z (rad/s), imu_pitch (rad), imu_roll (rad), imu_yaw (rad), counter, x (m), y (m), z (m), yaw (rad), pitch (rad), roll (rad), angle_pitch_desired (rad), mu1, mu2
3.7020, -0.3112, 1.7637, 0.1242, -0.0176, -0.0033, 0.9702, 835060, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1107, 0.1446, 173, 148
3.7340, -0.3112, 1.7637, 0.1242, -0.0176, -0.0033, 0.9702, 835060, 0.0443, -0.3127, -0.1035, -0.0339, -0.0979, 0.1108, 0.1446, 173, 148
3.7490, 0.0589, 2.3164, -0.1048, 0.0621, -0.0044, 0.9715, 835100, 0.0443, -0.3128, -0.1035, -0.0339, -0.0981, 0.1108, 0.2308, 170, 151
3.7650, 0.0589, 2.3164, -0.1048, 0.0621, -0.0044, 0.9715, 835100, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1108, 0.2308, 170, 151
3.7810, -0.0997, 1.7893, 0.2424, 0.1543, -0.0047, 0.9732, 835140, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, 0.3026, 169, 154
3.8120, 0.0761, 2.1137, 0.0043, 0.1969, -0.0045, 0.9741, 835160, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, 0.3315, 163, 162
3.8270, 0.0761, 2.1137, 0.0043, 0.1969, -0.0045, 0.9741, 835160, 0.0443, -0.3127, -0.1035, -0.0339, -0.0980, 0.1109, 0.3315, 163, 162
3.8430, 0.1658, 1.0405, 0.2540, 0.2616, -0.0049, 0.9758, 835200, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, 0.3735, 169, 159
3.8740, -0.0521, 1.6586, -0.1059, 0.2925, -0.0045, 0.9770, 835220, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, 0.3857, 159, 171
3.8900, -0.0521, 1.6586, -0.1059, 0.2925, -0.0045, 0.9770, 835220, 0.0444, -0.3127, -0.1035, -0.0339, -0.0979, 0.1108, 0.3857, 159, 171
3.9060, 0.3545, 0.6682, 0.1234, 0.3454, -0.0044, 0.9772, 835260, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1107, 0.3919, 160, 173
3.9210, 0.3545, 0.6682, 0.1234, 0.3454, -0.0044, 0.9772, 835260, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1109, 0.3919, 160, 173
3.9520, -0.4169, 0.8784, -0.3182, 0.3707, -0.0052, 0.9772, 835300, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1107, 0.3735, 151, 182
3.9680, 0.2274, -0.2301, 0.3013, 0.3754, -0.0049, 0.9776, 835320, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1108, 0.3553, 164, 171
3.9840, 0.2274, -0.2301, 0.3013, 0.3754, -0.0049, 0.9776, 835320, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, 0.3553, 164, 171
4.0150, -0.4155, 0.3126, -0.3551, 0.3688, -0.0031, 0.9781, 835360, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, 0.3026, 147, 186
4.0310, 0.1545, -1.0894, 0.2217, 0.3555, -0.0019, 0.9788, 835380, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1107, 0.2688, 164, 170
4.0460, 0.1545, -1.0894, 0.2217, 0.3555, -0.0019, 0.9788, 835380, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, 0.2688, 164, 170
4.0620, -0.2927, -1.4299, -0.1769, 0.2995, -0.0007, 0.9788, 835420, 0.0443, -0.3128, -0.1035, -0.0339, -0.0982, 0.1108, 0.1892, 162, 168
4.0930, 0.2661, -1.9057, -0.0564, 0.2236, 0.0000, 0.9790, 835460, 0.0444, -0.3127, -0.1035, -0.0339, -0.0981, 0.1107, 0.0976, 170, 156
4.1090, 0.2661, -1.9057, -0.0564, 0.2236, 0.0000, 0.9790, 835460, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, 0.0976, 170, 156
4.1240, 0.2661, -1.9057, -0.0564, 0.2236, 0.0000, 0.9790, 835460, 0.0444, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, 0.0976, 170, 156
4.1560, 0.1091, -2.4314, -0.0121, 0.0970, 0.0002, 0.9783, 835520, 0.0444, -0.3127, -0.1035, -0.0339, -0.0979, 0.1109, -0.0493, 167, 155
4.1710, 0.1091, -2.4314, -0.0121, 0.0970, 0.0002, 0.9783, 835520, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, -0.0493, 167, 155
4.1870, -0.1645, -1.7379, -0.1868, 0.0518, 0.0010, 0.9779, 835540, 0.0444, -0.3126, -0.1035, -0.0338, -0.0981, 0.1108, -0.0976, 162, 160
4.2020, -0.1645, -1.7379, -0.1868, 0.0518, 0.0010, 0.9779, 835540, 0.0443, -0.3127, -0.1035, -0.0339, -0.0980, 0.1109, -0.0976, 162, 160
4.2340, 0.2269, -2.6687, 0.1720, -0.0415, 0.0010, 0.9774, 835580, 0.0444, -0.3128, -0.1035, -0.0340, -0.0981, 0.1108, -0.1892, 166, 156
4.2490, -0.1212, -1.4302, -0.3586, -0.1288, 0.0005, 0.9767, 835620, 0.0443, -0.3127, -0.1035, -0.0338, -0.0980, 0.1109, -0.2688, 150, 172
4.2650, -0.1212, -1.4302, -0.3586, -0.1288, 0.0005, 0.9767, 835620, 0.0443, -0.3128, -0.1035, -0.0339, -0.0980, 0.1108, -0.2688, 150, 172
4.2800, -0.0486, -1.8583, 0.1812, -0.1684, 0.0010, 0.9763, 835640, 0.0444, -0.3127, -0.1034, -0.0339, -0.0980, 0.1109, -0.3026, 162, 162
4.3120, -0.0769, -1.2291, -0.2285, -0.2452, -0.0002, 0.9765, 835680, 0.0443, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, -0.3553, 157, 170
4.3270, -0.0769, -1.2291, -0.2285, -0.2452, -0.0002, 0.9765, 835680, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, -0.3553, 157, 170
4.3430, 0.1849, -1.8371, -0.0567, -0.2822, -0.0005, 0.9765, 835700, 0.0444, -0.3127, -0.1035, -0.0338, -0.0980, 0.1108, -0.3735, 170, 159
4.3740, -0.2312, -1.5729, 0.2228, -0.3386, -0.0017, 0.9774, 835740, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, -0.3919, 176, 156
4.3900, -0.2312, -1.5729, 0.2228, -0.3386, -0.0017, 0.9774, 835740, 0.0444, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, -0.3919, 176, 156
4.4050, 0.3091, -0.8676, -0.0180, -0.3552, -0.0024, 0.9777, 835760, 0.0443, -0.3127, -0.1035, -0.0338, -0.0980, 0.1109, -0.3919, 176, 157
4.4210, 0.3091, -0.8676, -0.0180, -0.3552, -0.0024, 0.9777, 835760, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, -0.3919, 176, 157
4.4520, -0.0081, -0.3336, -0.3204, -0.3662, -0.0026, 0.9777, 835780, 0.0444, -0.3127, -0.1034, -0.0338, -0.0981, 0.1107, -0.3857, 169, 165
4.4680, 0.1124, 0.2244, -0.0820, -0.3787, -0.0038, 0.9791, 835840, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, -0.3315, 176, 159
4.4840, 0.1124, 0.2244, -0.0820, -0.3787, -0.0038, 0.9791, 835840, 0.0444, -0.3127, -0.1035, -0.0339, -0.0981, 0.1109, -0.3315, 176, 159
4.5150, 0.2766, 0.7569, -0.1384, -0.3719, -0.0031, 0.9797, 835860, 0.0443, -0.3128, -0.1035, -0.0339, -0.0980, 0.1108, -0.3026, 174, 161
4.5300, -0.1976, 0.6424, 0.2419, -0.3571, -0.0040, 0.9807, 835880, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, -0.2688, 178, 155
4.5460, -0.1976, 0.6424, 0.2419, -0.3571, -0.0040, 0.9807, 835880, 0.0443, -0.3127, -0.1035, -0.0339, -0.0982, 0.1108, -0.2688, 178, 155
4.5620, -0.0529, 1.7288, -0.3005, -0.3087, -0.0058, 0.9823, 835920, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1106, -0.1892, 164, 166
4.5930, 0.3166, 1.6874, 0.0691, -0.2786, -0.0051, 0.9826, 835940, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1109, -0.1446, 168, 161
4.6080, 0.3166, 1.6874, 0.0691, -0.2786, -0.0051, 0.9826, 835940, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, -0.1446, 168, 161
4.6240, -0.0551, 2.6418, -0.0301, -0.2044, -0.0052, 0.9844, 835980, 0.0443, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, -0.0493, 155, 170
4.6550, -0.1097, 1.7710, 0.1336, -0.1176, -0.0042, 0.9861, 836020, 0.0443, -0.3127, -0.1035, -0.0339, -0.0982, 0.1109, 0.0493, 166, 157
4.6710, -0.1097, 1.7710, 0.1336, -0.1176, -0.0042, 0.9861, 836020, 0.0444, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, 0.0493, 166, 157
4.6870, -0.0430, 2.1078, 0.2024, -0.0752, -0.0049, 0.9873, 836040, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1107, 0.0976, 173, 149
4.7020, -0.0430, 2.1078, 0.2024, -0.0752, -0.0049, 0.9873, 836040, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, 0.0976, 173, 149
4.7330, -0.2126, 2.9069, -0.1586, 0.0241, -0.0051, 0.9887, 836080, 0.0443, -0.3127, -0.1035, -0.0338, -0.0979, 0.1108, 0.1892, 160, 162
4.7490, 0.4128, 1.7422, 0.3244, 0.0700, -0.0052, 0.9906, 836100, 0.0443, -0.3127, -0.1035, -0.0339, -0.0983, 0.1108, 0.2308, 160, 162
4.7650, 0.4128, 1.7422, 0.3244, 0.0700, -0.0052, 0.9906, 836100, 0.0444, -0.3127, -0.1034, -0.0339, -0.0979, 0.1108, 0.2308, 160, 162
4.7960, -0.2900, 2.3489, -0.2131, 0.1532, -0.0058, 0.9917, 836140, 0.0443, -0.3127, -0.1035, -0.0338, -0.0980, 0.1108, 0.3026, 158, 166
4.8120, 0.1040, 1.6414, 0.1567, 0.2327, -0.0044, 0.9934, 836180, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, 0.3553, 166, 161
4.8270, 0.1040, 1.6414, 0.1567, 0.2327, -0.0044, 0.9934, 836180, 0.0444, -0.3127, -0.1035, -0.0338, -0.0979, 0.1109, 0.3553, 166, 161
4.8430, -0.5064, 1.9425, -0.1027, 0.2709, -0.0061, 0.9938, 836200, 0.0443, -0.3127, -0.1035, -0.0339, -0.0982, 0.1107, 0.3735, 154, 174
4.8740, 0.3032, 0.8561, 0.1231, 0.3292, -0.0051, 0.9938, 836240, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1109, 0.3919, 163, 169
4.8900, 0.3032, 0.8561, 0.1231, 0.3292, -0.0051, 0.9938, 836240, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, 0.3919, 163, 169
4.9050, -0.4604, 1.3619, -0.0831, 0.3485, -0.0061, 0.9945, 836260, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1108, 0.3919, 156, 176
4.9210, -0.4604, 1.3619, -0.0831, 0.3485, -0.0061, 0.9945, 836260, 0.0443, -0.3127, -0.1035, -0.0337, -0.0980, 0.1109, 0.3919, 156, 176
4.9520, 0.2717, 0.2940, 0.1677, 0.3786, -0.0054, 0.9954, 836300, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, 0.3735, 160, 175
4.9680, -0.5384, 0.5497, -0.0468, 0.3843, -0.0061, 0.9961, 836320, 0.0444, -0.3127, -0.1035, -0.0338, -0.0980, 0.1108, 0.3553, 149, 185
4.9830, -0.5384, 0.5497, -0.0468, 0.3843, -0.0061, 0.9961, 836320, 0.0443, -0.3128, -0.1035, -0.0338, -0.0982, 0.1107, 0.3553, 149, 185
5.0150, 0.3532, -0.9550, 0.1782, 0.3725, -0.0035, 0.9964, 836360, 0.0443, -0.3128, -0.1035, -0.0339, -0.0981, 0.1108, 0.3026, 162, 173
5.0300, 0.3690, -1.0660, -0.0231, 0.3407, -0.0016, 0.9969, 836400, 0.0444, -0.3127, -0.1035, -0.0338, -0.0980, 0.1108, 0.2308, 155, 177
5.0460, 0.3690, -1.0660, -0.0231, 0.3407, -0.0016, 0.9969, 836400, 0.0443, -0.3128, -0.1035, -0.0338, -0.0983, 0.1107, 0.2308, 155, 177
5.0620, 0.6994, -1.7879, 0.2696, 0.3143, 0.0002, 0.9983, 836420, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1109, 0.1892, 159, 172
5.0930, 0.0196, -2.0169, -0.0398, 0.2450, -0.0026, 0.9980, 836460, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, 0.0976, 158, 169
5.1080, 0.0196, -2.0169, -0.0398, 0.2450, -0.0026, 0.9980, 836460, 0.0443, -0.3128, -0.1035, -0.0338, -0.0981, 0.1108, 0.0976, 158, 169
5.1240, 0.5214, -2.5631, 0.1411, 0.2042, -0.0007, 0.9980, 836480, 0.0444, -0.3127, -0.1035, -0.0339, -0.0981, 0.1109, 0.0493, 165, 161
5.1550, -0.4249, -2.1782, -0.0043, 0.1161, -0.0012, 0.9969, 836520, 0.0443, -0.3128, -0.1035, -0.0339, -0.0981, 0.1107, -0.0493, 155, 168
5.1710, -0.4249, -2.1782, -0.0043, 0.1161, -0.0012, 0.9969, 836520, 0.0444, -0.3127, -0.1035, -0.0339, -0.0981, 0.1109, -0.0493, 155, 168
5.1870, 0.6268, -2.9657, 0.1500, 0.0679, 0.0007, 0.9971, 836540, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1107, -0.0976, 172, 150
5.2020, 0.6268, -2.9657, 0.1500, 0.0679, 0.0007, 0.9971, 836540, 0.0443, -0.3128, -0.1035, -0.0339, -0.0980, 0.1109, -0.0976, 172, 150
5.2330, -0.0941, -2.6967, -0.1161, 0.0192, 0.0019, 0.9973, 836560, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1109, -0.1446, 168, 154
5.2490, 0.1828, -2.7838, -0.0043, -0.0820, 0.0017, 0.9962, 836600, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.2308, 158, 164
5.2650, 0.1828, -2.7838, -0.0043, -0.0820, 0.0017, 0.9962, 836600, 0.0443, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, -0.2308, 158, 164
5.2960, 0.0105, -1.3721, -0.1476, -0.1653, 0.0009, 0.9961, 836640, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, -0.3026, 159, 165
5.3110, -0.0935, -1.8941, -0.1881, -0.2044, 0.0014, 0.9957, 836660, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1109, -0.3315, 164, 161
5.3270, -0.0935, -1.8941, -0.1881, -0.2044, 0.0014, 0.9957, 836660, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, -0.3315, 164, 161
5.3430, 0.2860, -2.2400, -0.0874, -0.2834, 0.0003, 0.9964, 836700, 0.0443, -0.3127, -0.1035, -0.0338, -0.0980, 0.1109, -0.3735, 182, 145
5.3740, 0.1387, -1.2568, 0.1363, -0.3456, 0.0010, 0.9961, 836740, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1107, -0.3919, 178, 154
5.3900, 0.1387, -1.2568, 0.1363, -0.3456, 0.0010, 0.9961, 836740, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1108, -0.3919, 178, 154
5.4050, -0.3233, -0.8504, 0.1156, -0.3653, 0.0005, 0.9962, 836760, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1107, -0.3919, 176, 158
5.4360, 0.1554, -0.2527, -0.2489, -0.3850, 0.0007, 0.9959, 836800, 0.0443, -0.3127, -0.1035, -0.0339, -0.0982, 0.1108, -0.3735, 172, 164
5.4520, 0.1554, -0.2527, -0.2489, -0.3850, 0.0007, 0.9959, 836800, 0.0444, -0.3127, -0.1035, -0.0338, -0.0979, 0.1108, -0.3735, 172, 164
5.4680, -0.0688, -0.3486, 0.0331, -0.3915, 0.0000, 0.9962, 836820, 0.0443, -0.3128, -0.1035, -0.0339, -0.0981, 0.1108, -0.3553, 179, 157
5.4830, -0.0688, -0.3486, 0.0331, -0.3915, 0.0000, 0.9962, 836820, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.3553, 179, 157
5.5150, -0.0277, 0.6112, -0.2478, -0.3918, -0.0009, 0.9973, 836860, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1109, -0.3026, 181, 155
5.5300, 0.1481, 1.9468, -0.0145, -0.3473, -0.0014, 0.9983, 836900, 0.0443, -0.3128, -0.1035, -0.0338, -0.0982, 0.1108, -0.2308, 163, 170
5.5460, 0.1481, 1.9468, -0.0145, -0.3473, -0.0014, 0.9983, 836900, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1109, -0.2308, 163, 170
5.5610, -0.4540, 1.6046, 0.2441, -0.3098, -0.0024, 0.9990, 836920, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1108, -0.1892, 162, 169
5.5930, 0.0559, 1.9124, -0.2521, -0.2368, -0.0021, 1.0009, 836960, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.0976, 162, 165
5.6080, 0.0559, 1.9124, -0.2521, -0.2368, -0.0021, 1.0009, 836960, 0.0444, -0.3127, -0.1035, -0.0338, -0.0980, 0.1108, -0.0976, 162, 165
5.6240, -0.0234, 1.9594, 0.2371, -0.1979, -0.0033, 1.0018, 836980, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1108, -0.0493, 158, 167
5.6550, -0.2317, 2.8093, -0.0516, -0.1108, -0.0045, 1.0039, 837020, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1109, 0.0493, 157, 165
5.6710, -0.2317, 2.8093, -0.0516, -0.1108, -0.0045, 1.0039, 837020, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1107, 0.0493, 157, 165
5.6860, 0.4034, 2.1443, -0.0366, -0.0634, -0.0031, 1.0046, 837040, 0.0444, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, 0.0976, 159, 163
5.7020, 0.4034, 2.1443, -0.0366, -0.0634, -0.0031, 1.0046, 837040, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, 0.0976, 159, 163
5.7330, -0.1177, 2.2742, 0.1914, 0.0227, -0.0047, 1.0065, 837080, 0.0443, -0.3128, -0.1035, -0.0339, -0.0981, 0.1108, 0.1892, 170, 151
5.7490, 0.1521, 2.7706, -0.1812, 0.1215, -0.0047, 1.0081, 837120, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1109, 0.2688, 146, 176
5.7640, 0.1521, 2.7706, -0.1812, 0.1215, -0.0047, 1.0081, 837120, 0.0444, -0.3127, -0.1035, -0.0338, -0.0980, 0.1108, 0.2688, 146, 176
5.7960, 0.0645, 2.0984, 0.1398, 0.1677, -0.0054, 1.0088, 837140, 0.0443, -0.3128, -0.1035, -0.0339, -0.0981, 0.1109, 0.3026, 159, 165
5.8110, 0.1043, 1.4721, -0.1750, 0.2313, -0.0047, 1.0098, 837180, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, 0.3553, 169, 157
5.8270, 0.1043, 1.4721, -0.1750, 0.2313, -0.0047, 1.0098, 837180, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, 0.3553, 169, 157
5.8430, 0.1043, 1.4721, -0.1750, 0.2313, -0.0047, 1.0098, 837180, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, 0.3553, 169, 157
5.8740, 0.1572, 1.2326, 0.3677, 0.2897, -0.0042, 1.0112, 837220, 0.0444, -0.3127, -0.1034, -0.0339, -0.0980, 0.1108, 0.3857, 162, 167
5.8890, -0.0435, 1.5189, 0.1102, 0.3227, -0.0037, 1.0119, 837240, 0.0444, -0.3127, -0.1035, -0.0339, -0.0981, 0.1109, 0.3919, 161, 170
5.9050, -0.0435, 1.5189, 0.1102, 0.3227, -0.0037, 1.0119, 837240, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, 0.3919, 161, 170
5.9360, 0.1959, 0.6924, -0.0277, 0.3683, -0.0044, 1.0118, 837280, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1108, 0.3857, 151, 182
5.9520, 0.0796, -0.3035, 0.2285, 0.3733, -0.0042, 1.0126, 837300, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1107, 0.3735, 173, 162
5.9680, 0.0796, -0.3035, 0.2285, 0.3733, -0.0042, 1.0126, 837300, 0.0443, -0.3127, -0.1035, -0.0338, -0.0980, 0.1109, 0.3735, 173, 162
5.9830, -0.1744, 0.1207, -0.2607, 0.3690, -0.0047, 1.0126, 837340, 0.0443, -0.3127, -0.1035, -0.0339, -0.0979, 0.1107, 0.3315, 155, 179
6.0140, 0.0398, -0.7574, 0.3129, 0.3627, -0.0044, 1.0133, 837360, 0.0443, -0.3127, -0.1034, -0.0338, -0.0982, 0.1108, 0.3026, 165, 169
6.0300, 0.0398, -0.7574, 0.3129, 0.3627, -0.0044, 1.0133, 837360, 0.0443, -0.3128, -0.1035, -0.0339, -0.0981, 0.1109, 0.3026, 165, 169
6.0460, -0.0339, -0.8824, -0.1777, 0.3358, -0.0033, 1.0137, 837400, 0.0443, -0.3127, -0.1034, -0.0339, -0.0981, 0.1107, 0.2308, 157, 175
6.0770, -0.1438, -1.6777, -0.1693, 0.2759, -0.0016, 1.0142, 837440, 0.0443, -0.3127, -0.1035, -0.0340, -0.0981, 0.1108, 0.1446, 174, 155
6.0930, -0.1438, -1.6777, -0.1693, 0.2759, -0.0016, 1.0142, 837440, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, 0.1446, 174, 155
6.1080, 0.2830, -2.3559, -0.1529, 0.2382, -0.0021, 1.0137, 837460, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1109, 0.0976, 170, 157
6.1240, 0.2830, -2.3559, -0.1529, 0.2382, -0.0021, 1.0137, 837460, 0.0444, -0.3127, -0.1035, -0.0339, -0.0979, 0.1109, 0.0976, 170, 157
6.1550, -0.0083, -2.2696, 0.0231, 0.1471, -0.0010, 1.0135, 837500, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, -0.0000, 180, 142
6.1710, 0.4349, -1.8823, -0.2250, 0.1042, 0.0000, 1.0132, 837520, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.0493, 145, 176
6.1860, 0.4349, -1.8823, -0.2250, 0.1042, 0.0000, 1.0132, 837520, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.0493, 145, 176
6.2020, 0.0312, -2.3319, 0.2032, 0.0302, 0.0000, 1.0132, 837560, 0.0443, -0.3128, -0.1035, -0.0338, -0.0981, 0.1109, -0.1446, 151, 170
6.2330, 0.5811, -2.8636, -0.2742, -0.0642, -0.0003, 1.0125, 837600, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1108, -0.2308, 152, 169
6.2490, 0.5811, -2.8636, -0.2742, -0.0642, -0.0003, 1.0125, 837600, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.2308, 152, 169
6.2640, -0.2868, -2.2879, -0.0607, -0.1171, 0.0005, 1.0121, 837620, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.2688, 175, 147
6.2960, 0.4454, -2.0559, 0.0449, -0.2039, 0.0010, 1.0123, 837660, 0.0443, -0.3127, -0.1034, -0.0338, -0.0980, 0.1108, -0.3315, 163, 163
6.3110, 0.4454, -2.0559, 0.0449, -0.2039, 0.0010, 1.0123, 837660, 0.0444, -0.3128, -0.1035, -0.0339, -0.0981, 0.1108, -0.3315, 163, 163
6.3270, -0.0997, -0.9681, -0.3599, -0.2368, 0.0012, 1.0112, 837680, 0.0443, -0.3127, -0.1035, -0.0339, -0.0981, 0.1107, -0.3553, 153, 173
6.3420, -0.0997, -0.9681, -0.3599, -0.2368, 0.0012, 1.0112, 837680, 0.0444, -0.3127, -0.1035, -0.0338, -0.0979, 0.1109, -0.3553, 153, 173
6.3740, 0.2180, -2.3164, 0.2626, -0.3035, 0.0014, 1.0111, 837720, 0.0444, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, -0.3857, 181, 148
6.3890, 0.1086, -1.0730, -0.0951, -0.3601, 0.0000, 1.0104, 837760, 0.0443, -0.3127, -0.1034, -0.0338, -0.0980, 0.1107, -0.3919, 181, 152
6.4050, 0.1086, -1.0730, -0.0951, -0.3601, 0.0000, 1.0104, 837760, 0.0443, -0.3128, -0.1035, -0.0339, -0.0981, 0.1108, -0.3919, 181, 152
6.4360, 0.1951, -0.5400, -0.2381, -0.3763, 0.0014, 1.0104, 837780, 0.0443, -0.3127, -0.1034, -0.0338, -0.0981, 0.1107, -0.3857, 175, 160
6.4520, 0.0395, -0.3131, 0.2548, -0.3871, 0.0009, 1.0116, 837820, 0.0443, -0.3127, -0.1035, -0.0338, -0.0980, 0.1109, -0.3553, 184, 151
6.4670, 0.0395, -0.3131, 0.2548, -0.3871, 0.0009, 1.0116, 837820, 0.0443, -0.3128, -0.1035, -0.0338, -0.0981, 0.1108, -0.3553, 184, 151
6.4830, -0.3876, 0.5577, -0.1164, -0.3850, 0.0007, 1.0119, 837840, 0.0444, -0.3127, -0.1034, -0.0339, -0.0979, 0.1109, -0.3315, 177, 159
6.5140, 0.0022, 0.8746, 0.0535, -0.3662, 0.0014, 1.0121, 837880, 0.0443, -0.3128, -0.1035, -0.0339, -0.0980, 0.1108, -0.2688, 175, 159
6.5300, 0.0022, 0.8746, 0.0535, -0.3662, 0.0014, 1.0121, 837880, 0.0444, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.2688, 175, 159
6.5460, -0.3443, 0.8811, 0.2244, -0.3473, 0.0005, 1.0130, 837900, 0.0444, -0.3127, -0.1035, -0.0338, -0.0979, 0.1108, -0.2308, 179, 153
6.5770, 0.1177, 1.5648, -0.0129, -0.3236, 0.0000, 1.0137, 837920, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1108, -0.1892, 178, 152
6.5920, 0.1177, 1.5648, -0.0129, -0.3236, 0.0000, 1.0137, 837920, 0.0443, -0.3127, -0.1034, -0.0338, -0.0980, 0.1108, -0.1892, 178, 152
6.6080, 0.2551, 2.0169, 0.2341, -0.2468, -0.0009, 1.0146, 837960, 0.0443, -0.3127, -0.1035, -0.0338, -0.0981, 0.1108, -0.0976, 161, 166
6.6240, 0.2551, 2.0169, 0.2341, -0.2468, -0.0009, 1.0146, 837960, 0.0444, -0.3127, -0.1034, -0.0339, -0.0981, 0.1107, -0.0976, 161, 166
6.6550, -0.0788, 1.8205, 0.0890, -0.2035, -0.0005, 1.0161, 837980, 0.0444, -0.3127, -0.1035, -0.0339, -0.0980, 0.1109, -0.0493, 168, 157
6.6710, 0.0919, 1.9479, 0.1441, -0.0752, -0.0024, 1.0191, 838040, 0.0443, -0.3127, -0.1035, -0.0338, -0.0982, 0.1107, 0.0976, 162, 160
