time (s),theta (rad),
0,-0
0.001,-0
0.002,-0
0.003,-0
0.004,-0
0.005,-0
0.006,-0
0.007,-0
0.008,-0
0.009,-0
59.991,0.30025
59.992,0.30047
59.993,0.30051
59.994,0.30056
59.995,0.3005
59.996,0.30033
59.997,0.3002
59.998,0.30018
59.999,0.3003
60,0.30031
