time (s),theta (rad),
0,-0.0025876
0.001,-0.0025891
0.002,-0.0025871
0.003,-0.0025892
0.004,-0.0025889
0.005,-0.0025892
0.006,-0.0025891
0.007,-0.0025907
0.008,-0.0025902
0.009,-0.0025872
28.223,-0.2032
28.224,-0.20327
28.225,-0.2018
28.226,-0.20206
28.227,-0.20192
28.228,-0.20197
28.229,-0.20188
28.23,-0.202
28.231,-0.20186
28.232,-0.20184
