Position (mm), F_D hotwire [N], C_D hotwire, Re hotwire, F_D pitot [N], C_D pitot, Re pitot
104.8, 1.2172185495344996, 0.6241143470869772, 29238.325148271888, 1.0823934202589993, 0.5549843641756289, 29364.55807925556
161.9, 1.2352921649212507, 0.6381709332232004, 29128.399820812418, 1.0996493152140003, 0.5680957506543474, 29406.837051355356
238.1, 1.4287016412164997, 0.7389470415817867, 29111.488231972493, 1.1631972233129997, 0.6016239655267804, 29567.497145334586
66.7, 1.2178131769514997, 0.6322836422332997, 29055.92158292705, 1.0721352328274993, 0.5566482468811517, 29509.514555026297
