0,0,0,0,0,0,0,0,0,0
0.02,0.5,0.5,-1,8.08100274569298e-06,8.08100274582141e-06,-0.000780787365155748,-0.000156266276210924,-0.01767674871701,0.0176795110686312
0.04,0.5,0.5,-1,0.000116302524510655,0.000116302425094362,-0.00305809838327461,-0.00106801212903733,-0.0461997299751861,0.046248833611222
0.06,0.5,0.5,-1,0.000465587030173811,0.000465583945537914,-0.00670187973450876,-0.00225564923229443,-0.0671676642495583,0.0673143598604624
0.08,0.5,0.5,-1,0.00116154943079642,0.00116151610867524,-0.0115869357571487,-0.00363220005001721,-0.0853401864012745,0.0856289361368543
0.1,0.5,0.5,-1,0.00228899295218744,0.00228882574630187,-0.0175946421048621,-0.00495119370118411,-0.0998760420462271,0.100313999054514
0.12,0.5,0.5,-1,0.003912065085312,0.00391150757669478,-0.0246146927248574,-0.00610493341145177,-0.111317116137864,0.111882285578688
0.14,0.5,0.5,-1,0.00607756306598096,0.00607612308722357,-0.0325456499851502,-0.00700531368767202,-0.119875139797611,0.120521364812502
0.16,0.5,0.5,-1,0.00881717802041925,0.00881405874443612,-0.0412950530703562,-0.0076109374656898,-0.125839142663232,0.126507954028251
0.18,0.5,0.5,-1,0.0121496706470389,0.012143728871308,-0.0507790961610144,-0.00790920834250388,-0.129469884045024,0.130101032748241
0.2,0.5,0.5,-1,0.0160827559215928,0.0160724948251939,-0.0609220630172641,-0.00791158926105204,-0.13102159757994,0.131561815423293
0.22,0.5,0.5,-1,0.0206147763792265,0.0205983729063113,-0.0716556134050049,-0.00764611424203095,-0.130734408497771,0.131143260161906
0.24,0.5,0.5,-1,0.0257361756848789,0.025711537822081,-0.082918004897443,-0.0071517048286164,-0.12883501592282,0.12908785018398
0.26,0.5,0.5,-1,0.0314308000794994,0.0313956460579187,-0.0946533070187464,-0.00647323051280609,-0.125536049549372,0.125624422659049
0.28,0.5,0.5,-1,0.0376770486478972,0.0376289987509931,-0.106810647694874,-0.00565760162958839,-0.121036146142483,0.120966324255858
0.3,0.5,0.5,-1,0.0444488911192118,0.0443855628729792,-0.119343517673087,-0.00475076522530781,-0.115520061356642,0.115310267781394
