time (s), accel_x (m/s^2), accel_y (m/s^2), accel_z (m/s^2), gyro_x (rad/s), gyro_y (rad/s), gyro_z (rad/s), x (m), y (m), z (m), yaw (rad), pitch (rad), roll (rad), mocap_counter, counter, desired x, desired y, desired z, desired yaw,planner x,planner y,planner z,1,2,3
0,0,0,0,0,0,0,0.0451,-0.0026,-0.0843,0,0.0011,0.0014,188,46042,-0.0016,0,0.001,0,0,0,0,1.0601,0.0135,-0.6586
0.021,0,0,0,0,0,0,0.0449,-0.0024,-0.0841,0,0.001,0.0015,189,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
0.041,0,0,0,0,0,0,0.0449,-0.0024,-0.0843,0.0003,0.0009,0.0014,190,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0137,-0.6587
0.061,0,0,0,0,0,0,0.045,-0.0025,-0.0842,0,0.0014,0.0017,191,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.081,0,0,0,0,0,0,0.045,-0.0026,-0.0842,0.0002,0.0011,0.001,192,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0135,-0.6586
0.101,0,0,0,0,0,0,0.0449,-0.0025,-0.0843,0.0001,0.001,0.0015,193,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.121,0,0,0,0,0,0,0.0451,-0.0025,-0.0842,-0.0001,0.0008,0.0012,194,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0137,-0.6586
0.141,0,0,0,0,0,0,0.0452,-0.0027,-0.0843,-0.0001,0.0006,0.0012,195,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
0.161,0,0,0,0,0,0,0.0451,-0.0026,-0.0842,-0.0002,0.0009,0.0012,196,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.181,0,0,0,0,0,0,0.0452,-0.0026,-0.0842,-0.0001,0.0009,0.0013,197,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.201,0,0,0,0,0,0,0.0449,-0.0024,-0.0843,0.0003,0.0008,0.001,198,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.221,0,0,0,0,0,0,0.045,-0.0025,-0.0842,-0.0001,0.0013,0.0016,199,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.241,0,0,0,0,0,0,0.045,-0.0026,-0.0842,0,0.0009,0.0011,200,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.261,0,0,0,0,0,0,0.045,-0.0025,-0.0843,0.0001,0.001,0.0012,201,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0137,-0.6586
0.281,0,0,0,0,0,0,0.045,-0.0025,-0.0842,0,0.0012,0.0015,202,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.301,0,0,0,0,0,0,0.045,-0.0026,-0.0842,0.0001,0.0007,0.0006,203,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0135,-0.6586
0.321,0,0,0,0,0,0,0.0452,-0.0026,-0.0842,0.0001,0.0009,0.0018,204,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0137,-0.6586
0.341,0,0,0,0,0,0,0.045,-0.0026,-0.0842,-0.0001,0.0008,0.0011,205,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0137,-0.6586
0.361,0,0,0,0,0,0,0.0449,-0.0025,-0.0843,0.0001,0.0012,0.0014,206,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.381,0,0,0,0,0,0,0.0449,-0.0024,-0.0841,0.0001,0.0012,0.0014,207,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.4,0,0,0,0,0,0,0.0449,-0.0025,-0.0842,0,0.0012,0.001,208,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.421,0,0,0,0,0,0,0.045,-0.0025,-0.0843,0.0003,0.0012,0.0011,209,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0137,-0.6587
0.441,0,0,0,0,0,0,0.0449,-0.0026,-0.0842,0,0.0013,0.0014,210,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.461,0,0,0,0,0,0,0.045,-0.0025,-0.0843,0.0001,0.0011,0.0011,211,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.481,0,0,0,0,0,0,0.045,-0.0025,-0.0841,0,0.001,0.0015,212,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0137,-0.6586
0.5,0,0,0,0,0,0,0.0451,-0.0026,-0.0843,-0.0001,0.0008,0.0014,213,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.521,0,0,0,0,0,0,0.0452,-0.0026,-0.0843,-0.0001,0.0009,0.0011,214,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.541,0,0,0,0,0,0,0.0452,-0.0026,-0.0842,0.0002,0.0007,0.001,215,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.561,0,0,0,0,0,0,0.0451,-0.0026,-0.0843,0,0.0012,0.0017,216,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6587
0.581,0,0,0,0,0,0,0.0449,-0.0025,-0.0842,0,0.0012,0.0014,217,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
0.6,0,0,0,0,0,0,0.0449,-0.0025,-0.0843,0.0001,0.001,0.0012,218,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.621,0,0,0,0,0,0,0.0449,-0.0025,-0.0842,0.0001,0.0009,0.0013,219,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.641,0,0,0,0,0,0,0.045,-0.0025,-0.0841,0.0001,0.0007,0.0011,220,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
0.661,0,0,0,0,0,0,0.045,-0.0025,-0.0842,0.0002,0.0006,0.0012,221,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.681,0,0,0,0,0,0,0.045,-0.0026,-0.0842,-0.0002,0.001,0.0011,222,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0137,-0.6586
0.701,0,0,0,0,0,0,0.0452,-0.0026,-0.0842,0,0.0005,0.0014,223,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.721,0,0,0,0,0,0,0.045,-0.0025,-0.0843,0.0001,0.0006,0.0012,224,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.741,0,0,0,0,0,0,0.0451,-0.0026,-0.0841,-0.0001,0.0009,0.0013,225,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
0.761,0,0,0,0,0,0,0.0449,-0.0025,-0.0842,0.0001,0.0008,0.0006,226,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.781,0,0,0,0,0,0,0.0449,-0.0024,-0.0843,0.0002,0.0009,0.0012,227,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0137,-0.6586
0.8,0,0,0,0,0,0,0.045,-0.0025,-0.0842,-0.0001,0.0009,0.0013,228,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6587
0.821,0,0,0,0,0,0,0.0449,-0.0024,-0.0843,-0.0001,0.001,0.0012,229,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0135,-0.6586
0.841,0,0,0,0,0,0,0.0452,-0.0024,-0.0846,-0.0002,0.0006,0.0011,230,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.861,0,0,0,0,0,0,0.0453,-0.0023,-0.085,-0.0002,-0.0001,0.0011,231,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
0.88,0,0,0,0,0,0,0.0452,-0.0022,-0.0854,0,-0.0001,0.0019,232,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.9,0,0,0,0,0,0,0.0453,-0.0023,-0.0858,0.0005,-0.001,0.0026,233,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
0.921,0,0,0,0,0,0,0.0453,-0.0022,-0.0868,0.0007,-0.0019,0.0042,234,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
0.941,0,0,0,0,0,0,0.0453,-0.0019,-0.088,0.0006,-0.0013,0.0086,235,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6587
0.961,0,0,0,0,0,0,0.045,-0.0017,-0.0895,0.0012,0.0021,0.0136,236,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
0.981,0,0,0,0,0,0,0.0449,-0.0013,-0.092,0.001,0.0043,0.0181,237,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
1,0,0,0,0,0,0,0.0447,-0.0011,-0.0948,0.0014,0.0047,0.0213,238,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0137,-0.6586
1.021,0,0,0,0,0,0,0.0445,-0.0009,-0.0982,0.0015,0.0064,0.0238,239,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.041,0,0,0,0,0,0,0.0442,-0.0007,-0.102,0.0018,0.0074,0.026,240,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.061,0,0,0,0,0,0,0.0439,-0.0003,-0.1059,0.0013,0.0088,0.0278,241,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6585
1.081,0,0,0,0,0,0,0.0434,0,-0.1104,0.0018,0.0101,0.0286,242,46042,-0.0013,0,0.0008,0,0,0,0,1.0601,0.0136,-0.6587
1.1,0,0,0,0,0,0,0.043,0.0004,-0.1151,0.0018,0.0118,0.0284,243,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
1.121,0,0,0,0,0,0,0.0425,0.0007,-0.12,0.0016,0.0128,0.0279,244,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0135,-0.6586
1.141,0,0,0,0,0,0,0.0418,0.0014,-0.1249,0.0018,0.0135,0.0292,245,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.161,0,0,0,0,0,0,0.0413,0.002,-0.13,0.0017,0.0128,0.0294,246,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0137,-0.6586
1.181,0,0,0,0,0,0,0.0405,0.0027,-0.1352,0.0015,0.0131,0.0295,247,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0135,-0.6586
1.2,0,0,0,0,0,0,0.0396,0.0037,-0.1406,0.0014,0.0132,0.0293,248,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
1.221,0,0,0,0,0,0,0.0386,0.0046,-0.146,0.0014,0.013,0.0281,249,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0137,-0.6588
1.241,0,0,0,0,0,0,0.0374,0.0056,-0.1514,0.0014,0.0134,0.0293,250,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6587
1.261,0,0,0,0,0,0,0.0361,0.0067,-0.1566,0.0013,0.013,0.0287,251,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.281,0,0,0,0,0,0,0.0347,0.0079,-0.1619,0.0011,0.0126,0.0285,252,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6587
1.3,0,0,0,0,0,0,0.0333,0.0091,-0.167,0.001,0.0119,0.0279,253,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.321,0,0,0,0,0,0,0.0318,0.0103,-0.172,0.0011,0.0107,0.0268,254,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
1.34,0,0,0,0,0,0,0.0302,0.0117,-0.1767,0.0008,0.0088,0.0254,255,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.36,0,0,0,0,0,0,0.0287,0.0132,-0.1812,0.0008,0.0074,0.0248,256,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0137,-0.6586
1.381,0,0,0,0,0,0,0.0271,0.0148,-0.1856,0.0007,0.0052,0.0237,257,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
1.4,0,0,0,0,0,0,0.0254,0.0164,-0.1896,0.0007,0.003,0.0221,258,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6585
1.421,0,0,0,0,0,0,0.0238,0.0181,-0.1932,0.0009,0.0004,0.0209,259,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
1.441,0,0,0,0,0,0,0.0221,0.0198,-0.1968,0.001,-0.0023,0.0193,260,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
1.461,0,0,0,0,0,0,0.0203,0.0216,-0.2001,0.0005,-0.0036,0.02,261,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.481,0,0,0,0,0,0,0.0185,0.0233,-0.203,0.0001,-0.0052,0.0192,262,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0135,-0.6586
1.5,0,0,0,0,0,0,0.0167,0.0255,-0.2058,0.0002,-0.0067,0.0187,263,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0137,-0.6587
1.521,0,0,0,0,0,0,0.0149,0.0273,-0.2084,-0.0002,-0.0083,0.0183,264,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0137,-0.6586
1.541,0,0,0,0,0,0,0.0132,0.0293,-0.2107,-0.0005,-0.01,0.0173,265,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.561,0,0,0,0,0,0,0.0115,0.0314,-0.213,-0.0007,-0.0118,0.0164,266,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.581,0,0,0,0,0,0,0.0098,0.0335,-0.215,-0.001,-0.0131,0.0165,267,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0137,-0.6586
1.6,0,0,0,0,0,0,0.0081,0.0355,-0.2172,-0.0009,-0.0146,0.0149,268,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
1.62,0,0,0,0,0,0,0.0064,0.0375,-0.2192,-0.0013,-0.0156,0.0129,269,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.641,0,0,0,0,0,0,0.0047,0.0397,-0.221,-0.0013,-0.0167,0.0115,270,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
1.661,0,0,0,0,0,0,0.0031,0.0416,-0.2229,-0.0014,-0.0178,0.0093,271,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6587
1.681,0,0,0,0,0,0,0.0016,0.0437,-0.2248,-0.0013,-0.0188,0.0075,272,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.7,0,0,0,0,0,0,0,0.0456,-0.2267,-0.0017,-0.02,0.0051,273,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
1.721,0,0,0,0,0,0,-0.0016,0.0477,-0.2284,-0.0024,-0.0208,0.0029,274,46042,-0.0016,0,0.001,0,0,0,0,1.0601,0.0136,-0.6585
1.741,0,0,0,0,0,0,-0.003,0.0496,-0.2303,-0.0023,-0.0216,0.0016,275,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6587
1.761,0,0,0,0,0,0,-0.0043,0.0515,-0.2321,-0.0025,-0.0223,0.0005,276,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6587
1.781,0,0,0,0,0,0,-0.0056,0.0535,-0.2336,-0.0033,-0.023,-0.0008,277,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6585
1.8,0,0,0,0,0,0,-0.0069,0.0553,-0.2354,-0.0032,-0.0239,-0.0013,278,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
1.821,0,0,0,0,0,0,-0.0081,0.0571,-0.2369,-0.0034,-0.0247,-0.003,279,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
1.841,0,0,0,0,0,0,-0.0092,0.0587,-0.2384,-0.0041,-0.0254,-0.0046,280,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0135,-0.6586
1.861,0,0,0,0,0,0,-0.0102,0.0603,-0.2397,-0.0042,-0.0261,-0.0065,281,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
1.881,0,0,0,0,0,0,-0.0111,0.0621,-0.2411,-0.0047,-0.0261,-0.0074,282,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0137,-0.6586
1.9,0,0,0,0,0,0,-0.0119,0.0635,-0.2423,-0.0052,-0.0263,-0.0079,283,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6587
1.921,0,0,0,0,0,0,-0.0128,0.0649,-0.2434,-0.005,-0.0259,-0.0091,284,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6585
1.941,0,0,0,0,0,0,-0.0134,0.0662,-0.2445,-0.0056,-0.0259,-0.0089,285,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0137,-0.6586
1.961,0,0,0,0,0,0,-0.014,0.0676,-0.2455,-0.0059,-0.0259,-0.0095,286,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
1.981,0,0,0,0,0,0,-0.0146,0.0687,-0.2465,-0.0062,-0.0256,-0.0094,287,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
2.001,0,0,0,0,0,0,-0.0151,0.0698,-0.2474,-0.0067,-0.0255,-0.009,288,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
2.021,0,0,0,0,0,0,-0.0155,0.071,-0.2482,-0.007,-0.0251,-0.0089,289,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6585
2.041,0,0,0,0,0,0,-0.0158,0.0719,-0.2491,-0.0072,-0.0242,-0.0082,290,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.061,0,0,0,0,0,0,-0.0161,0.0728,-0.2499,-0.0075,-0.0236,-0.0082,291,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.081,0,0,0,0,0,0,-0.0163,0.0736,-0.2505,-0.0079,-0.0233,-0.0087,292,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
2.1,0,0,0,0,0,0,-0.0163,0.0744,-0.2512,-0.0085,-0.0226,-0.0088,293,46042,-0.0016,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
2.121,0,0,0,0,0,0,-0.0163,0.075,-0.2518,-0.0087,-0.0222,-0.0089,294,46042,-0.0013,0,0.0008,0,0,0,0,1.0601,0.0136,-0.6587
2.141,0,0,0,0,0,0,-0.0163,0.0755,-0.2522,-0.009,-0.0211,-0.0086,295,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.161,0,0,0,0,0,0,-0.0163,0.076,-0.2527,-0.0092,-0.02,-0.0083,296,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.181,0,0,0,0,0,0,-0.0162,0.0765,-0.2531,-0.0094,-0.0187,-0.0072,297,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0137,-0.6587
2.2,0,0,0,0,0,0,-0.016,0.0767,-0.2536,-0.0099,-0.0181,-0.0068,298,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.221,0,0,0,0,0,0,-0.0157,0.077,-0.2539,-0.01,-0.0173,-0.0059,299,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.241,0,0,0,0,0,0,-0.0155,0.0772,-0.2544,-0.0102,-0.0161,-0.005,300,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.261,0,0,0,0,0,0,-0.0151,0.0774,-0.2547,-0.0104,-0.015,-0.004,301,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.281,0,0,0,0,0,0,-0.0148,0.0774,-0.2552,-0.0109,-0.014,-0.0022,302,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.3,0,0,0,0,0,0,-0.0144,0.0776,-0.2555,-0.0109,-0.0132,-0.0021,303,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.321,0,0,0,0,0,0,-0.0139,0.0775,-0.2559,-0.0113,-0.0124,-0.0013,304,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.341,0,0,0,0,0,0,-0.0134,0.0774,-0.2562,-0.0118,-0.0119,-0.0012,305,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.361,0,0,0,0,0,0,-0.0129,0.0773,-0.2564,-0.0122,-0.0111,-0.0008,306,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.381,0,0,0,0,0,0,-0.0124,0.0772,-0.2566,-0.0123,-0.0107,0.001,307,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.4,0,0,0,0,0,0,-0.0119,0.0771,-0.2568,-0.0131,-0.01,0.0023,308,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6585
2.421,0,0,0,0,0,0,-0.0113,0.0769,-0.257,-0.0131,-0.0093,0.0032,309,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
2.441,0,0,0,0,0,0,-0.0107,0.0767,-0.257,-0.0132,-0.008,0.004,310,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.461,0,0,0,0,0,0,-0.01,0.0764,-0.2572,-0.0137,-0.0072,0.0043,311,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
2.481,0,0,0,0,0,0,-0.0095,0.076,-0.2572,-0.0136,-0.0064,0.0037,312,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
2.5,0,0,0,0,0,0,-0.0089,0.0756,-0.2572,-0.0136,-0.0054,0.004,313,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.521,0,0,0,0,0,0,-0.0083,0.0752,-0.2573,-0.0138,-0.0045,0.005,314,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.541,0,0,0,0,0,0,-0.0078,0.0749,-0.2573,-0.0139,-0.0035,0.0057,315,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0136,-0.6586
2.56,0,0,0,0,0,0,-0.0072,0.0744,-0.2573,-0.0141,-0.0026,0.0066,316,46042,-0.0013,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6586
2.581,0,0,0,0,0,0,-0.0067,0.0739,-0.2574,-0.0145,-0.0014,0.0082,317,46042,-0.0016,0,0.001,0,0,0,0,1.0601,0.0135,-0.6586
2.6,0,0,0,0,0,0,-0.0062,0.0737,-0.2574,-0.0147,-0.0009,0.0093,318,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6585
2.621,0,0,0,0,0,0,-0.0057,0.0732,-0.2575,-0.015,-0.0007,0.01,319,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6587
2.641,0,0,0,0,0,0,-0.0052,0.0727,-0.2576,-0.0156,-0.0012,0.0106,320,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.661,0,0,0,0,0,0,-0.0047,0.0723,-0.2577,-0.0157,-0.0013,0.0113,321,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.681,0,0,0,0,0,0,-0.0042,0.0719,-0.2578,-0.0156,-0.0018,0.0115,322,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.7,0,0,0,0,0,0,-0.0038,0.0714,-0.2579,-0.0159,-0.0016,0.0119,323,46042,-0.0014,0,0.0008,0,0,0,0,1.0602,0.0136,-0.6587
2.721,0,0,0,0,0,0,-0.0034,0.071,-0.2579,-0.0159,-0.0017,0.0121,324,46042,-0.0015,0,0.001,0,0,0,0,1.0601,0.0135,-0.6586
2.741,0,0,0,0,0,0,-0.003,0.0706,-0.2579,-0.0161,-0.0015,0.0122,325,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.761,0,0,0,0,0,0,-0.0026,0.0701,-0.2579,-0.0162,-0.001,0.0126,326,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.781,0,0,0,0,0,0,-0.0024,0.0698,-0.2579,-0.0165,-0.0003,0.012,327,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.8,0,0,0,0,0,0,-0.0021,0.0692,-0.2579,-0.0167,0.001,0.0127,328,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.821,0,0,0,0,0,0,-0.0018,0.0689,-0.2578,-0.017,0.0014,0.0129,329,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.84,0,0,0,0,0,0,-0.0016,0.0685,-0.2578,-0.0171,0.0019,0.0135,330,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6587
2.86,0,0,0,0,0,0,-0.0014,0.0681,-0.2579,-0.0169,0.0027,0.014,331,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.881,0,0,0,0,0,0,-0.0012,0.0677,-0.2579,-0.0175,0.003,0.0145,332,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
2.9,0,0,0,0,0,0,-0.001,0.0673,-0.258,-0.0173,0.0032,0.0146,333,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6587
2.921,0,0,0,0,0,0,-0.0009,0.0669,-0.2581,-0.0176,0.003,0.0145,334,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
2.94,0,0,0,0,0,0,-0.0009,0.0664,-0.2585,-0.0176,0.0032,0.0143,335,46042,-0.0014,0,0.0009,0,0,0,0,1.0601,0.0135,-0.6586
2.961,0,0,0,0,0,0,-0.0009,0.0661,-0.2585,-0.0174,0.0032,0.0137,336,46042,-0.0015,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6585
2.981,0,0,0,0,0,0,-0.0009,0.0657,-0.2587,-0.0174,0.0031,0.0136,337,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6586
3,0,0,0,0,0,0,-0.0009,0.0653,-0.259,-0.0173,0.0024,0.0135,338,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6586
3.02,0,0,0,0,0,0,-0.0009,0.065,-0.2591,-0.0174,0.0021,0.0133,339,46042,-0.0015,0,0.0009,0,0,0,0,1.0601,0.0136,-0.6585
3.041,0,0,0,0,0,0,-0.001,0.0646,-0.2593,-0.0169,0.0013,0.0134,340,46042,-0.0014,0,0.0009,0,0,0,0,1.0602,0.0136,-0.6587
