time (s), accel_x (m/s^2), accel_y (m/s^2), accel_z (m/s^2), gyro_x (rad/s), gyro_y (rad/s), gyro_z (rad/s), x (m), y (m), z (m), yaw (rad), pitch (rad), roll (rad), mocap_counter, counter, desired x, desired y, desired z, desired yaw,planner x,planner y,planner z,1,2,3
20.769,0,0,0,0,0,0,2.2045,-0.005,-0.7242,0.0124,-0.0165,0.0113,1226,64330,2.3103,-0.0045,-0.6605,0,2,0,-0.66,1.06,0.0137,-0.6584
20.789,0,0,0,0,0,0,2.2064,-0.003,-0.7243,0.0129,-0.0163,0.0099,1227,64330,2.2637,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
20.809,0,0,0,0,0,0,2.2083,-0.0005,-0.7242,0.0125,-0.0154,0.009,1228,64330,2.3229,-0.0047,-0.6606,0,2,0,-0.66,1.06,0.0135,-0.6584
20.829,0,0,0,0,0,0,2.2103,0.0017,-0.7243,0.013,-0.0147,0.008,1229,64330,2.2745,-0.004,-0.6605,0,2,0,-0.66,1.0601,0.0135,-0.6584
20.849,0,0,0,0,0,0,2.2123,0.0041,-0.7243,0.0123,-0.0142,0.0073,1230,64330,2.304,-0.0044,-0.6605,0,2,0,-0.66,1.0601,0.0136,-0.6583
20.869,0,0,0,0,0,0,2.2143,0.0064,-0.7244,0.0122,-0.0132,0.0068,1231,64330,2.2682,-0.0039,-0.6605,0,2,0,-0.66,1.0601,0.0136,-0.6585
20.889,0,0,0,0,0,0,2.2163,0.0089,-0.7243,0.0121,-0.0122,0.0054,1232,64330,2.3145,-0.0046,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
20.909,0,0,0,0,0,0,2.2184,0.0112,-0.7243,0.0121,-0.0115,0.0044,1233,64330,2.2673,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0137,-0.6583
20.929,0,0,0,0,0,0,2.2205,0.0135,-0.7245,0.0116,-0.011,0.0028,1234,64330,2.316,-0.0046,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
20.949,0,0,0,0,0,0,2.2227,0.0158,-0.7245,0.0119,-0.0107,0.0006,1235,64330,2.2686,-0.0039,-0.6605,0,2,0,-0.66,1.0601,0.0136,-0.6584
20.969,0,0,0,0,0,0,2.2249,0.0181,-0.7244,0.0117,-0.0106,-0.0008,1236,64330,2.3141,-0.0045,-0.6605,0,2,0,-0.66,1.0601,0.0136,-0.6584
20.989,0,0,0,0,0,0,2.2269,0.0205,-0.7245,0.0116,-0.01,-0.0018,1237,64330,2.267,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
21.009,0,0,0,0,0,0,2.229,0.0228,-0.7244,0.0111,-0.0084,-0.0028,1238,64330,2.3169,-0.0046,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.029,0,0,0,0,0,0,2.2312,0.0248,-0.7245,0.0112,-0.0069,-0.0038,1239,64330,2.2693,-0.0039,-0.6605,0,2,0,-0.66,1.0601,0.0136,-0.6585
21.049,0,0,0,0,0,0,2.2333,0.0272,-0.7243,0.0108,-0.0056,-0.0059,1240,64330,2.3128,-0.0045,-0.6605,0,2,0,-0.66,1.0601,0.0137,-0.6583
21.069,0,0,0,0,0,0,2.2355,0.0293,-0.7244,0.0108,-0.0044,-0.0071,1241,64330,2.2658,-0.0039,-0.6605,0,2,0,-0.66,1.0602,0.0137,-0.6584
21.089,0,0,0,0,0,0,2.2375,0.0314,-0.7243,0.0105,-0.0028,-0.0087,1242,64330,2.3188,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6584
21.109,0,0,0,0,0,0,2.2397,0.0333,-0.7242,0.0103,-0.0017,-0.0098,1243,64330,2.2709,-0.0039,-0.6605,0,2,0,-0.66,1.0601,0.0136,-0.6584
21.129,0,0,0,0,0,0,2.2418,0.0354,-0.7242,0.0101,-0.0018,-0.0115,1244,64330,2.3098,-0.0045,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.149,0,0,0,0,0,0,2.2438,0.0372,-0.7243,0.0097,0.0002,-0.0156,1245,64330,2.2637,-0.0038,-0.6605,0,2,0,-0.66,1.0602,0.0136,-0.6585
21.169,0,0,0,0,0,0,2.2456,0.0388,-0.7244,0.0099,0.0035,-0.0196,1246,64330,2.3232,-0.0047,-0.6606,0,2,0,-0.66,1.0601,0.0136,-0.6584
21.189,0,0,0,0,0,0,2.2475,0.0406,-0.7245,0.0094,0.0047,-0.0209,1247,64330,2.2747,-0.004,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.209,0,0,0,0,0,0,2.2495,0.0424,-0.7246,0.0095,0.0053,-0.0214,1248,64330,2.3036,-0.0044,-0.6605,0,2,0,-0.66,1.0601,0.0137,-0.6584
21.229,0,0,0,0,0,0,2.2514,0.0439,-0.725,0.0091,0.0058,-0.0209,1249,64330,2.2685,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
21.249,0,0,0,0,0,0,2.2534,0.0454,-0.7253,0.0087,0.0065,-0.0205,1250,64330,2.3141,-0.0045,-0.6605,0,2,0,-0.66,1.0601,0.0136,-0.6584
21.269,0,0,0,0,0,0,2.2552,0.0469,-0.7255,0.009,0.0067,-0.0207,1251,64330,2.267,-0.0039,-0.6605,0,2,0,-0.66,1.0601,0.0136,-0.6584
21.289,0,0,0,0,0,0,2.257,0.0484,-0.726,0.0084,0.0066,-0.0204,1252,64330,2.317,-0.0046,-0.6606,0,2,0,-0.66,1.0601,0.0137,-0.6584
21.309,0,0,0,0,0,0,2.2586,0.0494,-0.7264,0.0082,0.0074,-0.02,1253,64330,2.2694,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
21.329,0,0,0,0,0,0,2.2603,0.0506,-0.7266,0.0079,0.0083,-0.0204,1254,64330,2.3124,-0.0045,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.349,0,0,0,0,0,0,2.2618,0.0517,-0.7271,0.0078,0.0087,-0.0205,1255,64330,2.2656,-0.0038,-0.6605,0,2,0,-0.66,1.0601,0.0137,-0.6584
21.369,0,0,0,0,0,0,2.2633,0.0527,-0.7273,0.0076,0.0095,-0.0213,1256,64330,2.3191,-0.0046,-0.6606,0,2,0,-0.66,1.0599,0.0137,-0.6583
21.389,0,0,0,0,0,0,2.2648,0.0535,-0.7278,0.0074,0.0098,-0.0207,1257,64330,2.2712,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.409,0,0,0,0,0,0,2.2662,0.0545,-0.728,0.0073,0.0103,-0.0202,1258,64330,2.3091,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
21.429,0,0,0,0,0,0,2.2676,0.0553,-0.7284,0.007,0.0102,-0.0193,1259,64330,2.2639,-0.0038,-0.6605,0,2,0,-0.66,1.0599,0.0137,-0.6582
21.449,0,0,0,0,0,0,2.2688,0.0559,-0.7289,0.0069,0.0108,-0.0191,1260,64330,2.3225,-0.0047,-0.6606,0,2,0,-0.66,1.0599,0.0136,-0.6584
21.469,0,0,0,0,0,0,2.27,0.0563,-0.7292,0.0068,0.0098,-0.0193,1261,64330,2.2741,-0.004,-0.6605,0,2,0,-0.66,1.06,0.0135,-0.6584
21.489,0,0,0,0,0,0,2.2713,0.0569,-0.7296,0.0066,0.0082,-0.0188,1262,64330,2.3045,-0.0044,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.509,0,0,0,0,0,0,2.2725,0.0574,-0.73,0.0062,0.0084,-0.0198,1263,64330,2.2678,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0137,-0.6583
21.529,0,0,0,0,0,0,2.2734,0.0577,-0.7303,0.0062,0.0101,-0.0198,1264,64330,2.3154,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
21.549,0,0,0,0,0,0,2.2745,0.0579,-0.7307,0.0061,0.0105,-0.0189,1265,64330,2.2681,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0135,-0.6583
21.569,0,0,0,0,0,0,2.2754,0.0582,-0.7309,0.0057,0.0097,-0.0179,1266,64330,2.3148,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
21.589,0,0,0,0,0,0,2.2764,0.0584,-0.7313,0.0059,0.0092,-0.0164,1267,64330,2.2676,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
21.609,0,0,0,0,0,0,2.2771,0.0585,-0.7316,0.0056,0.0096,-0.0149,1268,64330,2.3155,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
21.629,0,0,0,0,0,0,2.2779,0.0586,-0.7319,0.0055,0.0093,-0.0132,1269,64330,2.2682,-0.0039,-0.6605,0,2,0,-0.66,1.0601,0.0137,-0.6583
21.649,0,0,0,0,0,0,2.2787,0.0588,-0.7323,0.0051,0.009,-0.0115,1270,64330,2.3145,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0137,-0.6583
21.669,0,0,0,0,0,0,2.2793,0.0586,-0.7328,0.0052,0.0085,-0.0109,1271,64330,2.2674,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
21.689,0,0,0,0,0,0,2.2799,0.0587,-0.7332,0.0046,0.0085,-0.0094,1272,64330,2.3159,-0.0046,-0.6606,0,2,0,-0.66,1.0599,0.0135,-0.6583
21.709,0,0,0,0,0,0,2.2805,0.0587,-0.7336,0.0044,0.0084,-0.0084,1273,64330,2.2685,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.729,0,0,0,0,0,0,2.281,0.0587,-0.7342,0.0043,0.0083,-0.008,1274,64330,2.314,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0137,-0.6583
21.749,0,0,0,0,0,0,2.2814,0.0585,-0.7349,0.0042,0.0078,-0.0067,1275,64330,2.2669,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.769,0,0,0,0,0,0,2.2817,0.0584,-0.7352,0.0039,0.0074,-0.0051,1276,64330,2.3168,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
21.789,0,0,0,0,0,0,2.2821,0.0583,-0.7357,0.0036,0.007,-0.0031,1277,64330,2.2693,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6582
21.809,0,0,0,0,0,0,2.2824,0.0583,-0.7363,0.0034,0.0065,-0.002,1278,64330,2.3125,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
21.829,0,0,0,0,0,0,2.2827,0.058,-0.7369,0.0032,0.0058,-0.0013,1279,64330,2.2656,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.849,0,0,0,0,0,0,2.2829,0.0579,-0.7373,0.0032,0.0053,-0.0006,1280,64330,2.3194,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
21.869,0,0,0,0,0,0,2.2831,0.0577,-0.7378,0.003,0.0041,0,1281,64330,2.2715,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
21.889,0,0,0,0,0,0,2.2832,0.0576,-0.7384,0.0029,0.0028,0.0008,1282,64330,2.3087,-0.0045,-0.6606,0,2,0,-0.66,1.0599,0.0136,-0.6583
21.909,0,0,0,0,0,0,2.2833,0.0572,-0.7389,0.0029,0.0016,0.0008,1283,64330,2.2642,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0135,-0.6583
21.929,0,0,0,0,0,0,2.2835,0.0573,-0.7394,0.0027,0.0006,0.0009,1284,64330,2.3218,-0.0047,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6582
21.949,0,0,0,0,0,0,2.2835,0.0571,-0.74,0.0025,-0.0006,0.0014,1285,64330,2.2735,-0.004,-0.6605,0,2,0,-0.66,1.06,0.0137,-0.6583
21.969,0,0,0,0,0,0,2.2835,0.0568,-0.7407,0.0022,-0.0011,0.0018,1286,64330,2.3053,-0.0044,-0.6606,0,2,0,-0.66,1.0599,0.0136,-0.6583
21.989,0,0,0,0,0,0,2.2836,0.0567,-0.7411,0.0023,-0.0015,0.0021,1287,64330,2.267,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.009,0,0,0,0,0,0,2.2835,0.0566,-0.7416,0.0019,-0.0016,0.0026,1288,64330,2.3168,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.029,0,0,0,0,0,0,2.2836,0.0564,-0.7423,0.0016,-0.0023,0.0024,1289,64330,2.2693,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
22.049,0,0,0,0,0,0,2.2835,0.0563,-0.7427,0.0012,-0.0027,0.0023,1290,64330,2.3125,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.069,0,0,0,0,0,0,2.2835,0.056,-0.7433,0.0013,-0.0026,0.0028,1291,64330,2.2656,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.089,0,0,0,0,0,0,2.2834,0.0561,-0.7436,0.0007,-0.0025,0.0028,1292,64330,2.3192,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0137,-0.6583
22.109,0,0,0,0,0,0,2.2833,0.0559,-0.7443,0.0005,-0.003,0.0033,1293,64330,2.2713,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6584
22.129,0,0,0,0,0,0,2.2832,0.0558,-0.7447,0.0003,-0.0028,0.0038,1294,64330,2.3089,-0.0045,-0.6606,0,2,0,-0.66,1.0599,0.0135,-0.6583
22.149,0,0,0,0,0,0,2.2831,0.0557,-0.7452,0.0004,-0.0031,0.0042,1295,64330,2.264,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.169,0,0,0,0,0,0,2.283,0.0557,-0.7457,-0.0001,-0.0032,0.0049,1296,64330,2.3221,-0.0047,-0.6606,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.189,0,0,0,0,0,0,2.2829,0.0554,-0.7462,-0.0003,-0.0039,0.0054,1297,64330,2.2738,-0.004,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.209,0,0,0,0,0,0,2.2827,0.0555,-0.7467,-0.0005,-0.0045,0.0057,1298,64330,2.3049,-0.0044,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.229,0,0,0,0,0,0,2.2826,0.0554,-0.7473,-0.0009,-0.0056,0.0065,1299,64330,2.2672,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.249,0,0,0,0,0,0,2.2825,0.0554,-0.7477,-0.0012,-0.007,0.0067,1300,64330,2.3163,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.269,0,0,0,0,0,0,2.2824,0.0553,-0.7483,-0.0015,-0.0082,0.0075,1301,64330,2.2689,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
22.289,0,0,0,0,0,0,2.2823,0.0554,-0.7486,-0.0018,-0.0083,0.0079,1302,64330,2.3132,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.309,0,0,0,0,0,0,2.2821,0.0553,-0.749,-0.0023,-0.0082,0.0087,1303,64330,2.2663,-0.0038,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.329,0,0,0,0,0,0,2.282,0.0553,-0.7494,-0.0025,-0.008,0.0081,1304,64330,2.3179,-0.0046,-0.6606,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.349,0,0,0,0,0,0,2.2819,0.0552,-0.7498,-0.0026,-0.0078,0.0075,1305,64330,2.2702,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0135,-0.6583
22.369,0,0,0,0,0,0,2.2817,0.0553,-0.7501,-0.0033,-0.0078,0.0074,1306,64330,2.3109,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.389,0,0,0,0,0,0,2.2816,0.0553,-0.7504,-0.0036,-0.0082,0.0063,1307,64330,2.2642,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0137,-0.6583
22.409,0,0,0,0,0,0,2.2815,0.0553,-0.7508,-0.0038,-0.008,0.0062,1308,64330,2.3218,-0.0047,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.429,0,0,0,0,0,0,2.2814,0.0553,-0.7511,-0.004,-0.0078,0.0067,1309,64330,2.2735,-0.004,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.449,0,0,0,0,0,0,2.2814,0.0555,-0.7512,-0.0044,-0.0079,0.0074,1310,64330,2.3054,-0.0044,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.469,0,0,0,0,0,0,2.2813,0.0556,-0.7516,-0.0046,-0.008,0.0075,1311,64330,2.2668,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.489,0,0,0,0,0,0,2.2813,0.0557,-0.7517,-0.0048,-0.0081,0.0077,1312,64330,2.3169,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.509,0,0,0,0,0,0,2.2813,0.0557,-0.7519,-0.005,-0.008,0.0081,1313,64330,2.2694,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.529,0,0,0,0,0,0,2.2813,0.056,-0.752,-0.005,-0.0084,0.0077,1314,64330,2.3124,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.549,0,0,0,0,0,0,2.2814,0.056,-0.7523,-0.0053,-0.0092,0.0083,1315,64330,2.2655,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
22.569,0,0,0,0,0,0,2.2815,0.0561,-0.7523,-0.0054,-0.0093,0.0079,1316,64330,2.3194,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.589,0,0,0,0,0,0,2.2815,0.0563,-0.7526,-0.0057,-0.0101,0.0078,1317,64330,2.2714,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
22.609,0,0,0,0,0,0,2.2816,0.0566,-0.7526,-0.0062,-0.0106,0.0081,1318,64330,2.3088,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0137,-0.6583
22.629,0,0,0,0,0,0,2.2817,0.0567,-0.7529,-0.0062,-0.0107,0.008,1319,64330,2.2642,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0135,-0.6584
22.649,0,0,0,0,0,0,2.2817,0.057,-0.7531,-0.0066,-0.0101,0.0078,1320,64330,2.3218,-0.0047,-0.6606,0,2,0,-0.66,1.0599,0.0135,-0.6583
22.669,0,0,0,0,0,0,2.2819,0.0573,-0.7531,-0.0066,-0.0103,0.0075,1321,64330,2.2736,-0.004,-0.6605,0,2,0,-0.66,1.06,0.0137,-0.6583
22.689,0,0,0,0,0,0,2.282,0.0575,-0.7533,-0.0069,-0.0105,0.0073,1322,64330,2.3053,-0.0044,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6584
22.709,0,0,0,0,0,0,2.2822,0.0577,-0.7534,-0.0069,-0.0104,0.0069,1323,64330,2.267,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.729,0,0,0,0,0,0,2.2824,0.0581,-0.7534,-0.0073,-0.0105,0.0069,1324,64330,2.3169,-0.0046,-0.6606,0,2,0,-0.66,1.0601,0.0136,-0.6584
22.749,0,0,0,0,0,0,2.2826,0.0584,-0.7535,-0.0074,-0.011,0.0066,1325,64330,2.2694,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.769,0,0,0,0,0,0,2.2829,0.0588,-0.7534,-0.0076,-0.0112,0.007,1326,64330,2.3124,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
22.789,0,0,0,0,0,0,2.2832,0.0589,-0.7537,-0.0077,-0.011,0.0065,1327,64330,2.2656,-0.0038,-0.6605,0,2,0,-0.66,1.0599,0.0135,-0.6584
22.809,0,0,0,0,0,0,2.2835,0.0595,-0.7535,-0.0081,-0.0107,0.0068,1328,64330,2.3193,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6582
22.829,0,0,0,0,0,0,2.2839,0.0597,-0.7536,-0.0082,-0.0111,0.0063,1329,64330,2.2714,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.849,0,0,0,0,0,0,2.2842,0.0602,-0.7536,-0.0082,-0.0102,0.0056,1330,64330,2.3087,-0.0045,-0.6606,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.869,0,0,0,0,0,0,2.2847,0.0603,-0.7536,-0.0082,-0.0095,0.006,1331,64330,2.2642,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.889,0,0,0,0,0,0,2.285,0.0609,-0.7536,-0.0083,-0.0089,0.0056,1332,64330,2.3217,-0.0047,-0.6606,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.909,0,0,0,0,0,0,2.2854,0.0612,-0.7537,-0.0083,-0.0093,0.005,1333,64330,2.2734,-0.004,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
22.929,0,0,0,0,0,0,2.2859,0.0615,-0.7536,-0.0082,-0.0096,0.0041,1334,64330,2.3055,-0.0044,-0.6605,0,2,0,-0.66,1.06,0.0135,-0.6583
22.949,0,0,0,0,0,0,2.2863,0.0619,-0.7536,-0.0083,-0.0095,0.004,1335,64330,2.2667,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
22.969,0,0,0,0,0,0,2.2868,0.0625,-0.7535,-0.0087,-0.0085,0.0042,1336,64330,2.3172,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0137,-0.6583
22.989,0,0,0,0,0,0,2.2873,0.0628,-0.7536,-0.0085,-0.0084,0.0044,1337,64330,2.2696,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.009,0,0,0,0,0,0,2.2878,0.0633,-0.7537,-0.0088,-0.0083,0.005,1338,64330,2.3119,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
23.029,0,0,0,0,0,0,2.2885,0.0638,-0.7536,-0.0085,-0.0083,0.0051,1339,64330,2.2651,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
23.049,0,0,0,0,0,0,2.289,0.0644,-0.7537,-0.0086,-0.0085,0.0055,1340,64330,2.3203,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6584
23.069,0,0,0,0,0,0,2.2896,0.0646,-0.7538,-0.0083,-0.0087,0.0053,1341,64330,2.2722,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0135,-0.6584
23.089,0,0,0,0,0,0,2.2902,0.0652,-0.7539,-0.0086,-0.0087,0.0054,1342,64330,2.3074,-0.0044,-0.6605,0,2,0,-0.66,1.0599,0.0135,-0.6583
23.109,0,0,0,0,0,0,2.2908,0.0656,-0.7539,-0.0086,-0.0082,0.0051,1343,64330,2.2654,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
23.129,0,0,0,0,0,0,2.2914,0.0662,-0.7539,-0.0087,-0.0073,0.0046,1344,64330,2.3197,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
23.149,0,0,0,0,0,0,2.292,0.0666,-0.7541,-0.0085,-0.0071,0.004,1345,64330,2.2717,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.169,0,0,0,0,0,0,2.2927,0.0671,-0.754,-0.0088,-0.0067,0.0043,1346,64330,2.3083,-0.0045,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.189,0,0,0,0,0,0,2.2934,0.0677,-0.7541,-0.0088,-0.0059,0.004,1347,64330,2.2645,-0.0038,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.209,0,0,0,0,0,0,2.2941,0.0682,-0.7542,-0.0087,-0.0054,0.0032,1348,64330,2.3213,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6584
23.229,0,0,0,0,0,0,2.2947,0.0685,-0.7544,-0.0088,-0.0053,0.0024,1349,64330,2.2731,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0135,-0.6583
23.249,0,0,0,0,0,0,2.2954,0.0693,-0.7545,-0.0089,-0.0058,0.0022,1350,64330,2.3061,-0.0044,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
23.269,0,0,0,0,0,0,2.296,0.0698,-0.7546,-0.0089,-0.0057,0.0012,1351,64330,2.2662,-0.0038,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.289,0,0,0,0,0,0,2.2967,0.0702,-0.7546,-0.0089,-0.0049,0.0016,1352,64330,2.3181,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
23.309,0,0,0,0,0,0,2.2974,0.0707,-0.7548,-0.0088,-0.0043,0.0016,1353,64330,2.2704,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0135,-0.6584
23.329,0,0,0,0,0,0,2.2979,0.0714,-0.7546,-0.0088,-0.0033,0.0016,1354,64330,2.3104,-0.0045,-0.6606,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.349,0,0,0,0,0,0,2.2986,0.0718,-0.7548,-0.0088,-0.0025,0.0012,1355,64330,2.2639,-0.0038,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.369,0,0,0,0,0,0,2.2991,0.0723,-0.7549,-0.009,-0.0008,0.0004,1356,64330,2.3223,-0.0047,-0.6606,0,2,0,-0.66,1.0599,0.0135,-0.6584
23.389,0,0,0,0,0,0,2.2998,0.0727,-0.755,-0.0091,0,0,1357,64330,2.274,-0.004,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
23.409,0,0,0,0,0,0,2.3004,0.0733,-0.7551,-0.0093,0.0007,-0.0007,1358,64330,2.3046,-0.0044,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
23.429,0,0,0,0,0,0,2.3009,0.0736,-0.7553,-0.0093,0.0007,-0.0011,1359,64330,2.2675,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.449,0,0,0,0,0,0,2.3015,0.0741,-0.7554,-0.0095,0.0009,-0.002,1360,64330,2.3156,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0135,-0.6584
23.469,0,0,0,0,0,0,2.302,0.0745,-0.7555,-0.0094,0.0011,-0.0019,1361,64330,2.2683,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.489,0,0,0,0,0,0,2.3025,0.0752,-0.7556,-0.0095,0.001,-0.0018,1362,64330,2.3143,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
23.509,0,0,0,0,0,0,2.303,0.0754,-0.7559,-0.0095,0.001,-0.0013,1363,64330,2.2672,-0.0039,-0.6605,0,2,0,-0.66,1.0599,0.0136,-0.6583
23.529,0,0,0,0,0,0,2.3034,0.076,-0.756,-0.0097,0.0009,-0.0015,1364,64330,2.3163,-0.0046,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
23.549,0,0,0,0,0,0,2.3038,0.0764,-0.7562,-0.0098,0.0007,-0.0017,1365,64330,2.2689,-0.0039,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
23.569,0,0,0,0,0,0,2.3041,0.0769,-0.7563,-0.0098,0.0012,-0.0022,1366,64330,2.3132,-0.0045,-0.6606,0,2,0,-0.66,1.06,0.0136,-0.6583
23.589,0,0,0,0,0,0,2.3046,0.0771,-0.7565,-0.0097,0.0012,-0.0027,1367,64330,2.2663,-0.0038,-0.6605,0,2,0,-0.66,1.06,0.0136,-0.6583
