0,0,0,0,0,0,0,0,0,0
0.02,0,0,0,2.76918049350128e-38,-1.30798792039859e-21,0,4.12679766901439e-20,-8.4601883566692e-35,-3.99996305932291e-18
0.04,0,0,0,4.37197429426371e-37,-1.66508882462047e-20,0,7.51119668188117e-20,-3.19417311813816e-34,-2.92059083003551e-18
0.06,0,0,0,2.15001858939281e-36,-4.32188838430855e-20,0,1.01531970386003e-19,-7.04473018634013e-34,-1.12163711455651e-18
0.08,0,0,0,6.67692655653988e-36,-7.53785198248923e-20,0,1.20527987391719e-19,-1.23968314026893e-33,-2.96285571530461e-18
0.1,0,0,0,1.61188031282237e-35,-1.1892909848757e-19,0,1.32100017835959e-19,-1.92498090832726e-33,-4.08449282986112e-18
0.12,0,0,0,3.31655250734171e-35,-1.78271923868638e-19,0,1.36248061718722e-19,-2.76044191809953e-33,-4.48654845822602e-18
0.14,0,0,0,6.10956942967198e-35,-2.549846622538e-19,0,1.32972119040009e-19,-3.74604504184118e-33,-4.16902260039932e-18
0.16,0,0,0,1.03776579275495e-34,-3.47821342176944e-19,0,1.22272189799821e-19,-4.88176887917311e-33,-3.13191525638103e-18
0.18,0,0,0,1.65664161310242e-34,-4.52712354420143e-19,0,1.04148273998156e-19,-6.16766792936727e-33,-1.37522642617113e-18
0.2,0,0,0,2.51809736452262e-34,-5.64190091507043e-19,0,1.68560311576779e-19,-7.62268722744034e-33,-3.25870991218833e-18
0.22,0,0,0,3.67917696894801e-34,-6.86794063649995e-19,0,2.25548362593925e-19,-9.22778573381696e-33,-6.28581095952351e-20
0.24,0,0,0,5.20284825289119e-34,-8.10835027362405e-19,0,2.75112427049596e-19,-1.09830714155544e-32,-5.07178623229241e-19
0.26,0,0,0,7.15799267875776e-34,-9.36630856846382e-19,0,3.17252504943791e-19,-1.28885388378179e-32,-2.31917650671653e-19
0.28,0,0,0,9.61937609074734e-34,-1.06310142804561e-18,0,3.5196859627651e-19,-1.49442024653808e-32,7.62924808077525e-19
0.3,0,0,0,1.26676557777102e-33,-1.18776861864535e-18,0,3.79260701047752e-19,-1.71500306293962e-32,-1.88240504940042e-18
0.32,0,0,0,1.63894205466524e-33,-1.31958706351295e-18,0,3.99128819257519e-19,-1.95059143059836e-32,-3.80815342068675e-18
0.34,0,0,0,2.08771478005671e-33,-1.46611339925734e-18,0,4.11572950905809e-19,-2.2011983285345e-32,-5.01432030578149e-18
0.36,0,0,0,2.62291961694573e-33,-1.63208062473563e-18,0,4.16593095992623e-19,-2.46681741842468e-32,-5.50090570468462e-18
0.38,0,0,0,3.25498037534496e-33,-1.81939810105312e-18,0,4.14189254517961e-19,-2.74745197972213e-32,-5.26790961739615e-18
0.4,0,0,0,3.99490874140412e-33,-2.02715155156329e-18,0,4.04361426481823e-19,-3.04310323680513e-32,-4.31533204391607e-18
0.42,0,0,0,4.85430431134782e-33,-2.2516030618678e-18,0,3.87109611884209e-19,-3.35376476955996e-32,-2.6431729842444e-18
0.44,0,0,0,5.84535473022672e-33,-2.4861910798165e-18,0,3.62433810725119e-19,-3.67944536506654e-32,-2.51432438381115e-19
0.46,0,0,0,6.98084274149111e-33,-2.72295605500082e-18,0,4.20293962946317e-19,-4.02204726070183e-32,-1.49986420874495e-18
0.48,0,0,0,8.27420671336368e-33,-2.96394555470087e-18,0,4.70730128606038e-19,-4.37965386709565e-32,2.33103930950154e-18
0.5,0,0,0,9.73947357906868e-33,-3.19697839249785e-18,0,5.13742307704284e-19,-4.75227931810646e-32,2.52177051152093e-18
0.52,0,0,0,1.13912638969653e-32,-3.41988049966163e-18,0,5.49330500241053e-19,-5.13991879017497e-32,3.43208319973194e-18
0.54,0,0,0,1.32447861746089e-32,-3.62907980920368e-18,0,5.77494706216346e-19,-5.54257706693126e-32,5.06197737413455e-18
