"Time for force,s"	" Force, N"	Counter	"Time for revolutions, s"	 Counter 2	"Spin rate, revolutions/second"			Torque				
49.146	-2.773425							-0.036054525				
49.147	-2.809371							-0.036521823				
49.148	-2.828978							-0.036776714				
49.149	-2.806103							-0.036479339				
49.15	-2.806103							-0.036479339				
49.151	-2.812639							-0.036564307				
49.152	-2.819175							-0.036649275				
49.153	-2.776693							-0.036097009				
49.154	-2.727675							-0.035459775				
49.155	-2.730943							-0.035502259				
49.156	-2.753818							-0.035799634				
49.157	-2.708068							-0.035204884				
49.158	-2.691729							-0.034992477				
49.159	-2.717872							-0.035332336				
49.16	-2.714604							-0.035289852				
49.161	-2.459713							-0.031976269				
49.162	-2.132929							-0.027728077				
49.163	-1.904181							-0.024754353				
49.164	-1.959734							-0.025476542				
49.165	-2.31266							-0.03006458				
49.166	-2.436838							-0.031678894				
49.167	-2.626372							-0.034142836				
49.168	-2.87146							-0.03732898				
49.169	-2.82571							-0.03673423				
49.17	-2.907406							-0.037796278				
49.171	-3.005441							-0.039070733				
49.172	-2.949888							-0.038348544				
49.173	-2.99237							-0.03890081				
49.174	-3.002173							-0.039028249				
49.175	-2.930281							-0.038093653				
49.176	-2.959691							-0.038475983				
49.177	-2.943352							-0.038263576				
49.178	-2.874728							-0.037371464				
49.179	-2.868192							-0.037286496				
49.18	-2.815907							-0.036606791				
49.181	-2.779961							-0.036139493				
49.182	-2.802835							-0.036436855				
49.183	-2.740746							-0.035629698				
49.184	-2.727675							-0.035459775				
49.185	-2.753818							-0.035799634				
49.186	-2.744014							-0.035672182				
49.187	-2.760354							-0.035884602				
49.188	-2.809371							-0.036521823				
49.189	-2.835514							-0.036861682				
49.19	-2.897603							-0.037668839				
49.191	-2.910674							-0.037838762				
49.192	-2.927013							-0.038051169				
49.193	-2.923745							-0.038008685				
49.194	-2.913942							-0.037881246				
49.195	-2.927013							-0.038051169				
49.196	-2.953156							-0.038391028				
49.197	-2.930281							-0.038093653				
49.198	-2.891067							-0.037583871				
49.199	-2.842049							-0.036946637				
49.2	-2.802835							-0.036436855				
49.201	-2.757086							-0.035842118				
49.202	-2.734211							-0.035544743				
49.203	-2.688461							-0.034949993				
49.204	-2.619837							-0.034057881				
49.205	-2.531605							-0.032910865				
49.206	-2.234232							-0.029045016				
49.207	-1.936859							-0.025179167				
49.208	-1.727718							-0.022460334				
49.209	-1.793074							-0.023309962				
49.21	-2.240768							-0.029129984				
49.211	-2.342071							-0.030446923				
49.212	-2.521802							-0.032783426				
49.213	-2.82571							-0.03673423				
49.214	-2.809371							-0.036521823				
49.215	-2.959691							-0.038475983				
49.216	-3.132887							-0.040727531				
49.217	-3.060994							-0.039792922				
49.218	-3.14269							-0.04085497				
49.219	-3.208047							-0.041704611				
49.22	-3.11328							-0.04047264				
49.221	-3.149226							-0.040939938				
49.222	-3.119815							-0.040557595				
49.223	-2.962959							-0.038518467				
49.224	-2.927013							-0.038051169				
49.225	-2.861656							-0.037201528				
49.226	-2.789764							-0.036266932				
49.227	-2.7963							-0.0363519				
49.228	-2.773425							-0.036054525				
49.229	-2.763621							-0.035927073				
49.23	-2.786496							-0.036224448				
49.231	-2.802835							-0.036436855				
49.232	-2.851853							-0.037074089				
49.233	-2.87146							-0.03732898				
49.234	-2.874728							-0.037371464				
49.235	-2.894335							-0.037626355				
49.236	-2.87146							-0.03732898				
49.237	-2.828978							-0.036776714				
49.238	-2.753818							-0.035799634				
49.239	-2.694997							-0.035034961				
49.24	-2.701532							-0.035119916				
49.241	-2.701532							-0.035119916				
49.242	-2.711336							-0.035247368				
49.243	-2.757086							-0.035842118				
49.244	-2.753818							-0.035799634				
49.245	-2.819175							-0.036649275				
49.246	-2.864924							-0.037244012				
49.247	-2.868192							-0.037286496				
49.248	-2.897603							-0.037668839				
49.249	-2.94662							-0.03830606				
49.25	-2.94662							-0.03830606				
49.251	-2.982566							-0.038773358				
49.252	-3.011977							-0.039155701				
49.253	-2.995638							-0.038943294				
49.254	-3.02178							-0.03928314				
49.255	-3.038119							-0.039495547				
49.256	-3.011977							-0.039155701				
49.257	-2.99237							-0.03890081				
49.258	-2.966227							-0.038560951				
49.259	-2.969495							-0.038603435				
49.26	-2.959691							-0.038475983				
49.261	-2.959691							-0.038475983				
49.262	-2.959691							-0.038475983				
49.263	-2.90087							-0.03771131				
49.264	-2.799568							-0.036394384				
49.265	-2.789764							-0.036266932				
49.266	-2.770157							-0.036012041				
