time (s), gyro_x (rad/s), gyro_y (rad/s), gyro_z (rad/s), imu_pitch (rad), imu_roll (rad), imu_yaw (rad), counter, x (m), y (m), z (m), yaw (rad), pitch (rad), roll (rad)
15.8900, 1.0179, 0.2446, -3.0297, 0.0394, 0.0141, 5.5313, 38050, -0.2050, 0.7982, -1.2207, 2.4787, -0.0650, -0.0898
15.9100, 1.0060, 0.1500, -3.1313, 0.0440, 0.0311, 5.4702, 38070, -0.2100, 0.7792, -1.2218, 2.4152, -0.0697, -0.1014
15.9300, 0.9493, 0.0841, -3.2143, 0.0482, 0.0471, 5.4070, 38090, -0.2155, 0.7604, -1.2233, 2.3506, -0.0727, -0.1112
15.9500, 0.8929, 0.0196, -3.2880, 0.0520, 0.0616, 5.3425, 38110, -0.2207, 0.7419, -1.2244, 2.2842, -0.0759, -0.1193
15.9700, 0.8351, -0.0435, -3.3455, 0.0552, 0.0742, 5.2798, 38130, -0.2262, 0.7236, -1.2254, 2.2178, -0.0775, -0.1261
15.9900, 0.7776, -0.1196, -3.3982, 0.0583, 0.0864, 5.2091, 38150, -0.2307, 0.7055, -1.2266, 2.1504, -0.0810, -0.1320
16.0100, 0.7391, -0.1825, -3.4439, 0.0609, 0.0970, 5.1407, 38170, -0.2359, 0.6888, -1.2274, 2.0807, -0.0793, -0.1368
16.0300, 0.6585, -0.2758, -3.5122, 0.0623, 0.1058, 5.0744, 38190, -0.2407, 0.6722, -1.2288, 2.0113, -0.0775, -0.1394
16.0500, 0.5163, -0.3510, -3.5237, 0.0632, 0.1129, 5.0004, 38210, -0.2458, 0.6558, -1.2303, 1.9426, -0.0756, -0.1380
16.0700, 0.3185, -0.3841, -3.5374, 0.0632, 0.1162, 4.9292, 38230, -0.2507, 0.6400, -1.2314, 1.8733, -0.0733, -0.1332
16.0900, 0.1363, -0.3784, -3.5608, 0.0628, 0.1155, 4.8578, 38250, -0.2556, 0.6245, -1.2321, 1.8046, -0.0713, -0.1254
16.1100, 0.0145, -0.3551, -3.5799, 0.0630, 0.1122, 4.7860, 38270, -0.2605, 0.6101, -1.2324, 1.7348, -0.0694, -0.1157
16.1300, -0.0785, -0.2828, -3.5737, 0.0639, 0.1066, 4.7145, 38290, -0.2647, 0.5957, -1.2326, 1.6668, -0.0682, -0.1045
16.1500, -0.1752, -0.2258, -3.5646, 0.0653, 0.0991, 4.6433, 38310, -0.2687, 0.5818, -1.2322, 1.5994, -0.0666, -0.0918
16.1700, -0.2747, -0.2083, -3.5358, 0.0672, 0.0899, 4.5728, 38330, -0.2724, 0.5677, -1.2316, 1.5346, -0.0650, -0.0771
16.1900, -0.3803, -0.1857, -3.4864, 0.0686, 0.0784, 4.5028, 38350, -0.2759, 0.5543, -1.2309, 1.4693, -0.0619, -0.0611
16.2100, -0.4596, -0.2355, -3.4283, 0.0691, 0.0649, 4.4337, 38370, -0.2792, 0.5411, -1.2300, 1.4055, -0.0568, -0.0436
16.2300, -0.5093, -0.2540, -3.3853, 0.0679, 0.0506, 4.3654, 38390, -0.2825, 0.5282, -1.2290, 1.3424, -0.0495, -0.0266
16.2500, -0.5744, -0.3236, -3.3127, 0.0644, 0.0351, 4.2986, 38410, -0.2858, 0.5149, -1.2279, 1.2805, -0.0399, -0.0091
16.2700, -0.6233, -0.4094, -3.2651, 0.0583, 0.0190, 4.2329, 38430, -0.2891, 0.5023, -1.2267, 1.2192, -0.0269, 0.0081
16.2900, -0.6819, -0.4674, -3.1735, 0.0497, 0.0023, 4.1689, 38450, -0.2922, 0.4889, -1.2253, 1.1614, -0.0136, 0.0271
16.3100, -0.7394, -0.4919, -3.0832, 0.0396, -0.0141, 4.1068, 38470, -0.2954, 0.4760, -1.2234, 1.1043, 0.0010, 0.0455
16.3300, -0.7593, -0.5034, -2.9888, 0.0284, -0.0307, 4.0467, 38490, -0.2984, 0.4632, -1.2215, 1.0495, 0.0170, 0.0628
16.3500, -0.7397, -0.4835, -2.8926, 0.0162, -0.0468, 3.9888, 38510, -0.3014, 0.4504, -1.2193, 0.9962, 0.0324, 0.0784
16.3700, -0.7195, -0.4610, -2.7811, 0.0037, -0.0620, 3.9333, 38530, -0.3042, 0.4381, -1.2167, 0.9445, 0.0483, 0.0929
16.3900, -0.7123, -0.4464, -2.6722, -0.0087, -0.0761, 3.8800, 38550, -0.3069, 0.4259, -1.2139, 0.8946, 0.0647, 0.1058
16.4100, -0.6916, -0.4279, -2.5666, -0.0216, -0.0894, 3.8291, 38570, -0.3097, 0.4138, -1.2109, 0.8463, 0.0803, 0.1182
16.4300, -0.6862, -0.4370, -2.4585, -0.0351, -0.1014, 3.7804, 38590, -0.3123, 0.4020, -1.2074, 0.7995, 0.0962, 0.1297
16.4500, -0.6647, -0.4249, -2.3559, -0.0487, -0.1124, 3.7340, 38610, -0.3150, 0.3902, -1.2041, 0.7544, 0.1130, 0.1394
16.4700, -0.6107, -0.4161, -2.2766, -0.0620, -0.1216, 3.6914, 38630, -0.3178, 0.3784, -1.2008, 0.7109, 0.1294, 0.1474
16.4900, -0.6107, -0.4161, -2.2766, -0.0620, -0.1216, 3.6914, 38630, -0.3199, 0.3667, -1.1974, 0.6680, 0.1446, 0.1546
16.5100, -0.5053, -0.2836, -2.0965, -0.0885, -0.1381, 3.6055, 38670, -0.3223, 0.3553, -1.1943, 0.6277, 0.1568, 0.1598
16.5300, -0.5182, -0.1435, -2.0145, -0.0986, -0.1447, 3.5655, 38690, -0.3242, 0.3445, -1.1911, 0.5884, 0.1659, 0.1650
16.5500, -0.4701, 0.0212, -1.9355, -0.1056, -0.1504, 3.5268, 38710, -0.3261, 0.3332, -1.1884, 0.5522, 0.1710, 0.1699
16.5700, -0.4021, 0.1398, -1.8484, -0.1101, -0.1550, 3.4893, 38730, -0.3274, 0.3231, -1.1855, 0.5152, 0.1754, 0.1718
16.5900, -0.3427, 0.2669, -1.7922, -0.1117, -0.1583, 3.4547, 38750, -0.3286, 0.3129, -1.1831, 0.4797, 0.1778, 0.1720
16.6100, -0.2658, 0.3586, -1.7148, -0.1115, -0.1606, 3.4177, 38770, -0.3298, 0.3027, -1.1810, 0.4461, 0.1771, 0.1719
16.6300, -0.2422, 0.4725, -1.6457, -0.1091, -0.1621, 3.3838, 38790, -0.3312, 0.2926, -1.1791, 0.4144, 0.1746, 0.1714
16.6500, -0.2258, 0.5303, -1.5845, -0.1049, -0.1632, 3.3510, 38810, -0.3326, 0.2830, -1.1776, 0.3831, 0.1700, 0.1721
16.6700, -0.2336, 0.6109, -1.5019, -0.0990, -0.1646, 3.3194, 38830, -0.3343, 0.2737, -1.1762, 0.3532, 0.1646, 0.1723
16.6900, -0.2164, 0.6808, -1.4329, -0.0913, -0.1658, 3.2889, 38850, -0.3360, 0.2643, -1.1754, 0.3244, 0.1580, 0.1721
16.7100, -0.1927, 0.7711, -1.3702, -0.0820, -0.1669, 3.2598, 38870, -0.3376, 0.2550, -1.1747, 0.2965, 0.1495, 0.1721
16.7300, -0.1449, 0.8136, -1.3157, -0.0714, -0.1681, 3.2313, 38890, -0.3393, 0.2460, -1.1742, 0.2698, 0.1384, 0.1712
16.7500, -0.0903, 0.9087, -1.2654, -0.0588, -0.1686, 3.2036, 38910, -0.3408, 0.2371, -1.1737, 0.2447, 0.1258, 0.1702
16.7700, -0.0546, 0.9845, -1.1845, -0.0447, -0.1689, 3.1774, 38930, -0.3418, 0.2286, -1.1734, 0.2193, 0.1126, 0.1687
16.7900, -0.0559, 1.0310, -1.1240, -0.0290, -0.1691, 3.1521, 38950, -0.3435, 0.2197, -1.1730, 0.1976, 0.0960, 0.1694
16.8100, -0.0855, 1.0794, -1.0749, -0.0122, -0.1702, 3.1275, 38970, -0.3448, 0.2114, -1.1725, 0.1760, 0.0800, 0.1697
16.8300, -0.0755, 1.1103, -1.0211, 0.0052, -0.1710, 3.1041, 38990, -0.3462, 0.2034, -1.1720, 0.1555, 0.0631, 0.1702
16.8500, -0.0562, 1.1189, -0.9851, 0.0232, -0.1724, 3.0816, 39010, -0.3473, 0.1955, -1.1712, 0.1345, 0.0457, 0.1707
16.8700, -0.0035, 1.1179, -0.9130, 0.0415, -0.1735, 3.0599, 39030, -0.3485, 0.1875, -1.1702, 0.1153, 0.0290, 0.1708
16.8900, 0.0419, 1.1028, -0.8558, 0.0597, -0.1740, 3.0393, 39050, -0.3499, 0.1796, -1.1694, 0.0979, 0.0128, 0.1680
16.9100, 0.0965, 1.0638, -0.8157, 0.0777, -0.1740, 3.0199, 39070, -0.3513, 0.1715, -1.1678, 0.0827, -0.0001, 0.1651
16.9300, 0.1699, 0.9109, -0.6330, 0.0941, -0.1731, 3.0034, 39090, -0.3526, 0.1634, -1.1662, 0.0690, -0.0133, 0.1625
16.9500, 0.1863, 0.7862, -0.5859, 0.1075, -0.1719, 2.9892, 39110, -0.3541, 0.1557, -1.1645, 0.0570, -0.0258, 0.1602
16.9700, 0.0704, 0.7757, -0.5142, 0.1208, -0.1716, 2.9768, 39130, -0.3552, 0.1482, -1.1629, 0.0471, -0.0383, 0.1602
16.9900, 0.0298, 0.7142, -0.4599, 0.1332, -0.1714, 2.9644, 39150, -0.3563, 0.1407, -1.1614, 0.0402, -0.0513, 0.1605
17.0100, 0.0027, 0.6429, -0.2527, 0.1442, -0.1719, 2.9559, 39170, -0.3580, 0.1337, -1.1591, 0.0373, -0.0584, 0.1594
17.0300, 0.0263, 0.6018, 0.0409, 0.1553, -0.1717, 2.9520, 39190, -0.3580, 0.1266, -1.1571, 0.0428, -0.0720, 0.1572
17.0500, 0.0285, 0.7324, 0.5478, 0.1693, -0.1709, 2.9562, 39210, -0.3571, 0.1195, -1.1549, 0.0563, -0.0908, 0.1547
17.0700, -0.0457, 0.8999, 0.7727, 0.1873, -0.1698, 2.9679, 39230, -0.3550, 0.1126, -1.1528, 0.0704, -0.1136, 0.1553
17.0900, -0.0567, 0.5588, 0.6900, 0.2056, -0.1689, 2.9810, 39250, -0.3546, 0.1063, -1.1501, 0.0808, -0.1191, 0.1537
17.1100, 0.0642, -0.0734, 0.4244, 0.2110, -0.1665, 2.9920, 39270, -0.3554, 0.1006, -1.1471, 0.0847, -0.1087, 0.1492
17.1300, 0.1734, -0.3698, 0.1922, 0.2073, -0.1625, 2.9993, 39290, -0.3560, 0.0944, -1.1446, 0.0881, -0.1042, 0.1429
17.1500, 0.2760, -0.2271, 0.2016, 0.2014, -0.1560, 3.0042, 39310, -0.3558, 0.0881, -1.1414, 0.0913, -0.1008, 0.1346
17.1700, 0.4542, -0.1959, 0.2295, 0.1984, -0.1477, 3.0096, 39330, -0.3553, 0.0819, -1.1387, 0.0945, -0.1003, 0.1236
17.1900, 0.5502, -0.1559, 0.3497, 0.1950, -0.1363, 3.0166, 39350, -0.3551, 0.0755, -1.1356, 0.0999, -0.0983, 0.1101
17.2100, 0.6163, -0.1253, 0.3723, 0.1934, -0.1236, 3.0243, 39370, -0.3554, 0.0693, -1.1332, 0.1051, -0.0973, 0.0970
17.2300, 0.6341, -0.3104, 0.4077, 0.1897, -0.1101, 3.0329, 39390, -0.3562, 0.0632, -1.1303, 0.1118, -0.0875, 0.0827
17.2500, 0.6499, -0.5564, 0.4284, 0.1822, -0.0960, 3.0426, 39410, -0.3571, 0.0573, -1.1285, 0.1210, -0.0791, 0.0691
17.2700, 0.6195, -0.5679, 0.5561, 0.1726, -0.0826, 3.0538, 39430, -0.3578, 0.0514, -1.1265, 0.1325, -0.0687, 0.0564
17.2900, 0.5644, -0.5669, 0.6074, 0.1621, -0.0686, 3.0678, 39450, -0.3587, 0.0457, -1.1248, 0.1428, -0.0577, 0.0455
17.3100, 0.5389, -0.7174, 0.5730, 0.1503, -0.0560, 3.0810, 39470, -0.3600, 0.0399, -1.1236, 0.1545, -0.0416, 0.0332
17.3300, 0.5679, -0.9542, 0.5615, 0.1342, -0.0438, 3.0938, 39490, -0.3614, 0.0340, -1.1227, 0.1670, -0.0220, 0.0215
17.3500, 0.5706, -1.1740, 0.6236, 0.1147, -0.0323, 3.1060, 39510, -0.3630, 0.0282, -1.1221, 0.1823, 0.0031, 0.0108
17.3700, 0.4779, -1.4065, 0.8104, 0.0878, -0.0202, 3.1217, 39530, -0.3645, 0.0229, -1.1218, 0.2004, 0.0296, 0.0030
17.3900, 0.3086, -1.2686, 1.0235, 0.0616, -0.0113, 3.1412, 39550, -0.3666, 0.0173, -1.1221, 0.2227, 0.0502, -0.0008
17.4100, 0.0613, -0.9577, 0.9854, 0.0398, -0.0068, 3.1620, 39570, -0.3680, 0.0127, -1.1229, 0.2414, 0.0634, 0.0016
17.4300, -0.1360, -0.8733, 0.9509, 0.0227, -0.0073, 3.1817, 39590, -0.3693, 0.0078, -1.1236, 0.2627, 0.0802, 0.0068
17.4500, -0.2545, -1.0625, 1.0015, 0.0033, -0.0110, 3.2018, 39610, -0.3705, 0.0032, -1.1245, 0.2841, 0.1029, 0.0136
17.4700, -0.3328, -1.2727, 1.0611, -0.0199, -0.0168, 3.2229, 39630, -0.3725, -0.0013, -1.1264, 0.3072, 0.1216, 0.0223
17.4900, -0.4903, -1.2652, 1.0232, -0.0440, -0.0255, 3.2435, 39650, -0.3741, -0.0054, -1.1264, 0.3270, 0.1471, 0.0373
17.5100, -0.6840, -1.0222, 0.9491, -0.0670, -0.0389, 3.2655, 39670, -0.3755, -0.0085, -1.1277, 0.3436, 0.1596, 0.0554
17.5300, -0.8069, -0.8190, 0.9520, -0.0843, -0.0548, 3.2854, 39690, -0.3765, -0.0116, -1.1285, 0.3638, 0.1711, 0.0740
17.5500, -0.8042, -0.7558, 1.1152, -0.0986, -0.0724, 3.3069, 39710, -0.3768, -0.0142, -1.1294, 0.3875, 0.1810, 0.0924
17.5700, -0.7580, -0.7668, 1.3595, -0.1121, -0.0901, 3.3334, 39730, -0.3765, -0.0160, -1.1298, 0.4147, 0.1920, 0.1096
17.5900, -0.6819, -0.6865, 1.4560, -0.1243, -0.1068, 3.3636, 39750, -0.3756, -0.0171, -1.1303, 0.4409, 0.1980, 0.1269
17.6100, -0.6456, -0.5421, 1.4431, -0.1337, -0.1236, 3.3941, 39770, -0.3746, -0.0175, -1.1307, 0.4683, 0.2020, 0.1427
17.6300, -0.5540, -0.5147, 1.5143, -0.1407, -0.1393, 3.4256, 39790, -0.3729, -0.0179, -1.1308, 0.4984, 0.2046, 0.1585
17.6500, -0.4169, -0.4677, 1.6089, -0.1463, -0.1532, 3.4587, 39810, -0.3713, -0.0175, -1.1315, 0.5305, 0.2040, 0.1693
17.6700, -0.3026, -0.3174, 1.6960, -0.1489, -0.1649, 3.4935, 39830, -0.3693, -0.0168, -1.1317, 0.5638, 0.2013, 0.1782
17.6900, -0.1841, -0.1621, 1.7651, -0.1489, -0.1738, 3.5291, 39850, -0.3674, -0.0156, -1.1323, 0.5974, 0.1943, 0.1859
17.7100, -0.0454, -0.0922, 1.8280, -0.1466, -0.1799, 3.5655, 39870, -0.3650, -0.0141, -1.1328, 0.6329, 0.1845, 0.1910
17.7300, 0.0763, -0.0304, 1.8672, -0.1426, -0.1836, 3.6031, 39890, -0.3625, -0.0123, -1.1332, 0.6714, 0.1768, 0.1926
17.7500, 0.1992, -0.0409, 1.9207, -0.1381, -0.1845, 3.6411, 39910, -0.3598, -0.0094, -1.1337, 0.7104, 0.1680, 0.1917
17.7700, 0.3274, 0.0339, 2.0578, -0.1321, -0.1833, 3.6811, 39930, -0.3572, -0.0063, -1.1345, 0.7536, 0.1556, 0.1878
17.7900, 0.4061, 0.0865, 2.1384, -0.1248, -0.1801, 3.7228, 39950, -0.3545, -0.0027, -1.1356, 0.7961, 0.1448, 0.1828
17.8100, 0.4631, 0.1091, 2.2180, -0.1169, -0.1756, 3.7657, 39970, -0.3524, 0.0011, -1.1364, 0.8411, 0.1313, 0.1775
17.8300, 0.5107, 0.1339, 2.2384, -0.1084, -0.1696, 3.8099, 39990, -0.3504, 0.0049, -1.1373, 0.8881, 0.1162, 0.1711
17.8500, 0.5212, 0.1938, 2.2744, -0.0990, -0.1628, 3.8544, 40010, -0.3481, 0.0097, -1.1384, 0.9335, 0.1025, 0.1626
17.8700, 0.5513, 0.2368, 2.3131, -0.0890, -0.1550, 3.8992, 40030, -0.3465, 0.0144, -1.1396, 0.9809, 0.0871, 0.1530
17.8900, 0.5548, 0.2610, 2.3927, -0.0782, -0.1466, 3.9457, 40050, -0.3449, 0.0195, -1.1409, 1.0284, 0.0707, 0.1442
17.9100, 0.5257, 0.2736, 2.4481, -0.0672, -0.1382, 3.9933, 40070, -0.3436, 0.0252, -1.1419, 1.0757, 0.0572, 0.1348
17.9300, 0.4545, 0.2489, 2.4424, -0.0560, -0.1307, 4.0415, 40090, -0.3426, 0.0309, -1.1431, 1.1230, 0.0434, 0.1260
17.9500, 0.3897, 0.2148, 2.4072, -0.0461, -0.1241, 4.0893, 40110, -0.3421, 0.0372, -1.1444, 1.1695, 0.0295, 0.1168
17.9700, 0.3629, 0.2591, 2.3951, -0.0363, -0.1180, 4.1368, 40130, -0.3416, 0.0436, -1.1454, 1.2153, 0.0166, 0.1100
17.9900, 0.3403, 0.2777, 2.4083, -0.0264, -0.1119, 4.1843, 40150, -0.3410, 0.0506, -1.1465, 1.2609, 0.0035, 0.1015
18.0100, 0.3567, 0.2451, 2.4026, -0.0164, -0.1056, 4.2319, 40170, -0.3404, 0.0578, -1.1459, 1.3080, 0.0086, 0.0869
18.0300, 0.3927, 0.3026, 2.3776, -0.0066, -0.0981, 4.2792, 40190, -0.3402, 0.0659, -1.1474, 1.3522, -0.0061, 0.0751
18.0500, 0.4771, 0.3462, 2.3260, 0.0031, -0.0888, 4.3258, 40210, -0.3407, 0.0732, -1.1501, 1.3944, -0.0318, 0.0655
18.0700, 0.5760, 0.3306, 2.2798, 0.0136, -0.0775, 4.3717, 40230, -0.3411, 0.0807, -1.1517, 1.4347, -0.0440, 0.0497
18.0900, 0.6101, 0.3620, 2.1648, 0.0239, -0.0644, 4.4157, 40250, -0.3421, 0.0876, -1.1536, 1.4745, -0.0561, 0.0335
18.1100, 0.5970, 0.3854, 2.1336, 0.0346, -0.0508, 4.4584, 40270, -0.3421, 0.0876, -1.1536, 1.4745, -0.0561, 0.0335
18.1300, 0.5980, 0.2631, 2.0903, 0.0431, -0.0370, 4.5007, 40290, -0.3421, 0.0876, -1.1536, 1.4745, -0.0561, 0.0335
18.1500, 0.5717, 0.1597, 2.0863, 0.0487, -0.0243, 4.5427, 40310, -0.3421, 0.0876, -1.1536, 1.4745, -0.0561, 0.0335
18.1700, 0.4819, 0.1263, 2.0855, 0.0529, -0.0124, 4.5846, 40330, -0.3421, 0.0876, -1.1536, 1.4745, -0.0561, 0.0335
18.1900, 0.4032, 0.0177, 1.9922, 0.0550, -0.0019, 4.6256, 40350, -0.3421, 0.0876, -1.1536, 1.4745, -0.0561, 0.0335
18.2100, 0.3298, -0.0422, 1.8551, 0.0550, 0.0075, 4.6644, 40370, -0.3421, 0.0876, -1.1536, 1.4745, -0.0561, 0.0335
18.2300, 0.2604, -0.0529, 1.8011, 0.0545, 0.0155, 4.7010, 40390, -0.3494, 0.1375, -1.1692, 1.7318, -0.0745, -0.0629
18.2500, 0.1957, -0.0965, 1.7043, 0.0529, 0.0223, 4.7365, 40410, -0.3509, 0.1440, -1.1693, 1.7663, -0.0671, -0.0674
18.2700, 0.1416, -0.1575, 1.6178, 0.0503, 0.0274, 4.7679, 40430, -0.3528, 0.1504, -1.1722, 1.7937, -0.0656, -0.0734
18.2900, 0.0900, -0.2113, 1.5546, 0.0464, 0.0318, 4.8012, 40450, -0.3542, 0.1565, -1.1749, 1.8246, -0.0624, -0.0790
18.3100, 0.0328, -0.2298, 1.5589, 0.0419, 0.0340, 4.8328, 40470, -0.3554, 0.1627, -1.1776, 1.8537, -0.0553, -0.0848
18.3300, 0.0339, -0.2298, 1.5315, 0.0367, 0.0354, 4.8639, 40490, -0.3567, 0.1676, -1.1797, 1.8851, -0.0499, -0.0875
18.3500, 0.0610, -0.1984, 1.4442, 0.0323, 0.0367, 4.8939, 40510, -0.3576, 0.1737, -1.1830, 1.9117, -0.0462, -0.0955
18.3700, 0.1145, -0.2048, 1.4041, 0.0283, 0.0382, 4.9224, 40530, -0.3601, 0.1794, -1.1861, 1.9354, -0.0480, -0.0986
18.3900, 0.1887, -0.2613, 1.4259, 0.0234, 0.0410, 4.9508, 40550, -0.3603, 0.1848, -1.1888, 1.9639, -0.0408, -0.1060
18.4100, 0.2349, -0.3182, 1.3883, 0.0166, 0.0450, 4.9787, 40570, -0.3607, 0.1901, -1.1910, 1.9915, -0.0317, -0.1123
18.4300, 0.2443, -0.3637, 1.3600, 0.0094, 0.0492, 5.0061, 40590, -0.3610, 0.1953, -1.1937, 2.0168, -0.0239, -0.1181
18.4500, 0.2271, -0.4252, 1.3119, 0.0010, 0.0531, 5.0325, 40610, -0.3614, 0.2002, -1.1966, 2.0421, -0.0158, -0.1238
18.4700, 0.1849, -0.5056, 1.3256, -0.0086, 0.0564, 5.0587, 40630, -0.3615, 0.2051, -1.1989, 2.0691, -0.0022, -0.1284
18.4900, 0.1379, -0.5483, 1.3361, -0.0202, 0.0585, 5.0850, 40650, -0.3616, 0.2103, -1.2010, 2.0957, 0.0119, -0.1321
18.5100, 0.1072, -0.6023, 1.2942, -0.0325, 0.0595, 5.1110, 40670, -0.3612, 0.2155, -1.2030, 2.1203, 0.0248, -0.1341
18.5300, 0.1142, -0.6349, 1.2383, -0.0459, 0.0599, 5.1356, 40690, -0.3606, 0.2210, -1.2046, 2.1434, 0.0387, -0.1357
18.5500, 0.1201, -0.6394, 1.0716, -0.0592, 0.0604, 5.1581, 40710, -0.3599, 0.2267, -1.2066, 2.1628, 0.0514, -0.1378
18.5700, 0.0976, -0.6026, 0.9254, -0.0723, 0.0611, 5.1777, 40730, -0.3593, 0.2326, -1.2081, 2.1798, 0.0653, -0.1393
18.5900, 0.1024, -0.6056, 0.8187, -0.0845, 0.0613, 5.1943, 40750, -0.3586, 0.2389, -1.2093, 2.1956, 0.0782, -0.1406
18.6100, 0.1153, -0.5916, 0.7631, -0.0967, 0.0614, 5.2095, 40770, -0.3576, 0.2450, -1.2099, 2.2126, 0.0984, -0.1455
18.6300, 0.1298, -0.5714, 0.7254, -0.1086, 0.0627, 5.2238, 40790, -0.3568, 0.2507, -1.2104, 2.2187, 0.1085, -0.1564
18.6500, 0.2048, -0.4983, 0.6720, -0.1197, 0.0642, 5.2372, 40810, -0.3560, 0.2590, -1.2134, 2.2389, 0.1114, -0.1521
18.6700, 0.2252, -0.4303, 0.5902, -0.1295, 0.0670, 5.2494, 40830, -0.3551, 0.2662, -1.2139, 2.2514, 0.1192, -0.1556
18.6900, 0.2419, -0.1169, 0.5158, -0.1351, 0.0700, 5.2604, 40850, -0.3546, 0.2736, -1.2136, 2.2610, 0.1206, -0.1600
18.7100, 0.2298, 0.1492, 0.4655, -0.1349, 0.0731, 5.2709, 40870, -0.3529, 0.2818, -1.2122, 2.2707, 0.1194, -0.1625
18.7300, 0.1908, 0.2631, 0.3583, -0.1312, 0.0759, 5.2796, 40890, -0.3516, 0.2894, -1.2114, 2.2771, 0.1121, -0.1649
18.7500, 0.0973, 0.2416, 0.3000, -0.1265, 0.0778, 5.2871, 40910, -0.3503, 0.2967, -1.2110, 2.2815, 0.1038, -0.1696
18.7700, -0.0046, 0.2798, 0.2825, -0.1220, 0.0782, 5.2934, 40930, -0.3490, 0.3043, -1.2095, 2.2867, 0.0961, -0.1680
18.7900, -0.1347, 0.2583, 0.3301, -0.1169, 0.0759, 5.3004, 40950, -0.3480, 0.3113, -1.2073, 2.2917, 0.0909, -0.1625
18.8100, -0.3231, 0.2844, 0.3779, -0.1114, 0.0707, 5.3079, 40970, -0.3468, 0.3184, -1.2048, 2.2991, 0.0856, -0.1546
18.8300, -0.4400, 0.3078, 0.4104, -0.1059, 0.0627, 5.3164, 40990, -0.3447, 0.3256, -1.2022, 2.3085, 0.0807, -0.1432
18.8500, -0.5685, 0.2895, 0.4430, -0.1007, 0.0524, 5.3257, 41010, -0.3435, 0.3320, -1.1996, 2.3174, 0.0773, -0.1320
18.8700, -0.6894, 0.2602, 0.5099, -0.0955, 0.0394, 5.3358, 41030, -0.3422, 0.3386, -1.1966, 2.3266, 0.0721, -0.1167
18.8900, -0.8055, 0.2661, 0.5400, -0.0902, 0.0236, 5.3466, 41050, -0.3410, 0.3448, -1.1936, 2.3353, 0.0676, -0.0983
18.9100, -0.9472, 0.2505, 0.5593, -0.0852, 0.0054, 5.3580, 41070, -0.3393, 0.3502, -1.1908, 2.3469, 0.0630, -0.0797
18.9300, -1.0555, 0.2494, 0.6066, -0.0799, -0.0148, 5.3702, 41090, -0.3375, 0.3555, -1.1872, 2.3584, 0.0584, -0.0564
18.9500, -1.1090, 0.1847, 0.6357, -0.0749, -0.0356, 5.3821, 41110, -0.3364, 0.3603, -1.1841, 2.3694, 0.0533, -0.0332
18.9700, -1.1531, 0.1822, 0.6346, -0.0698, -0.0599, 5.3955, 41130, -0.3341, 0.3646, -1.1807, 2.3834, 0.0485, -0.0081
18.9900, -1.1834, 0.1304, 0.6585, -0.0654, -0.0836, 5.4086, 41150, -0.3328, 0.3689, -1.1781, 2.3951, 0.0475, 0.0138
19.0100, -1.1705, 0.0677, 0.6706, -0.0616, -0.1072, 5.4220, 41170, -0.3316, 0.3719, -1.1759, 2.4079, 0.0454, 0.0330
19.0300, -1.1165, 0.0341, 0.6711, -0.0585, -0.1304, 5.4357, 41190, -0.3291, 0.3745, -1.1730, 2.4235, 0.0401, 0.0586
19.0500, -1.0641, 0.0151, 0.6830, -0.0559, -0.1518, 5.4493, 41210, -0.3289, 0.3772, -1.1722, 2.4325, 0.0404, 0.0720
19.0700, -0.9300, -0.0704, 0.6601, -0.0539, -0.1714, 5.4627, 41230, -0.3266, 0.3791, -1.1704, 2.4464, 0.0418, 0.0895
19.0900, -0.7649, -0.1183, 0.6488, -0.0525, -0.1881, 5.4758, 41250, -0.3240, 0.3809, -1.1693, 2.4600, 0.0432, 0.1016
19.1100, -0.5956, -0.1715, 0.6152, -0.0518, -0.2014, 5.4882, 41270, -0.3211, 0.3822, -1.1678, 2.4719, 0.0417, 0.1148
19.1300, -0.4102, -0.1992, 0.5983, -0.0518, -0.2108, 5.5006, 41290, -0.3179, 0.3832, -1.1673, 2.4841, 0.0438, 0.1217
19.1500, -0.2462, -0.2438, 0.5575, -0.0531, -0.2168, 5.5123, 41310, -0.3151, 0.3839, -1.1685, 2.4936, 0.0499, 0.1183
19.1700, -0.1046, -0.2527, 0.5273, -0.0545, -0.2197, 5.5234, 41330, -0.3109, 0.3843, -1.1689, 2.5052, 0.0531, 0.1187
19.1900, 0.0320, -0.2454, 0.4763, -0.0564, -0.2199, 5.5337, 41350, -0.3074, 0.3849, -1.1694, 2.5136, 0.0577, 0.1167
19.2100, 0.1156, -0.2212, 0.4438, -0.0579, -0.2182, 5.5433, 41370, -0.3023, 0.3847, -1.1701, 2.5232, 0.0569, 0.1142
19.2300, 0.1986, -0.2314, 0.3908, -0.0593, -0.2142, 5.5521, 41390, -0.2982, 0.3852, -1.1705, 2.5293, 0.0617, 0.1113
19.2500, 0.2736, -0.2091, 0.3658, -0.0606, -0.2086, 5.5599, 41410, -0.2938, 0.3848, -1.1716, 2.5366, 0.0667, 0.1020
19.2700, 0.3309, -0.1906, 0.3338, -0.0616, -0.2023, 5.5667, 41430, -0.2884, 0.3845, -1.1724, 2.5435, 0.0659, 0.0978
19.2900, 0.3465, -0.1355, 0.2992, -0.0625, -0.1946, 5.5735, 41450, -0.2836, 0.3838, -1.1729, 2.5489, 0.0690, 0.0930
