time (s), gyro_x (rad/s), gyro_y (rad/s), gyro_z (rad/s), imu_pitch (rad), imu_roll (rad), imu_yaw (rad), counter, x (m), y (m), z (m), yaw (rad), pitch (rad), roll (rad)
12.4700, -0.9055, -1.0931, 1.0585, -0.2731, 0.4581, 0.4208, 34630, -0.3090, 1.7434, -1.3860, -2.7244, 0.2575, -0.6618
12.4900, -0.9837, -0.9902, 1.0308, -0.2998, 0.4356, 0.4292, 34650, -0.3090, 1.7434, -1.3860, -2.7244, 0.2575, -0.6618
12.5100, -1.0370, -0.8612, 1.0028, -0.3238, 0.4109, 0.4388, 34670, -0.3090, 1.7434, -1.3860, -2.7244, 0.2575, -0.6618
12.5300, -1.0550, -0.7701, 0.9700, -0.3451, 0.3850, 0.4494, 34690, -0.3090, 1.7434, -1.3860, -2.7244, 0.2575, -0.6618
12.5500, -1.0273, -0.6212, 0.9604, -0.3637, 0.3583, 0.4613, 34710, -0.3090, 1.7434, -1.3860, -2.7244, 0.2575, -0.6618
12.5700, -1.0028, -0.4798, 0.9184, -0.3789, 0.3314, 0.4744, 34730, -0.3215, 1.9172, -1.3800, -2.6061, 0.4463, -0.4683
12.5900, -0.9897, -0.2817, 0.8832, -0.3906, 0.3044, 0.4885, 34750, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.6100, -0.9612, -0.1269, 0.8488, -0.3983, 0.2789, 0.5035, 34770, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.6300, -0.9665, 0.0723, 0.8141, -0.4019, 0.2539, 0.5189, 34790, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.6500, -0.9606, 0.2553, 0.7698, -0.4013, 0.2288, 0.5348, 34810, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.6700, -0.9612, 0.4413, 0.7574, -0.3972, 0.2053, 0.5498, 34830, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.6900, -0.9319, 0.6330, 0.7021, -0.3883, 0.1796, 0.5664, 34850, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.7100, -0.8751, 0.7881, 0.6881, -0.3759, 0.1566, 0.5819, 34870, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.7300, -0.7840, 0.9552, 0.6569, -0.3594, 0.1353, 0.5969, 34890, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.7500, -0.7055, 1.1197, 0.6470, -0.3393, 0.1159, 0.6116, 34910, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.7600, -0.7055, 1.1197, 0.6470, -0.3393, 0.1159, 0.6116, 34910, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.7900, -0.4817, 1.4377, 0.6158, -0.2890, 0.0848, 0.6393, 34950, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.8100, -0.3338, 1.5804, 0.6128, -0.2590, 0.0740, 0.6524, 34970, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.8300, -0.2059, 1.7221, 0.5714, -0.2272, 0.0661, 0.6650, 34990, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.8500, -0.0511, 1.8234, 0.5878, -0.1936, 0.0616, 0.6772, 35010, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.8700, -0.0511, 1.8234, 0.5878, -0.1936, 0.0616, 0.6772, 35010, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.8900, 0.0239, 1.8782, 0.5725, -0.1580, 0.0599, 0.6892, 35030, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.9100, 0.0228, 1.9016, 0.5674, -0.0846, 0.0595, 0.7128, 35070, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.9300, 0.0228, 1.9016, 0.5674, -0.0846, 0.0595, 0.7128, 35070, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.9500, -0.0922, 1.8514, 0.5798, -0.0133, 0.0592, 0.7360, 35110, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.9700, -0.1153, 1.7726, 0.5618, 0.0192, 0.0583, 0.7472, 35130, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
12.9900, -0.1653, 1.7017, 0.5913, 0.0534, 0.0572, 0.7596, 35150, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.0100, -0.2795, 1.6527, 0.5865, 0.0850, 0.0552, 0.7711, 35170, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.0300, -0.3836, 1.6170, 0.6080, 0.1157, 0.0510, 0.7830, 35190, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.0500, -0.4682, 1.6073, 0.6217, 0.1461, 0.0454, 0.7950, 35210, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.0700, -0.5316, 1.5998, 0.6246, 0.1765, 0.0387, 0.8070, 35230, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.0800, -0.5316, 1.5998, 0.6246, 0.1765, 0.0387, 0.8070, 35230, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.1100, -0.7547, 1.5643, 0.6905, 0.2356, 0.0215, 0.8313, 35270, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.1300, -0.7547, 1.5643, 0.6905, 0.2356, 0.0215, 0.8313, 35270, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.1500, -1.0781, 1.3767, 0.7529, 0.2943, -0.0059, 0.8589, 35310, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.1600, -1.0781, 1.3767, 0.7529, 0.2943, -0.0059, 0.8589, 35310, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.1800, -1.2662, 1.2743, 0.8166, 0.3203, -0.0239, 0.8732, 35330, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.2100, -1.4968, 0.9929, 0.9010, 0.3655, -0.0672, 0.9041, 35370, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.2300, -1.5501, 0.8770, 0.9423, 0.3845, -0.0902, 0.9208, 35390, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.2500, -1.5831, 0.7832, 1.0069, 0.4019, -0.1131, 0.9381, 35410, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.2600, -1.5831, 0.7832, 1.0069, 0.4019, -0.1131, 0.9381, 35410, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.2900, -1.6100, 0.6706, 1.0652, 0.4337, -0.1590, 0.9748, 35450, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.3100, -1.5517, 0.6335, 1.1171, 0.4489, -0.1805, 0.9941, 35470, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.3200, -1.5517, 0.6335, 1.1171, 0.4489, -0.1805, 0.9941, 35470, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.3500, -1.3192, 0.5862, 1.1630, 0.4789, -0.2152, 1.0348, 35510, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.3700, -1.3192, 0.5862, 1.1630, 0.4789, -0.2152, 1.0348, 35510, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.3900, -1.1566, 0.6212, 1.2310, 0.5107, -0.2398, 1.0779, 35550, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.4100, -1.0684, 0.6612, 1.2350, 0.5280, -0.2489, 1.1003, 35570, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.4300, -0.9550, 0.7163, 1.2673, 0.5466, -0.2557, 1.1226, 35590, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.4500, -0.8507, 0.7760, 1.2743, 0.5665, -0.2599, 1.1451, 35610, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.4700, -0.7276, 0.8585, 1.2985, 0.5882, -0.2611, 1.1678, 35630, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.4900, -0.6255, 0.9647, 1.3044, 0.6117, -0.2601, 1.1907, 35650, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.5100, -0.5139, 1.0810, 1.3033, 0.6370, -0.2564, 1.2134, 35670, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.5300, -0.5139, 1.0810, 1.3033, 0.6370, -0.2564, 1.2134, 35670, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.5500, -0.5139, 1.0810, 1.3033, 0.6370, -0.2564, 1.2134, 35670, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.5700, -0.3110, 1.5001, 1.2367, 0.7266, -0.2335, 1.2788, 35730, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.5900, -0.2846, 1.6269, 1.1781, 0.7617, -0.2236, 1.2994, 35750, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.6100, -0.3182, 1.7377, 1.1560, 0.7988, -0.2138, 1.3193, 35770, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.6300, -0.3876, 1.7938, 1.1055, 0.8374, -0.2047, 1.3387, 35790, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.6500, -0.4717, 1.7815, 1.0450, 0.8760, -0.1972, 1.3582, 35810, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.6700, -0.5988, 1.7006, 0.9977, 0.9135, -0.1911, 1.3779, 35830, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.6900, -0.6886, 1.6487, 0.9472, 0.9495, -0.1868, 1.3980, 35850, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.7100, -0.7967, 1.6124, 0.8743, 0.9842, -0.1847, 1.4172, 35870, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.7300, -0.8620, 1.5947, 0.7964, 1.0182, -0.1843, 1.4357, 35890, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.7500, -0.8749, 1.5958, 0.7179, 1.0517, -0.1859, 1.4518, 35910, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.7700, -0.8631, 1.5847, 0.6332, 1.0845, -0.1888, 1.4657, 35930, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.7800, -0.8631, 1.5847, 0.6332, 1.0845, -0.1888, 1.4657, 35930, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.8100, -0.6733, 1.4858, 0.4384, 1.1472, -0.1983, 1.4846, 35970, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.8300, -0.5005, 1.3831, 0.3233, 1.1753, -0.2044, 1.4874, 35990, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.8500, -0.5005, 1.3831, 0.3233, 1.1753, -0.2044, 1.4874, 35990, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.8700, -0.1236, 1.0461, 0.0586, 1.2217, -0.2206, 1.4778, 36030, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.8900, 0.0857, 0.9268, -0.0575, 1.2397, -0.2318, 1.4635, 36050, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.9100, 0.2957, 0.7996, -0.2037, 1.2542, -0.2463, 1.4413, 36070, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.9300, 0.5185, 0.6851, -0.3322, 1.2650, -0.2634, 1.4125, 36090, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.9500, 0.7730, 0.5704, -0.4994, 1.2741, -0.2875, 1.3701, 36110, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.9700, 0.9757, 0.4693, -0.6607, 1.2793, -0.3157, 1.3195, 36130, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
13.9900, 1.1595, 0.3739, -0.8268, 1.2812, -0.3487, 1.2600, 36150, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.0100, 1.3076, 0.3623, -0.9612, 1.2807, -0.3876, 1.1907, 36170, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.0300, 1.4100, 0.3454, -1.0767, 1.2781, -0.4307, 1.1142, 36190, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.0500, 1.4955, 0.3836, -1.2025, 1.2739, -0.4791, 1.0304, 36210, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.0700, 1.5431, 0.3997, -1.3052, 1.2680, -0.5313, 0.9414, 36230, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.0900, 1.5697, 0.3809, -1.3969, 1.2600, -0.5856, 0.8495, 36250, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.1100, 1.5458, 0.4064, -1.4783, 1.2495, -0.6397, 0.7575, 36270, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.1300, 1.5321, 0.3965, -1.5355, 1.2374, -0.6905, 0.6709, 36290, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.1500, 1.5132, 0.4032, -1.5759, 1.2221, -0.7428, 0.5794, 36310, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.1700, 1.5248, 0.3575, -1.5915, 1.2057, -0.7875, 0.4978, 36330, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.1900, 1.5261, 0.2653, -1.5941, 1.1879, -0.8227, 0.4276, 36350, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.2100, 1.5592, 0.1067, -1.5804, 1.1661, -0.8508, 0.3606, 36370, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.2300, 1.6350, -0.1000, -1.5353, 1.1428, -0.8652, 0.3089, 36390, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.2500, 1.7186, -0.3868, -1.4890, 1.1165, -0.8652, 0.2707, 36410, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.2700, 1.8317, -0.6894, -1.4624, 1.0868, -0.8510, 0.2454, 36430, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.2900, 1.9457, -0.9324, -1.4071, 1.0540, -0.8254, 0.2299, 36450, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.3100, 2.0220, -1.1262, -1.3713, 1.0187, -0.7920, 0.2208, 36470, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.3300, 2.1011, -1.2496, -1.3106, 0.9821, -0.7542, 0.2154, 36490, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.3500, 2.1871, -1.3243, -1.2450, 0.9453, -0.7130, 0.2115, 36510, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.3700, 2.2467, -1.3227, -1.1786, 0.9090, -0.6706, 0.2075, 36530, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.3900, 2.3029, -1.2697, -1.1122, 0.8741, -0.6278, 0.2025, 36550, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.4100, 2.3295, -1.1816, -1.0520, 0.8411, -0.5850, 0.1962, 36570, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.4300, 2.3526, -1.1179, -0.9918, 0.8098, -0.5428, 0.1883, 36590, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.4500, 2.3532, -1.0152, -0.9367, 0.7812, -0.5009, 0.1794, 36610, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.4700, 2.3814, -0.9496, -0.8620, 0.7549, -0.4592, 0.1696, 36630, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.4900, 2.3438, -0.8915, -0.8037, 0.7304, -0.4177, 0.1593, 36650, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.5100, 2.2639, -0.8598, -0.7531, 0.7103, -0.3793, 0.1492, 36670, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.5300, 2.2639, -0.8598, -0.7531, 0.7103, -0.3793, 0.1492, 36670, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.5500, 2.2639, -0.8598, -0.7531, 0.7103, -0.3793, 0.1492, 36670, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.5700, 1.8756, -0.8504, -0.6241, 0.6531, -0.2707, 0.1182, 36730, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.5900, 1.7385, -0.8628, -0.5908, 0.6348, -0.2389, 0.1086, 36750, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.6100, 1.5963, -0.8846, -0.5416, 0.6156, -0.2082, 0.0991, 36770, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.6300, 1.4337, -0.8703, -0.5263, 0.5976, -0.1817, 0.0904, 36790, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.6500, 1.2797, -0.8523, -0.4967, 0.5805, -0.1581, 0.0819, 36810, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.6700, 1.0797, -0.8633, -0.4599, 0.5636, -0.1379, 0.0735, 36830, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.6900, 0.8967, -0.8649, -0.4325, 0.5468, -0.1211, 0.0654, 36850, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.7100, 0.7050, -0.8859, -0.4112, 0.5295, -0.1084, 0.0579, 36870, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.7300, 0.5507, -0.9090, -0.3731, 0.5121, -0.0984, 0.0510, 36890, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.7500, 0.4591, -0.9784, -0.3559, 0.4938, -0.0902, 0.0445, 36910, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.7700, 0.4005, -0.9735, -0.3465, 0.4753, -0.0834, 0.0382, 36930, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.7900, 0.3414, -1.0047, -0.3212, 0.4561, -0.0775, 0.0325, 36950, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.8100, 0.2854, -1.0138, -0.2983, 0.4367, -0.0723, 0.0272, 36970, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.8300, 0.2416, -1.0405, -0.2653, 0.4171, -0.0681, 0.0223, 36990, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.8500, 0.2263, -1.0560, -0.2438, 0.3974, -0.0642, 0.0180, 37010, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.8700, 0.2150, -1.0568, -0.2263, 0.3773, -0.0604, 0.0140, 37030, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.8900, 0.2094, -1.0673, -0.2379, 0.3573, -0.0565, 0.0099, 37050, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.9100, 0.2449, -1.0738, -0.2217, 0.3372, -0.0520, 0.0061, 37070, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.9300, 0.2454, -1.0477, -0.2215, 0.3170, -0.0475, 0.0023, 37090, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.9500, 0.2653, -1.0482, -0.2078, 0.2972, -0.0424, 6.2818, 37110, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.9700, 0.3061, -1.0192, -0.1906, 0.2777, -0.0367, 6.2781, 37130, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
14.9900, 0.3642, -1.0208, -0.1954, 0.2585, -0.0300, 6.2746, 37150, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
15.0100, 0.3967, -0.9897, -0.1911, 0.2405, -0.0227, 6.2711, 37170, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
15.0300, 0.4306, -0.9749, -0.1758, 0.2213, -0.0140, 6.2671, 37190, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
15.0500, 0.4731, -0.9429, -0.1881, 0.2035, -0.0047, 6.2633, 37210, -0.3231, 1.9425, -1.3792, -2.5916, 0.4534, -0.4407
15.0700, 0.5150, -0.9007, -0.1675, 0.1861, 0.0054, 6.2594, 37230, -0.1949, 1.8162, -1.3440, -3.0534, -0.1808, -0.1240
15.0900, 0.5427, -0.8964, -0.1640, 0.1691, 0.0164, 6.2556, 37250, -0.1907, 1.7901, -1.3362, -3.0582, -0.1671, -0.1386
15.1100, 0.5765, -0.9112, -0.1419, 0.1532, 0.0274, 6.2521, 37270, -0.1867, 1.7636, -1.3294, -3.0618, -0.1491, -0.1470
15.1300, 0.5838, -0.9251, -0.1021, 0.1353, 0.0401, 6.2488, 37290, -0.1867, 1.7636, -1.3294, -3.0618, -0.1491, -0.1470
15.1500, 0.5803, -0.9878, -0.0847, 0.1176, 0.0527, 6.2457, 37310, -0.1796, 1.7121, -1.3154, -3.0648, -0.1105, -0.1679
15.1700, 0.5607, -1.0654, -0.0656, 0.0986, 0.0646, 6.2427, 37330, -0.1755, 1.6857, -1.3089, -3.0670, -0.0900, -0.1764
15.1900, 0.4728, -1.1367, -0.0699, 0.0782, 0.0756, 6.2397, 37350, -0.1714, 1.6600, -1.3021, -3.0678, -0.0667, -0.1864
15.2100, 0.4059, -1.2146, -0.0312, 0.0559, 0.0852, 6.2368, 37370, -0.1678, 1.6339, -1.2960, -3.0651, -0.0408, -0.1916
15.2300, 0.3330, -1.2840, -0.0175, 0.0319, 0.0930, 6.2340, 37390, -0.1634, 1.6080, -1.2897, -3.0639, -0.0156, -0.1972
15.2500, 0.2615, -1.3235, -0.0105, 0.0066, 0.0997, 6.2308, 37410, -0.1597, 1.5816, -1.2838, -3.0624, 0.0099, -0.1997
15.2700, 0.1795, -1.3581, 0.0040, -0.0188, 0.1049, 6.2280, 37430, -0.1557, 1.5552, -1.2779, -3.0602, 0.0374, -0.2039
15.2900, 0.1215, -1.3477, 0.0116, -0.0450, 0.1087, 6.2252, 37450, -0.1512, 1.5282, -1.2724, -3.0608, 0.0641, -0.2034
15.3100, 0.0519, -1.3127, 0.0250, -0.0705, 0.1112, 6.2224, 37470, -0.1475, 1.5019, -1.2671, -3.0589, 0.0890, -0.2026
15.3300, -0.0102, -1.2412, 0.0204, -0.0949, 0.1122, 6.2200, 37490, -0.1439, 1.4758, -1.2619, -3.0548, 0.1120, -0.2024
15.3500, -0.1145, -1.1345, 0.0196, -0.1176, 0.1122, 6.2176, 37510, -0.1410, 1.4496, -1.2569, -3.0533, 0.1320, -0.1974
15.3700, -0.2355, -1.0203, 0.0169, -0.1382, 0.1100, 6.2155, 37530, -0.1385, 1.4230, -1.2522, -3.0522, 0.1510, -0.1906
15.3900, -0.3607, -0.8894, 0.0269, -0.1562, 0.1049, 6.2137, 37550, -0.1364, 1.3967, -1.2481, -3.0535, 0.1671, -0.1824
15.4100, -0.4972, -0.7832, -0.0027, -0.1719, 0.0974, 6.2122, 37570, -0.1344, 1.3699, -1.2437, -3.0548, 0.1794, -0.1714
15.4300, -0.6292, -0.6150, -0.0280, -0.1847, 0.0871, 6.2106, 37590, -0.1327, 1.3429, -1.2397, -3.0569, 0.1884, -0.1588
15.4500, -0.7354, -0.4591, -0.0726, -0.1946, 0.0745, 6.2085, 37610, -0.1313, 1.3159, -1.2361, -3.0604, 0.1945, -0.1437
15.4700, -0.8313, -0.2760, -0.1263, -0.2011, 0.0602, 6.2057, 37630, -0.1304, 1.2891, -1.2328, -3.0658, 0.1963, -0.1287
15.4900, -0.8856, -0.0804, -0.2231, -0.2044, 0.0443, 6.2019, 37650, -0.1302, 1.2626, -1.2300, -3.0740, 0.1952, -0.1117
15.5100, -0.9286, 0.1355, -0.3048, -0.2042, 0.0278, 6.1964, 37670, -0.1307, 1.2360, -1.2273, -3.0840, 0.1887, -0.0945
15.5300, -0.9563, 0.3650, -0.4064, -0.1995, 0.0112, 6.1888, 37690, -0.1317, 1.2093, -1.2249, -3.0951, 0.1766, -0.0791
15.5500, -0.9198, 0.6109, -0.5394, -0.1904, -0.0049, 6.1786, 37710, -0.1340, 1.1832, -1.2231, -3.1099, 0.1615, -0.0637
15.5700, -0.8674, 0.8235, -0.6830, -0.1768, -0.0202, 6.1656, 37730, -0.1370, 1.1571, -1.2214, -3.1277, 0.1423, -0.0494
15.5900, -0.7940, 0.9926, -0.8531, -0.1606, -0.0342, 6.1500, 37750, -0.1407, 1.1321, -1.2202, 3.1344, 0.1223, -0.0388
15.6100, -0.6639, 1.0845, -0.9923, -0.1401, -0.0471, 6.1292, 37770, -0.1447, 1.1073, -1.2192, 3.1110, 0.1015, -0.0290
15.6300, -0.5440, 1.1388, -1.1719, -0.1199, -0.0569, 6.1060, 37790, -0.1486, 1.0831, -1.2184, 3.0848, 0.0816, -0.0212
15.6500, -0.4220, 1.0835, -1.3434, -0.1005, -0.0644, 6.0793, 37810, -0.1523, 1.0589, -1.2177, 3.0552, 0.0621, -0.0160
15.6700, -0.3002, 1.0394, -1.5108, -0.0805, -0.0700, 6.0493, 37830, -0.1563, 1.0353, -1.2171, 3.0222, 0.0454, -0.0112
15.6900, -0.1906, 0.9442, -1.6463, -0.0620, -0.0737, 6.0160, 37850, -0.1600, 1.0117, -1.2165, 2.9872, 0.0290, -0.0093
15.7100, -0.0567, 0.8706, -1.8089, -0.0452, -0.0754, 5.9798, 37870, -0.1640, 0.9884, -1.2162, 2.9490, 0.0148, -0.0090
15.7300, 0.0731, 0.8117, -1.9769, -0.0300, -0.0754, 5.9404, 37890, -0.1680, 0.9655, -1.2163, 2.9081, 0.0027, -0.0096
15.7500, 0.2131, 0.7617, -2.1269, -0.0162, -0.0731, 5.8980, 37910, -0.1719, 0.9422, -1.2163, 2.8646, -0.0117, -0.0144
15.7700, 0.3698, 0.7222, -2.2736, -0.0040, -0.0682, 5.8528, 37930, -0.1762, 0.9200, -1.2164, 2.8171, -0.0242, -0.0207
15.7900, 0.5225, 0.6663, -2.4128, 0.0054, -0.0606, 5.8050, 37950, -0.1806, 0.8985, -1.2167, 2.7676, -0.0326, -0.0281
15.8100, 0.6819, 0.5929, -2.5577, 0.0136, -0.0503, 5.7550, 37970, -0.1851, 0.8775, -1.2173, 2.7148, -0.0434, -0.0393
15.8300, 0.8402, 0.5002, -2.6797, 0.0213, -0.0365, 5.7025, 37990, -0.1899, 0.8569, -1.2181, 2.6590, -0.0510, -0.0521
15.8500, 0.9233, 0.4029, -2.8101, 0.0278, -0.0213, 5.6505, 38010, -0.1947, 0.8372, -1.2185, 2.6010, -0.0555, -0.0641
15.8700, 0.9862, 0.3293, -2.9039, 0.0340, -0.0033, 5.5905, 38030, -0.1998, 0.8176, -1.2195, 2.5405, -0.0609, -0.0766
