time (s), gyro_x (rad/s), gyro_y (rad/s), gyro_z (rad/s), imu_pitch (rad), imu_roll (rad), imu_yaw (rad), counter, x (m), y (m), z (m), yaw (rad), pitch (rad), roll (rad)
9.1600, -0.0728, -0.1564, -0.0121, 0.0045, -0.0572, 0.1454, 127230, 0.6102, -0.5694, -0.3794, 3.0838, 0.0863, -0.0184
9.1800, -0.0728, -0.1564, -0.0121, 0.0045, -0.0572, 0.1454, 127230, 0.6205, -0.5746, -0.3636, 3.0834, 0.0874, -0.0187
9.2000, 0.0363, -0.0524, -0.0164, 0.0047, -0.0576, 0.1457, 127250, 0.6314, -0.5798, -0.3480, 3.0836, 0.0919, -0.0193
9.2200, -0.0766, 0.0062, 0.0263, 0.0047, -0.0578, 0.1456, 127270, 0.6426, -0.5850, -0.3334, 3.0828, 0.0917, -0.0190
9.2400, -0.0008, -0.0960, -0.0476, 0.0040, -0.0583, 0.1457, 127310, 0.6541, -0.5899, -0.3195, 3.0832, 0.0921, -0.0196
9.2600, -0.0008, -0.0960, -0.0476, 0.0040, -0.0583, 0.1457, 127310, 0.6656, -0.5949, -0.3067, 3.0825, 0.0894, -0.0190
9.2800, -0.0366, 0.1118, 0.0847, 0.0037, -0.0578, 0.1456, 127330, 0.6777, -0.5997, -0.2944, 3.0821, 0.0874, -0.0191
9.3000, 0.1355, -0.1172, -0.1341, 0.0038, -0.0572, 0.1457, 127350, 0.6894, -0.6044, -0.2830, 3.0817, 0.0882, -0.0199
9.3200, -0.0379, 0.0062, -0.0443, 0.0026, -0.0555, 0.1461, 127390, 0.7016, -0.6092, -0.2727, 3.0815, 0.0880, -0.0215
9.3400, -0.0379, 0.0062, -0.0443, 0.0026, -0.0555, 0.1461, 127390, 0.7132, -0.6141, -0.2625, 3.0815, 0.0943, -0.0231
9.3600, 0.1473, -0.0777, -0.0769, 0.0024, -0.0548, 0.1464, 127410, 0.7261, -0.6186, -0.2542, 3.0813, 0.0894, -0.0226
9.3800, 0.0124, 0.0503, 0.0841, 0.0021, -0.0539, 0.1466, 127430, 0.7384, -0.6231, -0.2463, 3.0809, 0.0908, -0.0237
9.4000, 0.0919, -0.0011, -0.0336, 0.0012, -0.0522, 0.1470, 127470, 0.7510, -0.6276, -0.2393, 3.0810, 0.0910, -0.0245
9.4200, 0.0919, -0.0011, -0.0336, 0.0012, -0.0522, 0.1470, 127470, 0.7636, -0.6320, -0.2332, 3.0810, 0.0899, -0.0246
9.4400, 0.0091, 0.0884, 0.0382, 0.0016, -0.0517, 0.1471, 127490, 0.7763, -0.6363, -0.2279, 3.0819, 0.0897, -0.0243
9.4600, 0.0562, -0.0659, -0.0073, 0.0021, -0.0511, 0.1473, 127510, 0.7889, -0.6408, -0.2228, 3.0810, 0.0942, -0.0250
9.4800, -0.0142, -0.0008, -0.0508, 0.0028, -0.0518, 0.1480, 127530, 0.8020, -0.6451, -0.2192, 3.0815, 0.0942, -0.0253
9.5000, -0.0892, -0.0059, 0.0616, 0.0030, -0.0518, 0.1484, 127550, 0.8152, -0.6494, -0.2163, 3.0815, 0.0943, -0.0254
9.5200, 0.1134, 0.1873, -0.0411, 0.0033, -0.0517, 0.1484, 127570, 0.8292, -0.6531, -0.2149, 3.0821, 0.0887, -0.0242
9.5400, -0.1059, -0.0481, -0.0435, 0.0031, -0.0517, 0.1491, 127590, 0.8428, -0.6572, -0.2134, 3.0824, 0.0886, -0.0246
9.5600, 0.0922, -0.0242, -0.1274, 0.0033, -0.0510, 0.1501, 127630, 0.8558, -0.6615, -0.2124, 3.0823, 0.0944, -0.0263
9.5800, 0.0922, -0.0242, -0.1274, 0.0033, -0.0510, 0.1501, 127630, 0.8700, -0.6654, -0.2126, 3.0825, 0.0938, -0.0263
9.6000, -0.0180, -0.0968, -0.0105, 0.0033, -0.0506, 0.1510, 127650, 0.8837, -0.6693, -0.2133, 3.0828, 0.0939, -0.0267
9.6200, 0.1134, 0.0180, 0.1290, 0.0033, -0.0499, 0.1515, 127670, 0.8977, -0.6732, -0.2148, 3.0833, 0.0938, -0.0276
9.6400, -0.0470, 0.0505, 0.0779, 0.0045, -0.0494, 0.1529, 127710, 0.9119, -0.6771, -0.2170, 3.0839, 0.0935, -0.0267
9.6600, -0.0470, 0.0505, 0.0779, 0.0045, -0.0494, 0.1529, 127710, 0.9260, -0.6809, -0.2194, 3.0839, 0.0929, -0.0276
9.6800, -0.0280, 0.0917, 0.0185, 0.0047, -0.0489, 0.1536, 127730, 0.9405, -0.6847, -0.2227, 3.0848, 0.0930, -0.0276
9.7000, 0.0906, -0.0312, -0.0153, 0.0051, -0.0490, 0.1543, 127750, 0.9549, -0.6886, -0.2264, 3.0853, 0.0924, -0.0281
9.7200, 0.0857, -0.0524, 0.0024, 0.0054, -0.0485, 0.1557, 127790, 0.9697, -0.6925, -0.2306, 3.0857, 0.0921, -0.0273
9.7400, 0.0857, -0.0524, 0.0024, 0.0054, -0.0485, 0.1557, 127790, 0.9843, -0.6963, -0.2352, 3.0858, 0.0921, -0.0277
9.7600, -0.1363, 0.0521, 0.0312, 0.0056, -0.0489, 0.1564, 127810, 0.9992, -0.7001, -0.2402, 3.0863, 0.0926, -0.0282
9.7800, -0.0137, -0.0301, 0.0376, 0.0056, -0.0478, 0.1571, 127830, 1.0139, -0.7039, -0.2456, 3.0878, 0.0917, -0.0287
9.8000, 0.2145, -0.0172, 0.0024, 0.0059, -0.0473, 0.1578, 127850, 1.0291, -0.7078, -0.2516, 3.0880, 0.0902, -0.0304
9.8200, -0.0774, 0.0425, 0.0314, 0.0061, -0.0473, 0.1585, 127870, 1.0442, -0.7116, -0.2573, 3.0878, 0.0914, -0.0290
9.8400, 0.0223, 0.1312, 0.0495, 0.0070, -0.0463, 0.1590, 127890, 1.0593, -0.7155, -0.2640, 3.0882, 0.0915, -0.0304
9.8600, 0.1529, -0.0825, -0.0712, 0.0070, -0.0459, 0.1597, 127910, 1.0746, -0.7192, -0.2706, 3.0889, 0.0907, -0.0307
9.8800, 0.0081, 0.1492, 0.0086, 0.0079, -0.0449, 0.1607, 127950, 1.0902, -0.7233, -0.2779, 3.0891, 0.0914, -0.0310
9.9000, 0.0081, 0.1492, 0.0086, 0.0079, -0.0449, 0.1607, 127950, 1.1057, -0.7270, -0.2853, 3.0891, 0.0914, -0.0309
9.9200, 0.0261, -0.1357, -0.0538, 0.0079, -0.0447, 0.1618, 127970, 1.1211, -0.7308, -0.2929, 3.0899, 0.0921, -0.0317
9.9400, 0.0583, 0.0543, 0.1145, 0.0073, -0.0438, 0.1618, 127990, 1.1366, -0.7346, -0.3009, 3.0906, 0.0928, -0.0319
9.9600, -0.2148, -0.0075, -0.0043, 0.0063, -0.0440, 0.1625, 128030, 1.1524, -0.7384, -0.3089, 3.0904, 0.0933, -0.0308
9.9800, -0.2148, -0.0075, -0.0043, 0.0063, -0.0440, 0.1625, 128030, 1.1681, -0.7424, -0.3175, 3.0903, 0.0940, -0.0305
10.0000, -0.1183, -0.0040, -0.0153, 0.0058, -0.0438, 0.1627, 128050, 1.1841, -0.7461, -0.3264, 3.0906, 0.0953, -0.0302
10.0200, -0.0347, -0.0403, -0.0460, 0.0054, -0.0447, 0.1630, 128070, 1.1999, -0.7500, -0.3355, 3.0903, 0.0959, -0.0293
10.0400, 0.0860, -0.1664, -0.0492, 0.0044, -0.0456, 0.1635, 128110, 1.2160, -0.7537, -0.3447, 3.0903, 0.0958, -0.0285
10.0600, 0.0860, -0.1664, -0.0492, 0.0044, -0.0456, 0.1635, 128110, 1.2321, -0.7574, -0.3543, 3.0905, 0.0965, -0.0296
10.0800, 0.0253, 0.1048, 0.0400, 0.0045, -0.0469, 0.1641, 128130, 1.2483, -0.7612, -0.3635, 3.0897, 0.0961, -0.0285
10.1000, -0.0788, -0.0460, -0.0258, 0.0044, -0.0471, 0.1641, 128150, 1.2645, -0.7647, -0.3728, 3.0896, 0.0964, -0.0282
10.1200, -0.0745, 0.0078, 0.0366, 0.0042, -0.0480, 0.1642, 128190, 1.2807, -0.7682, -0.3820, 3.0896, 0.0964, -0.0282
10.1400, -0.0745, 0.0078, 0.0366, 0.0042, -0.0480, 0.1642, 128190, 1.2971, -0.7718, -0.3909, 3.0893, 0.0965, -0.0283
10.1600, 0.1180, -0.0535, -0.0731, 0.0045, -0.0483, 0.1642, 128210, 1.3136, -0.7748, -0.3998, 3.0898, 0.0943, -0.0265
10.1800, -0.0073, -0.0812, 0.0400, 0.0040, -0.0489, 0.1642, 128230, 1.3297, -0.7786, -0.4075, 3.0885, 0.0975, -0.0276
10.2000, 0.0261, -0.2516, 0.0148, 0.0035, -0.0489, 0.1641, 128270, 1.3464, -0.7819, -0.4154, 3.0887, 0.0981, -0.0291
10.2200, 0.0261, -0.2516, 0.0148, 0.0035, -0.0489, 0.1641, 128270, 1.3625, -0.7852, -0.4221, 3.0882, 0.0987, -0.0281
10.2400, -0.0290, 0.1167, -0.0492, 0.0033, -0.0490, 0.1641, 128290, 1.3792, -0.7883, -0.4284, 3.0876, 0.0984, -0.0282
10.2600, -0.0099, -0.1089, 0.0027, 0.0033, -0.0487, 0.1637, 128310, 1.3955, -0.7913, -0.4341, 3.0875, 0.0995, -0.0286
10.2800, -0.0747, 0.1263, -0.0761, 0.0033, -0.0485, 0.1630, 128350, 1.4121, -0.7943, -0.4391, 3.0869, 0.0989, -0.0285
10.3000, -0.0747, 0.1263, -0.0761, 0.0033, -0.0485, 0.1630, 128350, 1.4286, -0.7971, -0.4437, 3.0868, 0.0994, -0.0287
10.3200, -0.0191, -0.2008, 0.0083, 0.0023, -0.0487, 0.1625, 128370, 1.4451, -0.7999, -0.4472, 3.0865, 0.0996, -0.0287
10.3400, 0.0599, 0.2024, -0.0433, 0.0026, -0.0483, 0.1621, 128390, 1.4616, -0.8026, -0.4501, 3.0862, 0.1005, -0.0291
10.3600, -0.0801, -0.0806, 0.0151, 0.0017, -0.0487, 0.1618, 128430, 1.4780, -0.8053, -0.4524, 3.0858, 0.1007, -0.0286
10.3800, -0.0801, -0.0806, 0.0151, 0.0017, -0.0487, 0.1618, 128430, 1.4943, -0.8078, -0.4539, 3.0852, 0.0993, -0.0287
10.4000, -0.0503, 0.2328, -0.0503, 0.0028, -0.0485, 0.1613, 128450, 1.5107, -0.8101, -0.4549, 3.0844, 0.0981, -0.0278
10.4200, 0.0578, -0.1035, 0.0271, 0.0037, -0.0487, 0.1609, 128470, 1.5268, -0.8125, -0.4550, 3.0841, 0.0962, -0.0283
10.4400, -0.0121, 0.2475, 0.0161, 0.0091, -0.0485, 0.1600, 128510, 1.5431, -0.8146, -0.4548, 3.0838, 0.0920, -0.0280
10.4600, -0.0121, 0.2475, 0.0161, 0.0091, -0.0485, 0.1600, 128510, 1.5591, -0.8166, -0.4538, 3.0834, 0.0869, -0.0280
10.4800, 0.1078, 0.1653, -0.0387, 0.0131, -0.0489, 0.1599, 128530, 1.5749, -0.8184, -0.4520, 3.0829, 0.0822, -0.0282
10.5000, 0.0070, 0.3438, 0.0099, 0.0185, -0.0489, 0.1593, 128550, 1.5909, -0.8201, -0.4501, 3.0826, 0.0758, -0.0287
10.5200, -0.0075, 0.3752, -0.0422, 0.0304, -0.0489, 0.1588, 128590, 1.6063, -0.8216, -0.4474, 3.0815, 0.0695, -0.0278
10.5400, -0.0075, 0.3752, -0.0422, 0.0304, -0.0489, 0.1588, 128590, 1.6219, -0.8229, -0.4442, 3.0811, 0.0639, -0.0275
10.5600, -0.0145, 0.1664, 0.0656, 0.0361, -0.0494, 0.1588, 128610, 1.6371, -0.8240, -0.4406, 3.0809, 0.0583, -0.0277
10.5800, -0.0876, 0.4142, -0.0527, 0.0421, -0.0496, 0.1583, 128630, 1.6520, -0.8249, -0.4367, 3.0798, 0.0533, -0.0273
10.6000, 0.0024, 0.1519, -0.0110, 0.0515, -0.0501, 0.1578, 128670, 1.6669, -0.8256, -0.4323, 3.0795, 0.0492, -0.0263
10.6200, 0.0024, 0.1519, -0.0110, 0.0515, -0.0501, 0.1578, 128670, 1.6815, -0.8261, -0.4275, 3.0792, 0.0443, -0.0266
10.6400, -0.0478, 0.4438, -0.0129, 0.0567, -0.0508, 0.1576, 128690, 1.6957, -0.8262, -0.4223, 3.0788, 0.0415, -0.0256
10.6600, -0.0073, -0.0134, -0.0027, 0.0609, -0.0508, 0.1574, 128710, 1.7096, -0.8262, -0.4169, 3.0789, 0.0366, -0.0255
10.6800, -0.0468, 0.1683, -0.0196, 0.0686, -0.0520, 0.1571, 128750, 1.7232, -0.8258, -0.4112, 3.0784, 0.0338, -0.0251
10.7000, -0.0468, 0.1683, -0.0196, 0.0686, -0.0520, 0.1571, 128750, 1.7364, -0.8251, -0.4052, 3.0781, 0.0317, -0.0237
10.7200, -0.0468, 0.1683, -0.0196, 0.0686, -0.0520, 0.1571, 128750, 1.7494, -0.8243, -0.3990, 3.0783, 0.0300, -0.0230
10.7400, -0.0468, 0.1683, -0.0196, 0.0686, -0.0520, 0.1571, 128750, 1.7617, -0.8232, -0.3927, 3.0785, 0.0290, -0.0215
10.7600, -0.0723, -0.0062, 0.0855, 0.0742, -0.0565, 0.1569, 128830, 1.7739, -0.8215, -0.3860, 3.0786, 0.0281, -0.0199
10.7800, -0.0723, -0.0062, 0.0855, 0.0742, -0.0565, 0.1569, 128830, 1.7854, -0.8198, -0.3794, 3.0785, 0.0284, -0.0193
10.8000, 0.0271, 0.0933, -0.0704, 0.0744, -0.0576, 0.1569, 128850, 1.7966, -0.8179, -0.3725, 3.0787, 0.0291, -0.0178
10.8200, -0.0492, -0.0696, 0.0172, 0.0737, -0.0590, 0.1569, 128870, 1.8074, -0.8155, -0.3656, 3.0790, 0.0307, -0.0164
10.8400, -0.0317, 0.0640, 0.0003, 0.0696, -0.0614, 0.1571, 128910, 1.8178, -0.8127, -0.3585, 3.0792, 0.0327, -0.0152
10.8600, -0.0317, 0.0640, 0.0003, 0.0696, -0.0614, 0.1571, 128910, 1.8278, -0.8098, -0.3516, 3.0802, 0.0358, -0.0151
10.8800, -0.0051, -0.4553, 0.0024, 0.0670, -0.0625, 0.1573, 128930, 1.8371, -0.8065, -0.3444, 3.0800, 0.0383, -0.0136
10.9000, -0.0312, -0.0779, 0.0468, 0.0635, -0.0634, 0.1578, 128950, 1.8461, -0.8029, -0.3374, 3.0805, 0.0402, -0.0133
10.9200, -0.0333, -0.2822, 0.0078, 0.0579, -0.0654, 0.1588, 128990, 1.8546, -0.7988, -0.3302, 3.0803, 0.0428, -0.0127
10.9400, -0.0333, -0.2822, 0.0078, 0.0579, -0.0654, 0.1588, 128990, 1.8626, -0.7945, -0.3233, 3.0808, 0.0437, -0.0127
10.9600, -0.0379, 0.0191, 0.0535, 0.0564, -0.0661, 0.1593, 129010, 1.8699, -0.7898, -0.3164, 3.0807, 0.0437, -0.0121
10.9800, 0.0035, -0.1172, -0.0132, 0.0553, -0.0670, 0.1597, 129030, 1.8770, -0.7847, -0.3095, 3.0812, 0.0430, -0.0117
11.0000, -0.0511, 0.0323, 0.0024, 0.0560, -0.0681, 0.1606, 129070, 1.8834, -0.7793, -0.3028, 3.0812, 0.0425, -0.0112
11.0200, -0.0511, 0.0323, 0.0024, 0.0560, -0.0681, 0.1606, 129070, 1.8895, -0.7736, -0.2964, 3.0817, 0.0406, -0.0105
11.0400, 0.0204, 0.1535, 0.0156, 0.0564, -0.0691, 0.1611, 129090, 1.8951, -0.7675, -0.2901, 3.0825, 0.0393, -0.0108
11.0600, 0.0008, 0.1193, 0.0094, 0.0579, -0.0700, 0.1614, 129110, 1.9002, -0.7611, -0.2839, 3.0824, 0.0371, -0.0095
11.0800, -0.0892, 0.1658, 0.0247, 0.0611, -0.0724, 0.1621, 129150, 1.9047, -0.7539, -0.2788, 3.0839, 0.0278, -0.0071
11.1000, -0.0892, 0.1658, 0.0247, 0.0611, -0.0724, 0.1621, 129150, 1.9086, -0.7476, -0.2724, 3.0832, 0.0329, -0.0081
11.1200, 0.0188, 0.0231, -0.0500, 0.0627, -0.0733, 0.1625, 129170, 1.9121, -0.7401, -0.2670, 3.0840, 0.0303, -0.0075
11.1400, -0.0616, 0.2392, 0.0917, 0.0646, -0.0749, 0.1628, 129190, 1.9149, -0.7324, -0.2620, 3.0836, 0.0285, -0.0068
11.1600, 0.0446, 0.0914, -0.0707, 0.0667, -0.0757, 0.1630, 129210, 1.9174, -0.7244, -0.2573, 3.0843, 0.0269, -0.0061
11.1800, 0.0446, 0.0914, -0.0707, 0.0667, -0.0757, 0.1630, 129210, 1.9195, -0.7163, -0.2526, 3.0857, 0.0243, -0.0054
11.2000, 0.0446, 0.0914, -0.0707, 0.0667, -0.0757, 0.1630, 129210, 1.9209, -0.7077, -0.2482, 3.0860, 0.0238, -0.0055
11.2200, -0.0997, -0.1008, 0.0298, 0.0689, -0.0789, 0.1651, 129270, 1.9217, -0.6990, -0.2443, 3.0862, 0.0224, -0.0059
11.2400, 0.0226, 0.1204, 0.0035, 0.0689, -0.0803, 0.1670, 129310, 1.9222, -0.6900, -0.2403, 3.0872, 0.0218, -0.0059
11.2600, 0.0226, 0.1204, 0.0035, 0.0689, -0.0803, 0.1670, 129310, 1.9222, -0.6806, -0.2367, 3.0879, 0.0210, -0.0055
11.2800, -0.0511, -0.0355, 0.0094, 0.0686, -0.0808, 0.1677, 129330, 1.9216, -0.6713, -0.2334, 3.0886, 0.0196, -0.0067
11.3000, 0.0887, 0.0914, 0.0578, 0.0684, -0.0813, 0.1682, 129350, 1.9205, -0.6616, -0.2302, 3.0887, 0.0177, -0.0069
11.3200, 0.0930, 0.1575, 0.0511, 0.0705, -0.0819, 0.1695, 129390, 1.9189, -0.6516, -0.2271, 3.0893, 0.0153, -0.0079
11.3400, 0.0930, 0.1575, 0.0511, 0.0705, -0.0819, 0.1695, 129390, 1.9169, -0.6416, -0.2243, 3.0899, 0.0134, -0.0100
11.3600, 0.1675, 0.1027, 0.0059, 0.0714, -0.0813, 0.1702, 129410, 1.9146, -0.6313, -0.2217, 3.0903, 0.0098, -0.0119
11.3800, 0.1236, 0.2962, 0.0352, 0.0728, -0.0810, 0.1707, 129430, 1.9117, -0.6209, -0.2192, 3.0907, 0.0078, -0.0136
11.4000, 0.0957, 0.2078, 0.0164, 0.0759, -0.0796, 0.1717, 129470, 1.9083, -0.6105, -0.2169, 3.0909, 0.0051, -0.0158
11.4200, 0.0957, 0.2078, 0.0164, 0.0759, -0.0796, 0.1717, 129470, 1.9046, -0.5995, -0.2146, 3.0917, 0.0026, -0.0176
11.4400, 0.1027, 0.2559, 0.0360, 0.0782, -0.0787, 0.1719, 129490, 1.9003, -0.5888, -0.2125, 3.0916, 0.0013, -0.0195
11.4600, 0.1500, -0.1795, 0.0527, 0.0787, -0.0777, 0.1723, 129510, 1.8958, -0.5778, -0.2105, 3.0924, 0.0002, -0.0221
11.4800, 0.1048, -0.0782, 0.0492, 0.0808, -0.0745, 0.1735, 129550, 1.8907, -0.5666, -0.2085, 3.0930, -0.0009, -0.0241
11.5000, 0.1048, -0.0782, 0.0492, 0.0808, -0.0745, 0.1735, 129550, 1.8853, -0.5553, -0.2068, 3.0933, -0.0017, -0.0261
11.5200, 0.1688, 0.0454, 0.0148, 0.0805, -0.0726, 0.1742, 129570, 1.8795, -0.5440, -0.2050, 3.0937, -0.0021, -0.0278
11.5400, 0.1658, 0.1478, -0.0108, 0.0808, -0.0712, 0.1747, 129590, 1.8731, -0.5324, -0.2033, 3.0941, -0.0030, -0.0294
11.5600, 0.0570, 0.1097, -0.0035, 0.0805, -0.0682, 0.1759, 129630, 1.8665, -0.5209, -0.2016, 3.0942, -0.0028, -0.0320
11.5800, 0.0570, 0.1097, -0.0035, 0.0805, -0.0682, 0.1759, 129630, 1.8596, -0.5091, -0.1999, 3.0947, -0.0030, -0.0321
11.6000, 0.0427, -0.0156, 0.0605, 0.0799, -0.0670, 0.1765, 129650, 1.8521, -0.4974, -0.1982, 3.0952, -0.0017, -0.0329
11.6200, 0.0997, -0.1478, -0.0239, 0.0787, -0.0654, 0.1772, 129670, 1.8445, -0.4855, -0.1964, 3.0955, 0.0010, -0.0331
11.6400, -0.0355, -0.1075, 0.0368, 0.0728, -0.0632, 0.1777, 129710, 1.8364, -0.4737, -0.1948, 3.0965, 0.0047, -0.0334
11.6600, -0.0355, -0.1075, 0.0368, 0.0728, -0.0632, 0.1777, 129710, 1.8284, -0.4618, -0.1930, 3.0967, 0.0090, -0.0328
11.6800, 0.0486, -0.3352, -0.0110, 0.0682, -0.0627, 0.1782, 129730, 1.8198, -0.4499, -0.1913, 3.0972, 0.0138, -0.0321
11.7000, -0.0384, -0.1943, -0.0204, 0.0627, -0.0627, 0.1787, 129750, 1.8108, -0.4379, -0.1894, 3.0981, 0.0181, -0.0321
11.7200, 0.0419, -0.3865, -0.0495, 0.0513, -0.0625, 0.1799, 129790, 1.8020, -0.4259, -0.1876, 3.0986, 0.0246, -0.0310
11.7400, 0.0419, -0.3865, -0.0495, 0.0513, -0.0625, 0.1799, 129790, 1.7926, -0.4139, -0.1857, 3.0986, 0.0296, -0.0302
11.7600, -0.0296, -0.1454, -0.0124, 0.0456, -0.0628, 0.1801, 129810, 1.7833, -0.4019, -0.1841, 3.0994, 0.0363, -0.0302
11.7800, 0.0481, -0.5857, 0.0559, 0.0393, -0.0630, 0.1806, 129830, 1.7736, -0.3896, -0.1820, 3.0994, 0.0424, -0.0295
11.8000, 0.0008, -0.3094, -0.0245, 0.0264, -0.0630, 0.1813, 129870, 1.7636, -0.3775, -0.1803, 3.0999, 0.0480, -0.0291
11.8200, 0.0008, -0.3094, -0.0245, 0.0264, -0.0630, 0.1813, 129870, 1.7539, -0.3656, -0.1786, 3.1007, 0.0547, -0.0281
11.8400, -0.0446, -0.4223, 0.0403, 0.0199, -0.0632, 0.1819, 129890, 1.7437, -0.3534, -0.1765, 3.1009, 0.0600, -0.0267
11.8600, -0.0933, -0.3822, -0.0452, 0.0145, -0.0634, 0.1819, 129910, 1.7334, -0.3413, -0.1748, 3.1009, 0.0652, -0.0254
11.8800, -0.0933, -0.3822, -0.0452, 0.0145, -0.0634, 0.1819, 129910, 1.7232, -0.3293, -0.1732, 3.1016, 0.0695, -0.0254
11.9000, -0.0607, -0.4064, 0.0156, 0.0049, -0.0653, 0.1824, 129950, 1.7127, -0.3170, -0.1709, 3.1012, 0.0731, -0.0243
11.9200, -0.1492, 0.0360, -0.0486, 0.0010, -0.0660, 0.1824, 129970, 1.7021, -0.3051, -0.1690, 3.1006, 0.0768, -0.0225
11.9400, 0.0524, -0.1739, -0.0083, -0.0044, -0.0668, 0.1822, 130010, 1.6913, -0.2928, -0.1670, 3.1005, 0.0783, -0.0227
11.9600, 0.0524, -0.1739, -0.0083, -0.0044, -0.0668, 0.1822, 130010, 1.6808, -0.2807, -0.1649, 3.1003, 0.0793, -0.0232
11.9800, 0.1191, 0.0825, -0.1298, -0.0047, -0.0667, 0.1817, 130030, 1.6701, -0.2687, -0.1626, 3.0998, 0.0793, -0.0220
12.0000, -0.0430, -0.0382, 0.0000, -0.0051, -0.0660, 0.1812, 130050, 1.6594, -0.2565, -0.1603, 3.0998, 0.0798, -0.0227
12.0200, 0.0634, 0.0121, -0.0683, -0.0045, -0.0649, 0.1803, 130090, 1.6486, -0.2446, -0.1579, 3.0991, 0.0784, -0.0243
12.0400, 0.0634, 0.0121, -0.0683, -0.0045, -0.0649, 0.1803, 130090, 1.6378, -0.2325, -0.1553, 3.0979, 0.0778, -0.0251
12.0600, 0.0720, 0.0930, 0.0172, -0.0035, -0.0639, 0.1796, 130110, 1.6271, -0.2204, -0.1525, 3.0973, 0.0770, -0.0242
12.0800, 0.0438, -0.0573, -0.0384, -0.0028, -0.0632, 0.1792, 130130, 1.6162, -0.2086, -0.1496, 3.0960, 0.0749, -0.0251
12.1000, 0.0492, -0.0887, 0.0228, 0.0000, -0.0618, 0.1777, 130170, 1.6054, -0.1966, -0.1465, 3.0953, 0.0748, -0.0261
12.1200, 0.0492, -0.0887, 0.0228, 0.0000, -0.0618, 0.1777, 130170, 1.5946, -0.1847, -0.1436, 3.0945, 0.0746, -0.0268
12.1400, 0.0274, 0.2325, -0.0970, 0.0002, -0.0611, 0.1772, 130190, 1.5840, -0.1730, -0.1404, 3.0940, 0.0747, -0.0269
12.1600, 0.0035, 0.0538, -0.0699, 0.0010, -0.0602, 0.1761, 130210, 1.5734, -0.1611, -0.1370, 3.0937, 0.0739, -0.0274
12.1800, 0.0941, 0.1857, -0.1177, 0.0024, -0.0592, 0.1749, 130250, 1.5627, -0.1494, -0.1337, 3.0936, 0.0727, -0.0268
12.2000, 0.0941, 0.1857, -0.1177, 0.0024, -0.0592, 0.1749, 130250, 1.5520, -0.1377, -0.1307, 3.0931, 0.0721, -0.0267
12.2200, 0.0282, -0.1121, 0.0110, 0.0033, -0.0588, 0.1740, 130270, 1.5411, -0.1262, -0.1275, 3.0924, 0.0711, -0.0264
12.2400, -0.0011, 0.0685, 0.0126, 0.0044, -0.0588, 0.1735, 130290, 1.5306, -0.1147, -0.1241, 3.0908, 0.0702, -0.0261
12.2600, 0.0460, 0.0548, 0.0159, 0.0070, -0.0590, 0.1724, 130330, 1.5199, -0.1032, -0.1213, 3.0907, 0.0687, -0.0256
12.2800, 0.0460, 0.0548, 0.0159, 0.0070, -0.0590, 0.1724, 130330, 1.5085, -0.0918, -0.1183, 3.0906, 0.0668, -0.0253
12.3000, 0.0306, 0.1403, -0.0011, 0.0086, -0.0599, 0.1723, 130350, 1.4977, -0.0801, -0.1151, 3.0907, 0.0654, -0.0240
12.3200, -0.1107, -0.1048, -0.0831, 0.0105, -0.0604, 0.1716, 130370, 1.4871, -0.0689, -0.1119, 3.0892, 0.0627, -0.0241
12.3400, -0.0492, 0.0586, -0.0180, 0.0157, -0.0602, 0.1705, 130410, 1.4763, -0.0576, -0.1091, 3.0884, 0.0604, -0.0236
12.3600, -0.0492, 0.0586, -0.0180, 0.0157, -0.0602, 0.1705, 130410, 1.4655, -0.0464, -0.1064, 3.0884, 0.0575, -0.0240
12.3800, 0.0452, 0.1250, -0.0065, 0.0188, -0.0597, 0.1698, 130430, 1.4546, -0.0351, -0.1035, 3.0879, 0.0545, -0.0245
12.4000, 0.0481, 0.1709, 0.0430, 0.0220, -0.0592, 0.1693, 130450, 1.4437, -0.0240, -0.1011, 3.0876, 0.0517, -0.0253
12.4200, -0.0296, 0.0194, -0.0581, 0.0260, -0.0576, 0.1682, 130490, 1.4331, -0.0131, -0.0989, 3.0873, 0.0516, -0.0259
12.4400, -0.0296, 0.0194, -0.0581, 0.0260, -0.0576, 0.1682, 130490, 1.4221, -0.0022, -0.0968, 3.0868, 0.0512, -0.0264
12.4600, -0.1161, 0.0895, 0.0390, 0.0269, -0.0565, 0.1679, 130510, 1.4113, 0.0088, -0.0951, 3.0863, 0.0509, -0.0279
12.4800, 0.0715, -0.0199, -0.0710, 0.0278, -0.0557, 0.1670, 130530, 1.4000, 0.0198, -0.0936, 3.0871, 0.0499, -0.0279
12.5000, 0.0882, 0.1024, -0.0462, 0.0284, -0.0541, 0.1662, 130570, 1.3895, 0.0304, -0.0927, 3.0861, 0.0503, -0.0293
12.5200, 0.0882, 0.1024, -0.0462, 0.0284, -0.0541, 0.1662, 130570, 1.3785, 0.0412, -0.0922, 3.0857, 0.0501, -0.0292
12.5400, 0.0771, -0.0661, 0.0005, 0.0290, -0.0538, 0.1656, 130590, 1.3680, 0.0517, -0.0925, 3.0852, 0.0501, -0.0306
12.5600, 0.1395, -0.0433, -0.0231, 0.0290, -0.0531, 0.1653, 130610, 1.3570, 0.0622, -0.0934, 3.0862, 0.0497, -0.0323
