freq,real,imag,amp,phase,
10,0.00062518,-0.00041052,0.00074791,-33.291
14,0.0007514,0.0016681,0.0018296,65.751
18,0.0027051,0.0052671,0.0059211,62.816
22,0.0095539,0.012503,0.015735,52.615
26,0.01173,0.015725,0.019619,53.279
30,0.0057633,0.0091103,0.01078,57.682
34,0.00054986,0.0019172,0.0019945,73.997
38,-0.00018435,-0.00053265,0.00056365,-109.09
42,0.00059607,-0.00030903,0.00067141,-27.404
46,0.00039768,0.00062847,0.00074372,57.676
1566,0.0042761,-0.0031819,0.0053301,-36.654
1570,0.010427,-0.0047356,0.011452,-24.426
1574,0.013704,-0.0039754,0.014269,-16.177
1578,0.0089572,-0.00060803,0.0089778,-3.8834
1582,0.0024591,0.00062536,0.0025373,14.268
1586,0.00031754,0.00051005,0.00060082,58.095
1590,-0.00035852,0.00022354,0.0004225,148.06
1594,0.00019804,-0.00083273,0.00085596,-76.623
1598,0.0013743,-0.00017849,0.0013858,-7.4001
1602,0.00038862,0.0010163,0.0010881,69.074
