Time (s),Radian,Radian,
0,0.3,-0
0.001,0.30007,-0
0.002,0.30015,-0
0.003,0.30022,-0
0.004,0.3003,-0
0.005,0.30037,-0
0.006,0.30045,-0
0.007,0.30052,-0
0.008,0.3006,-0
0.009,0.30067,-0
109.63,0.35164,0.17216
109.63,0.3517,0.1709
109.63,0.35176,0.1709
109.64,0.35183,0.16965
109.64,0.35189,0.16965
109.64,0.35196,0.16965
109.64,0.35202,0.16839
109.64,0.35208,0.16839
109.64,0.35215,0.16839
109.64,0.35221,0.16713
