Time (s),Radian,Radian,
0,0.3,-0
0.001,0.3001,-0
0.002,0.3002,-0
0.003,0.3003,-0
0.004,0.3004,-0
0.005,0.3005,-0
0.006,0.3006,-0
0.007,0.3007,-0
0.008,0.3008,-0
0.009,0.3009,-0
69.922,0.37222,0.17216
69.923,0.37229,0.1709
69.924,0.37236,0.1709
69.925,0.37243,0.16965
69.926,0.37249,0.16965
69.927,0.37256,0.16965
69.928,0.37263,0.16839
69.929,0.3727,0.16839
69.93,0.37277,0.16839
69.931,0.37284,0.16713
