194.216	-372.8
194.484	-372.8
194.753	-372.8
195.022	-333.4
195.29	-36.12
195.559	-0.3
195.827	-70.14
196.096	17.61
196.364	73.13
196.633	39.1
196.901	-64.77
197.17	-45.07
197.438	-41.49
197.706	76.71
197.975	-20
198.243	-18.21
198.512	53.43
198.78	134.02
199.048	78.5
199.317	166.25
199.585	248.63
199.853	327.43
200.122	200.28
200.39	182.37
200.658	62.38
200.926	168.04
201.195	153.72
201.463	35.52
201.731	169.83
201.999	211.02
202.267	151.93
202.536	112.53
202.804	160.88
203.072	146.55
203.34	184.16
203.608	119.69
203.876	96.41
204.144	155.51
204.412	73.13
204.68	125.06
204.948	89.24
205.216	141.18
205.484	171.62
205.752	55.22
206.02	87.45
206.288	87.45
206.556	21.19
206.824	189.53
207.092	128.64
207.36	177
207.628	116.11
207.896	142.97
208.164	130.43
208.431	164.46
208.699	121.48
208.967	19.4
209.235	150.13
209.503	216.4
209.77	71.34
210.038	142.97
210.306	125.06
210.573	228.93
210.841	94.62
211.109	132.23
211.377	132.23
211.644	166.25
211.912	82.08
212.179	108.94
212.447	-30.74
212.715	91.04
212.982	338.18
213.25	234.31
213.517	155.51
213.785	185.95
214.052	89.24
214.32	108.94
214.587	150.13
214.855	160.88
215.122	92.83
215.39	123.27
215.657	12.24
215.925	57.01
216.192	83.87
216.459	150.13
216.727	237.89
216.994	57.01
217.261	110.74
217.529	142.97
217.796	193.12
218.063	298.78
218.331	89.24
218.598	130.43
218.865	157.3
219.132	107.15
219.399	178.79
219.667	101.78
219.934	137.6
220.201	218.19
220.468	92.83
220.735	107.15
221.002	166.25
221.27	101.78
221.537	108.94
221.804	250.42
222.071	82.08
222.338	177
222.605	116.11
222.872	33.73
223.139	189.53
223.406	144.76
223.673	200.28
223.94	151.93
224.207	117.9
224.474	151.93
224.741	134.02
225.007	103.57
225.274	123.27
225.541	94.62
225.808	37.31
226.075	203.86
226.342	73.13
226.609	51.64
226.875	119.69
227.142	223.56
227.409	80.29
227.676	245.05
227.942	155.51
228.209	96.41
228.476	137.6
228.742	80.29
229.009	65.96
229.276	178.79
229.542	141.18
229.809	105.36
230.076	134.02
230.342	73.13
230.609	82.08
230.875	243.26
231.142	142.97
231.408	117.9
231.675	141.18
231.941	91.04
232.208	178.79
232.474	207.44
232.741	87.45
233.007	85.66
233.274	207.44
233.54	218.19
233.807	74.92
234.073	134.02
234.339	178.79
234.606	110.74
234.872	134.02
235.138	194.91
235.405	139.39
235.671	168.04
235.937	141.18
236.203	82.08
236.47	180.58
236.736	134.02
237.002	65.96
237.268	157.3
237.535	119.69
237.801	162.67
238.067	96.41
238.333	184.16
238.599	125.06
238.865	92.83
239.131	49.85
239.397	162.67
239.663	103.57
239.929	134.02
240.195	89.24
240.462	200.28
240.728	99.99
240.993	65.96
241.259	221.77
241.525	202.07
241.791	-3.88
242.057	207.44
242.323	55.22
242.589	42.68
