time,pitch_desired,ang_pitch,angvel_pitch,u2
0,0,0,0,0
0.02,0.049218246,0,0,0.123045614
0.04,0.09766029,0.006152281,0.615228072,0.121105111
0.06,0.144562174,0.024512098,1.220753629,0.086493305
0.08,0.189184225,0.053251836,1.653220154,0.050517448
0.1,0.230822729,0.088842111,1.905807393,0.021435251
0.12,0.26882102,0.128030021,2.012983646,-0.000294642
0.14,0.302579843,0.168274962,2.011510437,-0.016252125
0.16,0.331566801,0.207692565,1.930249812,-0.028108127
0.18,0.355324753,0.244892155,1.78970918,-0.037117612
0.2,0.373479021,0.278830458,1.604121122,-0.044099789
0.22,0.385743301,0.308707891,1.383622177,-0.049545354
0.24,0.39192418,0.333903066,1.135895405,-0.053728913
0.26,0.39192418,0.353934529,0.867250842,-0.05679477
0.28,0.385743301,0.368439807,0.58327699,-0.058814738
0.3,0.373479021,0.37716461,0.289203299,-0.059824551
0.32,0.355324753,0.379957449,-0.009919457,-0.059845835
0.34,0.331566801,0.376766768,-0.309148632,-0.058898906
0.36,0.302579843,0.36763885,-0.603643163,-0.057009964
0.38,0.26882102,0.352715488,-0.888692981,-0.054214899
0.4,0.230822729,0.332230884,-1.159767478,-0.050561079
0.42,0.189184225,0.30650748,-1.412572871,-0.046107885
0.44,0.144562174,0.275950629,-1.643112294,-0.040926486
0.46,0.09766029,0.241042058,-1.847744722,-0.035099094
0.48,0.049218246,0.202332209,-2.023240191,-0.028717875
0.5,-3.00695E-16,0.160431512,-2.166829568,-0.021883605
0.52,-0.049218246,0.11600074,-2.276247592,-0.014704136
0.54,-0.09766029,0.069740581,-2.349768272,-0.007292732
0.56,-0.144562174,0.022380579,-2.386231931,0.000233705
0.58,-0.189184225,-0.025332374,-2.385063406,0.007756467
0.6,-0.230822729,-0.072645819,-2.346281069,0.015156912
0.62,-0.26882102,-0.118813595,-2.27049651,0.022318326
0.64,-0.302579843,-0.163107608,-2.158904881,0.029127768
0.66,-0.331566801,-0.204829318,-2.013266041,0.035477849
0.68,-0.355324753,-0.243320746,-1.835876797,0.041268423
0.7,-0.373479021,-0.277974861,-1.629534682,0.04640817
0.72,-0.385743301,-0.308245146,-1.397493833,0.050816032
0.74,-0.39192418,-0.333654221,-1.143413671,0.054422496
0.76,-0.39192418,-0.35380137,-0.871301194,0.057170684
0.78,-0.385743301,-0.368368859,-0.585447776,0.059017256
0.8,-0.373479021,-0.377126952,-0.290361497,0.059933091
0.82,-0.355324753,-0.379937527,0.009303956,0.059903745
0.84,-0.331566801,-0.376756261,0.30882268,0.058929681
0.86,-0.302579843,-0.367633323,0.603471086,0.057026261
0.88,-0.26882102,-0.352712589,0.888602393,0.054223503
0.9,-0.230822729,-0.332229366,1.159719909,0.050565608
0.92,-0.189184225,-0.306506687,1.412547949,0.046110263
0.94,-0.144562174,-0.275950215,1.643099264,0.040927732
0.96,-0.09766029,-0.241041843,1.847737922,0.035099745
0.98,-0.049218246,-0.202332097,2.02323665,0.028718215
1,9.50177E-16,-0.160431454,2.166827726,0.021883782
1.02,0.049218246,-0.11600071,2.276246636,0.014704228
1.04,0.09766029,-0.069740566,2.349767776,0.00729278
1.06,0.144562174,-0.022380571,2.386231674,-0.00023368
1.08,0.189184225,0.025332378,2.385063274,-0.007756455
1.1,0.230822729,0.072645821,2.346281,-0.015156905
1.12,0.26882102,0.118813596,2.270496474,-0.022318322
1.14,0.302579843,0.163107609,2.158904863,-0.029127766
1.16,0.331566801,0.204829318,2.013266031,-0.035477848
1.18,0.355324753,0.243320746,1.835876792,-0.041268423
1.2,0.373479021,0.277974861,1.62953468,-0.04640817
1.22,0.385743301,0.308245146,1.397493831,-0.050816032
1.24,0.39192418,0.333654221,1.143413671,-0.054422495
1.26,0.39192418,0.35380137,0.871301193,-0.057170684
1.28,0.385743301,0.368368859,0.585447776,-0.059017256
1.3,0.373479021,0.377126952,0.290361497,-0.059933091
1.32,0.355324753,0.379937527,-0.009303956,-0.059903745
1.34,0.331566801,0.376756261,-0.30882268,-0.058929681
1.36,0.302579843,0.367633323,-0.603471086,-0.057026261
1.38,0.26882102,0.352712589,-0.888602393,-0.054223503
1.4,0.230822729,0.332229366,-1.159719909,-0.050565608
1.42,0.189184225,0.306506687,-1.412547949,-0.046110263
1.44,0.144562174,0.275950215,-1.643099264,-0.040927732
1.46,0.09766029,0.241041843,-1.847737922,-0.035099745
1.48,0.049218246,0.202332097,-2.02323665,-0.028718215
1.5,-1.94845E-15,0.160431454,-2.166827726,-0.021883782
1.52,-0.049218246,0.11600071,-2.276246636,-0.014704228
1.54,-0.09766029,0.069740566,-2.349767776,-0.00729278
1.56,-0.144562174,0.022380571,-2.386231674,0.00023368
1.58,-0.189184225,-0.025332378,-2.385063274,0.007756455
1.6,-0.230822729,-0.072645821,-2.346281,0.015156905
1.62,-0.26882102,-0.118813596,-2.270496474,0.022318322
1.64,-0.302579843,-0.163107609,-2.158904863,0.029127766
1.66,-0.331566801,-0.204829318,-2.013266031,0.035477848
1.68,-0.355324753,-0.243320746,-1.835876792,0.041268423
1.7,-0.373479021,-0.277974861,-1.62953468,0.04640817
1.72,-0.385743301,-0.308245146,-1.397493831,0.050816032
1.74,-0.39192418,-0.333654221,-1.143413671,0.054422495
1.76,-0.39192418,-0.35380137,-0.871301193,0.057170684
1.78,-0.385743301,-0.368368859,-0.585447776,0.059017256
