194.216	-337.73
194.484	-337.73
194.753	-337.73
195.022	-312.66
195.29	72.38
195.559	59.84
195.827	-17.16
196.096	-52.98
196.364	45.52
196.633	67.01
196.901	-87.01
197.17	50.89
197.438	-45.82
197.706	59.84
197.975	-47.61
198.243	-67.31
198.512	34.77
198.78	22.24
199.048	52.68
199.317	2.54
199.585	101.03
199.853	58.05
200.122	59.84
200.39	120.73
200.658	-40.44
200.926	-11.79
201.195	135.06
201.463	-87.01
201.731	90.29
201.999	56.26
202.267	16.86
202.536	97.45
202.804	72.38
203.072	115.36
203.34	68.8
203.608	56.26
203.876	15.07
204.144	59.84
204.412	-36.86
204.68	22.24
204.948	61.64
205.216	20.45
205.484	81.34
205.752	-6.42
206.02	81.34
206.288	47.31
206.556	-56.56
206.824	88.5
207.092	-18.95
207.36	149.39
207.628	40.15
207.896	38.35
208.164	84.92
208.431	-18.95
208.699	4.33
208.967	29.4
209.235	109.99
209.503	83.13
209.77	2.54
210.038	25.82
210.306	24.03
210.573	203.11
210.841	-24.33
211.109	24.03
211.377	108.2
211.644	99.24
211.912	-8.21
212.179	-38.65
212.447	-33.28
212.715	-18.95
212.982	240.72
213.25	111.78
213.517	83.13
213.785	67.01
214.052	-18.95
214.32	32.98
214.587	40.15
214.855	75.96
215.122	67.01
215.39	138.64
215.657	-92.38
215.925	-31.49
216.192	25.82
216.459	102.83
216.727	81.34
216.994	-26.12
217.261	0.75
217.529	86.71
217.796	142.22
218.063	206.7
218.331	34.77
218.598	41.94
218.865	102.83
219.132	4.33
219.399	11.49
219.667	32.98
219.934	-45.82
220.201	-4.63
220.468	-2.84
220.735	25.82
221.002	32.98
221.27	47.31
221.537	41.94
221.804	18.65
222.071	-95.96
222.338	101.03
222.605	32.98
222.872	-60.14
223.139	79.54
223.406	129.69
223.673	20.45
223.94	40.15
224.207	104.62
224.474	31.19
224.741	41.94
225.007	-27.91
225.274	65.22
225.541	4.33
225.808	9.7
226.075	32.98
226.342	31.19
226.609	-69.1
226.875	-31.49
227.142	45.52
227.409	15.07
227.676	152.97
227.942	45.52
228.209	-10
228.476	24.03
228.742	-61.93
229.009	81.34
229.276	41.94
229.542	-13.58
229.809	77.75
230.076	70.59
230.342	34.77
230.609	-27.91
230.875	34.77
231.142	58.05
231.408	36.56
231.675	36.56
231.941	77.75
232.208	11.49
232.474	38.35
232.741	-90.59
233.007	31.19
233.274	165.51
233.54	54.47
233.807	-47.61
234.073	-44.03
234.339	81.34
234.606	95.66
234.872	54.47
235.138	84.92
235.405	43.73
235.671	99.24
235.937	-11.79
236.203	-17.16
236.47	68.8
236.736	-18.95
237.002	32.98
237.268	-4.63
237.535	111.78
237.801	32.98
238.067	84.92
238.333	36.56
238.599	13.28
238.865	-24.33
239.131	-78.05
239.397	133.27
239.663	-69.1
239.929	75.96
240.195	68.8
240.462	117.15
240.728	50.89
240.993	84.92
241.259	136.85
241.525	136.85
241.791	6.12
242.057	56.26
242.323	36.56
242.589	16.86
242.855	59.84
243.121	68.8
243.387	-52.98
243.652	31.19
243.918	20.45
244.184	-36.86
244.45	-56.56
244.716	72.38
244.981	67.01
245.247	65.22
245.513	54.47
245.779	56.26
246.044	124.32
246.31	195.95
246.576	92.08
246.841	65.22
247.107	-20.74
247.373	-18.95
247.638	210.28
247.904	219.23
248.169	38.35
248.435	-65.52
248.7	20.45
248.966	63.43
249.231	83.13
249.497	-40.44
249.762	93.87
250.028	65.22
250.293	-13.58
250.559	25.82
250.824	-1.04
251.09	102.83
251.355	77.75
251.62	41.94
251.886	-70.89
252.151	83.13
252.416	81.34
252.682	65.22
252.947	36.56
253.212	135.06
253.477	15.07
253.743	127.9
254.008	109.99
254.273	-36.86
254.538	36.56
254.804	49.1
255.069	179.83
255.334	56.26
255.599	18.65
255.864	49.1
256.129	7.91
256.394	-22.54
256.659	-124.61
256.925	36.56
257.19	29.4
257.455	67.01
257.72	43.73
257.985	136.85
258.25	113.57
258.515	-4.63
258.78	63.43
259.044	-29.7
259.309	-40.44
259.574	54.47
259.839	70.59
260.104	126.11
260.369	-31.49
260.634	-51.19
260.899	111.78
261.163	-38.65
261.428	-20.74
261.693	47.31
261.958	61.64
262.223	0.75
262.487	-27.91
262.752	74.17
263.017	-2.84
263.281	47.31
263.546	-4.63
263.811	31.19
264.075	142.22
264.34	-35.07
264.605	-31.49
264.869	160.13
265.134	-90.59
265.398	-56.56
265.663	88.5
265.927	111.78
266.192	74.17
266.457	2.54
266.721	45.52
266.985	59.84
267.25	11.49
267.514	24.03
267.779	9.7
268.043	74.17
268.308	92.08
268.572	18.65
268.836	34.77
269.101	84.92
269.365	67.01
269.629	118.94
269.894	-6.42
270.158	43.73
270.422	-2.84
270.687	-72.68
270.951	29.4
271.215	-1.04
271.479	2.54
271.743	-60.14
272.008	-35.07
272.272	-18.95
272.536	40.15
272.8	59.84
273.064	32.98
273.328	81.34
273.592	74.17
273.856	25.82
274.12	13.28
274.385	-45.82
274.649	-72.68
274.913	59.84
275.177	25.82
275.441	136.85
275.704	54.47
275.968	36.56
276.232	-40.44
276.496	-95.96
276.76	-47.61
277.024	29.4
277.288	-87.01
277.552	-1.04
277.816	18.65
278.079	102.83
278.343	138.64
278.607	50.89
278.871	104.62
279.135	18.65
279.398	9.7
279.662	45.52
279.926	-65.52
280.189	133.27
280.453	43.73
280.717	127.9
280.98	59.84
281.244	32.98
281.508	90.29
281.771	-58.35
282.035	72.38
282.298	109.99
282.562	36.56
282.826	58.05
283.089	22.24
283.353	84.92
283.616	56.26
283.88	92.08
284.143	-15.37
284.407	20.45
284.67	-45.82
284.933	176.25
285.197	-78.05
285.46	47.31
285.724	7.91
285.987	97.45
286.25	86.71
286.514	59.84
286.777	-24.33
287.04	34.77
287.303	22.24
287.567	-15.37
287.83	84.92
288.093	11.49
288.356	-60.14
288.62	9.7
288.883	50.89
289.146	11.49
289.409	-60.14
289.672	-95.96
289.935	95.66
290.198	67.01
290.461	36.56
290.725	43.73
290.988	4.33
291.251	-26.12
291.514	-8.21
291.777	99.24
292.04	41.94
292.303	65.22
292.566	-26.12
292.829	104.62
293.091	158.34
293.354	86.71
293.617	9.7
293.88	-44.03
294.143	-27.91
294.406	63.43
294.669	41.94
294.932	45.52
295.194	11.49
295.457	56.26
295.72	68.8
295.983	140.43
296.245	-36.86
296.508	-13.58
296.771	47.31
297.034	151.18
297.296	11.49
297.559	115.36
297.822	-65.52
298.084	147.6
298.347	-101.33
298.609	43.73
298.872	16.86
299.135	-13.58
299.397	-2.84
299.66	-88.8
299.922	38.35
300.185	92.08
300.447	-76.26
300.71	108.2
300.972	65.22
301.235	-40.44
301.497	-10
301.759	9.7
302.022	88.5
302.284	63.43
302.546	203.11
302.809	4.33
303.071	6.12
303.333	-65.52
303.596	25.82
303.858	38.35
304.12	-45.82
304.383	75.96
304.645	-10
304.907	83.13
305.169	41.94
305.431	68.8
305.694	-35.07
305.956	72.38
306.218	-52.98
306.48	72.38
306.742	-17.16
307.004	31.19
307.266	84.92
307.528	179.83
307.79	52.68
308.052	72.38
308.314	16.86
308.576	68.8
308.838	52.68
309.1	41.94
309.362	2.54
309.624	77.75
309.886	79.54
310.148	-26.12
310.41	68.8
310.672	59.84
310.934	65.22
311.196	124.32
311.457	149.39
311.719	176.25
311.981	339.22
312.243	518.31
312.504	428.76
312.766	598.9
313.028	505.77
313.29	443.09
313.551	339.22
313.813	298.03
314.075	215.65
314.336	240.72
314.598	115.36
314.86	156.55
315.121	54.47
315.383	156.55
315.644	47.31
315.906	-40.44
316.167	165.51
316.429	79.54
316.69	-6.42
316.952	54.47
317.213	34.77
